Network_Reward,Group_A_Reward,Group_B_Reward,tls_1,tls_2,tls_3,tls_4,tls_5,tls_6,tls_7,tls_8
-2063.0,-1019.0,-1044.0,-254.75,-254.75,-254.75,-254.75,-261.0,-261.0,-261.0,-261.0
-1715.0,-938.5,-776.5,-234.625,-234.625,-234.625,-234.625,-194.125,-194.125,-194.125,-194.125
-1722.5,-884.5,-838.0,-221.125,-221.125,-221.125,-221.125,-209.5,-209.5,-209.5,-209.5
-1752.0,-926.5,-825.5,-231.625,-231.625,-231.625,-231.625,-206.375,-206.375,-206.375,-206.375
-1827.0,-898.0,-929.0,-224.5,-224.5,-224.5,-224.5,-232.25,-232.25,-232.25,-232.25
-1828.0,-869.5,-958.5,-217.375,-217.375,-217.375,-217.375,-239.625,-239.625,-239.625,-239.625
-1863.5,-976.0,-887.5,-244.0,-244.0,-244.0,-244.0,-221.875,-221.875,-221.875,-221.875
-1530.0,-805.5,-724.5,-201.375,-201.375,-201.375,-201.375,-181.125,-181.125,-181.125,-181.125
-1635.5,-813.5,-822.0,-203.375,-203.375,-203.375,-203.375,-205.5,-205.5,-205.5,-205.5
-1593.0,-915.5,-677.5,-228.875,-228.875,-228.875,-228.875,-169.375,-169.375,-169.375,-169.375
-1890.0,-1039.0,-851.0,-259.75,-259.75,-259.75,-259.75,-212.75,-212.75,-212.75,-212.75
-1781.0,-952.0,-829.0,-238.0,-238.0,-238.0,-238.0,-207.25,-207.25,-207.25,-207.25
-1832.5,-975.0,-857.5,-243.75,-243.75,-243.75,-243.75,-214.375,-214.375,-214.375,-214.375
-1681.5,-814.5,-867.0,-203.625,-203.625,-203.625,-203.625,-216.75,-216.75,-216.75,-216.75
-1701.5,-918.0,-783.5,-229.5,-229.5,-229.5,-229.5,-195.875,-195.875,-195.875,-195.875
-1671.5,-890.5,-781.0,-222.625,-222.625,-222.625,-222.625,-195.25,-195.25,-195.25,-195.25
-1903.5,-1130.0,-773.5,-282.5,-282.5,-282.5,-282.5,-193.375,-193.375,-193.375,-193.375
-1805.0,-854.5,-950.5,-213.625,-213.625,-213.625,-213.625,-237.625,-237.625,-237.625,-237.625
-1606.0,-744.5,-861.5,-186.125,-186.125,-186.125,-186.125,-215.375,-215.375,-215.375,-215.375
-1728.0,-907.0,-821.0,-226.75,-226.75,-226.75,-226.75,-205.25,-205.25,-205.25,-205.25
-1866.5,-980.5,-886.0,-245.125,-245.125,-245.125,-245.125,-221.5,-221.5,-221.5,-221.5
-1755.0,-882.5,-872.5,-220.625,-220.625,-220.625,-220.625,-218.125,-218.125,-218.125,-218.125
-1860.0,-887.5,-972.5,-221.875,-221.875,-221.875,-221.875,-243.125,-243.125,-243.125,-243.125
-1787.5,-920.5,-867.0,-230.125,-230.125,-230.125,-230.125,-216.75,-216.75,-216.75,-216.75
-1698.5,-804.0,-894.5,-201.0,-201.0,-201.0,-201.0,-223.625,-223.625,-223.625,-223.625
-1608.5,-783.5,-825.0,-195.875,-195.875,-195.875,-195.875,-206.25,-206.25,-206.25,-206.25
-1839.5,-960.5,-879.0,-240.125,-240.125,-240.125,-240.125,-219.75,-219.75,-219.75,-219.75
-1701.0,-829.5,-871.5,-207.375,-207.375,-207.375,-207.375,-217.875,-217.875,-217.875,-217.875
-1718.5,-879.5,-839.0,-219.875,-219.875,-219.875,-219.875,-209.75,-209.75,-209.75,-209.75
-1858.5,-987.5,-871.0,-246.875,-246.875,-246.875,-246.875,-217.75,-217.75,-217.75,-217.75
-1832.0,-914.0,-918.0,-228.5,-228.5,-228.5,-228.5,-229.5,-229.5,-229.5,-229.5
-1465.5,-685.0,-780.5,-171.25,-171.25,-171.25,-171.25,-195.125,-195.125,-195.125,-195.125
-1878.0,-938.0,-940.0,-234.5,-234.5,-234.5,-234.5,-235.0,-235.0,-235.0,-235.0
-1762.5,-797.0,-965.5,-199.25,-199.25,-199.25,-199.25,-241.375,-241.375,-241.375,-241.375
-1662.0,-834.5,-827.5,-208.625,-208.625,-208.625,-208.625,-206.875,-206.875,-206.875,-206.875
-1808.5,-837.5,-971.0,-209.375,-209.375,-209.375,-209.375,-242.75,-242.75,-242.75,-242.75
-1680.5,-885.5,-795.0,-221.375,-221.375,-221.375,-221.375,-198.75,-198.75,-198.75,-198.75
-1554.0,-795.5,-758.5,-198.875,-198.875,-198.875,-198.875,-189.625,-189.625,-189.625,-189.625
-1854.0,-974.0,-880.0,-243.5,-243.5,-243.5,-243.5,-220.0,-220.0,-220.0,-220.0
-1747.0,-897.5,-849.5,-224.375,-224.375,-224.375,-224.375,-212.375,-212.375,-212.375,-212.375
-1712.0,-929.0,-783.0,-232.25,-232.25,-232.25,-232.25,-195.75,-195.75,-195.75,-195.75
-1734.0,-967.0,-767.0,-241.75,-241.75,-241.75,-241.75,-191.75,-191.75,-191.75,-191.75
-1899.5,-970.0,-929.5,-242.5,-242.5,-242.5,-242.5,-232.375,-232.375,-232.375,-232.375
-1677.5,-845.0,-832.5,-211.25,-211.25,-211.25,-211.25,-208.125,-208.125,-208.125,-208.125
-1804.5,-1010.5,-794.0,-252.625,-252.625,-252.625,-252.625,-198.5,-198.5,-198.5,-198.5
-1649.0,-820.0,-829.0,-205.0,-205.0,-205.0,-205.0,-207.25,-207.25,-207.25,-207.25
-1669.5,-826.0,-843.5,-206.5,-206.5,-206.5,-206.5,-210.875,-210.875,-210.875,-210.875
-1949.5,-990.0,-959.5,-247.5,-247.5,-247.5,-247.5,-239.875,-239.875,-239.875,-239.875
-1745.5,-850.5,-895.0,-212.625,-212.625,-212.625,-212.625,-223.75,-223.75,-223.75,-223.75
-1739.0,-872.5,-866.5,-218.125,-218.125,-218.125,-218.125,-216.625,-216.625,-216.625,-216.625
-2046.5,-1018.0,-1028.5,-254.5,-254.5,-254.5,-254.5,-257.125,-257.125,-257.125,-257.125
-1661.0,-878.0,-783.0,-219.5,-219.5,-219.5,-219.5,-195.75,-195.75,-195.75,-195.75
-1823.5,-982.5,-841.0,-245.625,-245.625,-245.625,-245.625,-210.25,-210.25,-210.25,-210.25
-1717.0,-876.5,-840.5,-219.125,-219.125,-219.125,-219.125,-210.125,-210.125,-210.125,-210.125
-1587.5,-796.5,-791.0,-199.125,-199.125,-199.125,-199.125,-197.75,-197.75,-197.75,-197.75
-1663.0,-816.5,-846.5,-204.125,-204.125,-204.125,-204.125,-211.625,-211.625,-211.625,-211.625
-1854.5,-924.0,-930.5,-231.0,-231.0,-231.0,-231.0,-232.625,-232.625,-232.625,-232.625
-1800.0,-890.5,-909.5,-222.625,-222.625,-222.625,-222.625,-227.375,-227.375,-227.375,-227.375
-1771.0,-820.5,-950.5,-205.125,-205.125,-205.125,-205.125,-237.625,-237.625,-237.625,-237.625
-1758.0,-951.0,-807.0,-237.75,-237.75,-237.75,-237.75,-201.75,-201.75,-201.75,-201.75
-1657.5,-828.0,-829.5,-207.0,-207.0,-207.0,-207.0,-207.375,-207.375,-207.375,-207.375
-1673.0,-840.0,-833.0,-210.0,-210.0,-210.0,-210.0,-208.25,-208.25,-208.25,-208.25
-1682.5,-788.5,-894.0,-197.125,-197.125,-197.125,-197.125,-223.5,-223.5,-223.5,-223.5
-1570.0,-814.5,-755.5,-203.625,-203.625,-203.625,-203.625,-188.875,-188.875,-188.875,-188.875
-1839.0,-995.5,-843.5,-248.875,-248.875,-248.875,-248.875,-210.875,-210.875,-210.875,-210.875
-1926.5,-928.5,-998.0,-232.125,-232.125,-232.125,-232.125,-249.5,-249.5,-249.5,-249.5
-1465.5,-743.5,-722.0,-185.875,-185.875,-185.875,-185.875,-180.5,-180.5,-180.5,-180.5
-1792.5,-981.0,-811.5,-245.25,-245.25,-245.25,-245.25,-202.875,-202.875,-202.875,-202.875
-1746.0,-880.5,-865.5,-220.125,-220.125,-220.125,-220.125,-216.375,-216.375,-216.375,-216.375
-1631.0,-833.5,-797.5,-208.375,-208.375,-208.375,-208.375,-199.375,-199.375,-199.375,-199.375
-1735.0,-886.5,-848.5,-221.625,-221.625,-221.625,-221.625,-212.125,-212.125,-212.125,-212.125
-1726.5,-903.5,-823.0,-225.875,-225.875,-225.875,-225.875,-205.75,-205.75,-205.75,-205.75
-1741.0,-923.5,-817.5,-230.875,-230.875,-230.875,-230.875,-204.375,-204.375,-204.375,-204.375
-1526.0,-760.0,-766.0,-190.0,-190.0,-190.0,-190.0,-191.5,-191.5,-191.5,-191.5
-1731.5,-851.5,-880.0,-212.875,-212.875,-212.875,-212.875,-220.0,-220.0,-220.0,-220.0
-1715.5,-934.0,-781.5,-233.5,-233.5,-233.5,-233.5,-195.375,-195.375,-195.375,-195.375
-1691.0,-879.5,-811.5,-219.875,-219.875,-219.875,-219.875,-202.875,-202.875,-202.875,-202.875
-1883.5,-1071.5,-812.0,-267.875,-267.875,-267.875,-267.875,-203.0,-203.0,-203.0,-203.0
-1724.0,-950.0,-774.0,-237.5,-237.5,-237.5,-237.5,-193.5,-193.5,-193.5,-193.5
-1541.5,-813.5,-728.0,-203.375,-203.375,-203.375,-203.375,-182.0,-182.0,-182.0,-182.0
-1768.0,-943.5,-824.5,-235.875,-235.875,-235.875,-235.875,-206.125,-206.125,-206.125,-206.125
-1629.5,-920.0,-709.5,-230.0,-230.0,-230.0,-230.0,-177.375,-177.375,-177.375,-177.375
-1665.5,-884.0,-781.5,-221.0,-221.0,-221.0,-221.0,-195.375,-195.375,-195.375,-195.375
-1686.5,-880.0,-806.5,-220.0,-220.0,-220.0,-220.0,-201.625,-201.625,-201.625,-201.625
-1899.0,-1076.0,-823.0,-269.0,-269.0,-269.0,-269.0,-205.75,-205.75,-205.75,-205.75
-1606.0,-818.0,-788.0,-204.5,-204.5,-204.5,-204.5,-197.0,-197.0,-197.0,-197.0
-1517.0,-786.5,-730.5,-196.625,-196.625,-196.625,-196.625,-182.625,-182.625,-182.625,-182.625
-1724.5,-888.5,-836.0,-222.125,-222.125,-222.125,-222.125,-209.0,-209.0,-209.0,-209.0
-1649.5,-850.5,-799.0,-212.625,-212.625,-212.625,-212.625,-199.75,-199.75,-199.75,-199.75
-1720.5,-871.5,-849.0,-217.875,-217.875,-217.875,-217.875,-212.25,-212.25,-212.25,-212.25
-1871.5,-1075.0,-796.5,-268.75,-268.75,-268.75,-268.75,-199.125,-199.125,-199.125,-199.125
-1672.5,-863.5,-809.0,-215.875,-215.875,-215.875,-215.875,-202.25,-202.25,-202.25,-202.25
-1625.0,-911.5,-713.5,-227.875,-227.875,-227.875,-227.875,-178.375,-178.375,-178.375,-178.375
-1734.0,-869.0,-865.0,-217.25,-217.25,-217.25,-217.25,-216.25,-216.25,-216.25,-216.25
-1783.0,-859.5,-923.5,-214.875,-214.875,-214.875,-214.875,-230.875,-230.875,-230.875,-230.875
-1843.0,-962.0,-881.0,-240.5,-240.5,-240.5,-240.5,-220.25,-220.25,-220.25,-220.25
-1754.0,-858.5,-895.5,-214.625,-214.625,-214.625,-214.625,-223.875,-223.875,-223.875,-223.875
-1725.0,-881.0,-844.0,-220.25,-220.25,-220.25,-220.25,-211.0,-211.0,-211.0,-211.0
-1625.5,-811.5,-814.0,-202.875,-202.875,-202.875,-202.875,-203.5,-203.5,-203.5,-203.5
-1721.5,-866.5,-855.0,-216.625,-216.625,-216.625,-216.625,-213.75,-213.75,-213.75,-213.75
-1728.0,-809.0,-919.0,-202.25,-202.25,-202.25,-202.25,-229.75,-229.75,-229.75,-229.75
-1622.5,-857.5,-765.0,-214.375,-214.375,-214.375,-214.375,-191.25,-191.25,-191.25,-191.25
-1599.0,-759.0,-840.0,-189.75,-189.75,-189.75,-189.75,-210.0,-210.0,-210.0,-210.0
-1778.0,-865.5,-912.5,-216.375,-216.375,-216.375,-216.375,-228.125,-228.125,-228.125,-228.125
-1829.0,-835.0,-994.0,-208.75,-208.75,-208.75,-208.75,-248.5,-248.5,-248.5,-248.5
-1746.0,-848.0,-898.0,-212.0,-212.0,-212.0,-212.0,-224.5,-224.5,-224.5,-224.5
-1659.0,-877.5,-781.5,-219.375,-219.375,-219.375,-219.375,-195.375,-195.375,-195.375,-195.375
-1505.0,-791.0,-714.0,-197.75,-197.75,-197.75,-197.75,-178.5,-178.5,-178.5,-178.5
-1675.0,-863.0,-812.0,-215.75,-215.75,-215.75,-215.75,-203.0,-203.0,-203.0,-203.0
-1661.5,-895.5,-766.0,-223.875,-223.875,-223.875,-223.875,-191.5,-191.5,-191.5,-191.5
-1664.0,-845.5,-818.5,-211.375,-211.375,-211.375,-211.375,-204.625,-204.625,-204.625,-204.625
-1639.5,-835.5,-804.0,-208.875,-208.875,-208.875,-208.875,-201.0,-201.0,-201.0,-201.0
-1690.0,-890.0,-800.0,-222.5,-222.5,-222.5,-222.5,-200.0,-200.0,-200.0,-200.0
-1550.0,-770.5,-779.5,-192.625,-192.625,-192.625,-192.625,-194.875,-194.875,-194.875,-194.875
-1693.0,-775.0,-918.0,-193.75,-193.75,-193.75,-193.75,-229.5,-229.5,-229.5,-229.5
-1921.0,-977.5,-943.5,-244.375,-244.375,-244.375,-244.375,-235.875,-235.875,-235.875,-235.875
-1787.5,-984.0,-803.5,-246.0,-246.0,-246.0,-246.0,-200.875,-200.875,-200.875,-200.875
-1691.5,-879.0,-812.5,-219.75,-219.75,-219.75,-219.75,-203.125,-203.125,-203.125,-203.125
-1618.0,-885.5,-732.5,-221.375,-221.375,-221.375,-221.375,-183.125,-183.125,-183.125,-183.125
-1815.0,-885.5,-929.5,-221.375,-221.375,-221.375,-221.375,-232.375,-232.375,-232.375,-232.375
-1833.0,-927.0,-906.0,-231.75,-231.75,-231.75,-231.75,-226.5,-226.5,-226.5,-226.5
-1669.0,-838.5,-830.5,-209.625,-209.625,-209.625,-209.625,-207.625,-207.625,-207.625,-207.625
-1785.5,-881.5,-904.0,-220.375,-220.375,-220.375,-220.375,-226.0,-226.0,-226.0,-226.0
-1839.5,-882.0,-957.5,-220.5,-220.5,-220.5,-220.5,-239.375,-239.375,-239.375,-239.375
-1589.5,-787.5,-802.0,-196.875,-196.875,-196.875,-196.875,-200.5,-200.5,-200.5,-200.5
-1819.0,-910.5,-908.5,-227.625,-227.625,-227.625,-227.625,-227.125,-227.125,-227.125,-227.125
-1582.5,-779.5,-803.0,-194.875,-194.875,-194.875,-194.875,-200.75,-200.75,-200.75,-200.75
-1811.0,-962.0,-849.0,-240.5,-240.5,-240.5,-240.5,-212.25,-212.25,-212.25,-212.25
-1566.5,-869.5,-697.0,-217.375,-217.375,-217.375,-217.375,-174.25,-174.25,-174.25,-174.25
-1688.0,-918.5,-769.5,-229.625,-229.625,-229.625,-229.625,-192.375,-192.375,-192.375,-192.375
-1803.0,-907.0,-896.0,-226.75,-226.75,-226.75,-226.75,-224.0,-224.0,-224.0,-224.0
-1718.0,-872.0,-846.0,-218.0,-218.0,-218.0,-218.0,-211.5,-211.5,-211.5,-211.5
-1761.5,-937.5,-824.0,-234.375,-234.375,-234.375,-234.375,-206.0,-206.0,-206.0,-206.0
-1810.0,-936.5,-873.5,-234.125,-234.125,-234.125,-234.125,-218.375,-218.375,-218.375,-218.375
-1648.5,-914.5,-734.0,-228.625,-228.625,-228.625,-228.625,-183.5,-183.5,-183.5,-183.5
-1715.0,-896.5,-818.5,-224.125,-224.125,-224.125,-224.125,-204.625,-204.625,-204.625,-204.625
-1724.0,-874.0,-850.0,-218.5,-218.5,-218.5,-218.5,-212.5,-212.5,-212.5,-212.5
-1794.0,-966.0,-828.0,-241.5,-241.5,-241.5,-241.5,-207.0,-207.0,-207.0,-207.0
-1912.5,-1060.0,-852.5,-265.0,-265.0,-265.0,-265.0,-213.125,-213.125,-213.125,-213.125
-1832.5,-998.5,-834.0,-249.625,-249.625,-249.625,-249.625,-208.5,-208.5,-208.5,-208.5
-1639.0,-878.0,-761.0,-219.5,-219.5,-219.5,-219.5,-190.25,-190.25,-190.25,-190.25
-1699.0,-875.0,-824.0,-218.75,-218.75,-218.75,-218.75,-206.0,-206.0,-206.0,-206.0
-1666.0,-911.0,-755.0,-227.75,-227.75,-227.75,-227.75,-188.75,-188.75,-188.75,-188.75
-1729.5,-891.0,-838.5,-222.75,-222.75,-222.75,-222.75,-209.625,-209.625,-209.625,-209.625
-1988.5,-1097.0,-891.5,-274.25,-274.25,-274.25,-274.25,-222.875,-222.875,-222.875,-222.875
-1661.0,-828.0,-833.0,-207.0,-207.0,-207.0,-207.0,-208.25,-208.25,-208.25,-208.25
-1759.5,-947.0,-812.5,-236.75,-236.75,-236.75,-236.75,-203.125,-203.125,-203.125,-203.125
-1723.0,-907.0,-816.0,-226.75,-226.75,-226.75,-226.75,-204.0,-204.0,-204.0,-204.0
-1637.0,-842.0,-795.0,-210.5,-210.5,-210.5,-210.5,-198.75,-198.75,-198.75,-198.75
-1676.5,-835.5,-841.0,-208.875,-208.875,-208.875,-208.875,-210.25,-210.25,-210.25,-210.25
-1831.0,-910.5,-920.5,-227.625,-227.625,-227.625,-227.625,-230.125,-230.125,-230.125,-230.125
-1700.5,-888.5,-812.0,-222.125,-222.125,-222.125,-222.125,-203.0,-203.0,-203.0,-203.0
-1866.0,-1030.0,-836.0,-257.5,-257.5,-257.5,-257.5,-209.0,-209.0,-209.0,-209.0
-1755.0,-884.0,-871.0,-221.0,-221.0,-221.0,-221.0,-217.75,-217.75,-217.75,-217.75
-1632.0,-868.5,-763.5,-217.125,-217.125,-217.125,-217.125,-190.875,-190.875,-190.875,-190.875
-1700.0,-867.0,-833.0,-216.75,-216.75,-216.75,-216.75,-208.25,-208.25,-208.25,-208.25
-1783.5,-929.5,-854.0,-232.375,-232.375,-232.375,-232.375,-213.5,-213.5,-213.5,-213.5
-1805.0,-965.0,-840.0,-241.25,-241.25,-241.25,-241.25,-210.0,-210.0,-210.0,-210.0
-1898.5,-956.5,-942.0,-239.125,-239.125,-239.125,-239.125,-235.5,-235.5,-235.5,-235.5
-1749.0,-920.5,-828.5,-230.125,-230.125,-230.125,-230.125,-207.125,-207.125,-207.125,-207.125
-1744.5,-917.5,-827.0,-229.375,-229.375,-229.375,-229.375,-206.75,-206.75,-206.75,-206.75
-1805.5,-914.0,-891.5,-228.5,-228.5,-228.5,-228.5,-222.875,-222.875,-222.875,-222.875
-1840.0,-1014.5,-825.5,-253.625,-253.625,-253.625,-253.625,-206.375,-206.375,-206.375,-206.375
-1632.5,-834.0,-798.5,-208.5,-208.5,-208.5,-208.5,-199.625,-199.625,-199.625,-199.625
-1793.5,-908.0,-885.5,-227.0,-227.0,-227.0,-227.0,-221.375,-221.375,-221.375,-221.375
-1747.0,-819.5,-927.5,-204.875,-204.875,-204.875,-204.875,-231.875,-231.875,-231.875,-231.875
-1709.5,-933.0,-776.5,-233.25,-233.25,-233.25,-233.25,-194.125,-194.125,-194.125,-194.125
-1623.0,-841.0,-782.0,-210.25,-210.25,-210.25,-210.25,-195.5,-195.5,-195.5,-195.5
-1742.5,-851.5,-891.0,-212.875,-212.875,-212.875,-212.875,-222.75,-222.75,-222.75,-222.75
-1777.0,-938.5,-838.5,-234.625,-234.625,-234.625,-234.625,-209.625,-209.625,-209.625,-209.625
-1650.0,-897.0,-753.0,-224.25,-224.25,-224.25,-224.25,-188.25,-188.25,-188.25,-188.25
-1722.5,-946.5,-776.0,-236.625,-236.625,-236.625,-236.625,-194.0,-194.0,-194.0,-194.0
-1624.5,-836.0,-788.5,-209.0,-209.0,-209.0,-209.0,-197.125,-197.125,-197.125,-197.125
-1760.5,-952.5,-808.0,-238.125,-238.125,-238.125,-238.125,-202.0,-202.0,-202.0,-202.0
-1668.5,-900.0,-768.5,-225.0,-225.0,-225.0,-225.0,-192.125,-192.125,-192.125,-192.125
-1622.0,-872.0,-750.0,-218.0,-218.0,-218.0,-218.0,-187.5,-187.5,-187.5,-187.5
-1685.0,-904.0,-781.0,-226.0,-226.0,-226.0,-226.0,-195.25,-195.25,-195.25,-195.25
-1534.0,-791.0,-743.0,-197.75,-197.75,-197.75,-197.75,-185.75,-185.75,-185.75,-185.75
-1652.5,-879.5,-773.0,-219.875,-219.875,-219.875,-219.875,-193.25,-193.25,-193.25,-193.25
-1822.0,-1022.5,-799.5,-255.625,-255.625,-255.625,-255.625,-199.875,-199.875,-199.875,-199.875
-1923.0,-996.0,-927.0,-249.0,-249.0,-249.0,-249.0,-231.75,-231.75,-231.75,-231.75
-1833.5,-918.0,-915.5,-229.5,-229.5,-229.5,-229.5,-228.875,-228.875,-228.875,-228.875
-1667.5,-829.5,-838.0,-207.375,-207.375,-207.375,-207.375,-209.5,-209.5,-209.5,-209.5
-1660.0,-861.5,-798.5,-215.375,-215.375,-215.375,-215.375,-199.625,-199.625,-199.625,-199.625
-1749.0,-887.0,-862.0,-221.75,-221.75,-221.75,-221.75,-215.5,-215.5,-215.5,-215.5
-1601.5,-761.0,-840.5,-190.25,-190.25,-190.25,-190.25,-210.125,-210.125,-210.125,-210.125
-1776.5,-922.0,-854.5,-230.5,-230.5,-230.5,-230.5,-213.625,-213.625,-213.625,-213.625
-1570.0,-812.0,-758.0,-203.0,-203.0,-203.0,-203.0,-189.5,-189.5,-189.5,-189.5
-1686.5,-878.5,-808.0,-219.625,-219.625,-219.625,-219.625,-202.0,-202.0,-202.0,-202.0
-1704.5,-869.5,-835.0,-217.375,-217.375,-217.375,-217.375,-208.75,-208.75,-208.75,-208.75
-1558.0,-777.5,-780.5,-194.375,-194.375,-194.375,-194.375,-195.125,-195.125,-195.125,-195.125
-1483.5,-719.0,-764.5,-179.75,-179.75,-179.75,-179.75,-191.125,-191.125,-191.125,-191.125
-1796.5,-925.5,-871.0,-231.375,-231.375,-231.375,-231.375,-217.75,-217.75,-217.75,-217.75
-1620.5,-894.0,-726.5,-223.5,-223.5,-223.5,-223.5,-181.625,-181.625,-181.625,-181.625
-2057.5,-1072.5,-985.0,-268.125,-268.125,-268.125,-268.125,-246.25,-246.25,-246.25,-246.25
-1777.5,-917.5,-860.0,-229.375,-229.375,-229.375,-229.375,-215.0,-215.0,-215.0,-215.0
-1787.0,-958.0,-829.0,-239.5,-239.5,-239.5,-239.5,-207.25,-207.25,-207.25,-207.25
-1616.0,-829.0,-787.0,-207.25,-207.25,-207.25,-207.25,-196.75,-196.75,-196.75,-196.75
-1612.0,-894.5,-717.5,-223.625,-223.625,-223.625,-223.625,-179.375,-179.375,-179.375,-179.375
-1761.5,-899.0,-862.5,-224.75,-224.75,-224.75,-224.75,-215.625,-215.625,-215.625,-215.625
-1643.0,-844.0,-799.0,-211.0,-211.0,-211.0,-211.0,-199.75,-199.75,-199.75,-199.75
-1667.0,-846.0,-821.0,-211.5,-211.5,-211.5,-211.5,-205.25,-205.25,-205.25,-205.25
-1632.0,-779.5,-852.5,-194.875,-194.875,-194.875,-194.875,-213.125,-213.125,-213.125,-213.125
-1723.5,-908.0,-815.5,-227.0,-227.0,-227.0,-227.0,-203.875,-203.875,-203.875,-203.875
-1742.0,-907.5,-834.5,-226.875,-226.875,-226.875,-226.875,-208.625,-208.625,-208.625,-208.625
-1585.0,-860.0,-725.0,-215.0,-215.0,-215.0,-215.0,-181.25,-181.25,-181.25,-181.25
-1678.0,-833.0,-845.0,-208.25,-208.25,-208.25,-208.25,-211.25,-211.25,-211.25,-211.25
-1934.5,-1166.5,-768.0,-291.625,-291.625,-291.625,-291.625,-192.0,-192.0,-192.0,-192.0
-1695.5,-890.5,-805.0,-222.625,-222.625,-222.625,-222.625,-201.25,-201.25,-201.25,-201.25
-1544.0,-854.0,-690.0,-213.5,-213.5,-213.5,-213.5,-172.5,-172.5,-172.5,-172.5
-1829.0,-949.0,-880.0,-237.25,-237.25,-237.25,-237.25,-220.0,-220.0,-220.0,-220.0
-1746.0,-941.5,-804.5,-235.375,-235.375,-235.375,-235.375,-201.125,-201.125,-201.125,-201.125
-2130.5,-1232.0,-898.5,-308.0,-308.0,-308.0,-308.0,-224.625,-224.625,-224.625,-224.625
-1795.0,-975.5,-819.5,-243.875,-243.875,-243.875,-243.875,-204.875,-204.875,-204.875,-204.875
-1777.0,-994.0,-783.0,-248.5,-248.5,-248.5,-248.5,-195.75,-195.75,-195.75,-195.75
-1767.0,-905.0,-862.0,-226.25,-226.25,-226.25,-226.25,-215.5,-215.5,-215.5,-215.5
-1964.5,-1023.0,-941.5,-255.75,-255.75,-255.75,-255.75,-235.375,-235.375,-235.375,-235.375
-1674.5,-783.0,-891.5,-195.75,-195.75,-195.75,-195.75,-222.875,-222.875,-222.875,-222.875
-1751.5,-919.5,-832.0,-229.875,-229.875,-229.875,-229.875,-208.0,-208.0,-208.0,-208.0
-1791.5,-908.0,-883.5,-227.0,-227.0,-227.0,-227.0,-220.875,-220.875,-220.875,-220.875
-1583.5,-888.0,-695.5,-222.0,-222.0,-222.0,-222.0,-173.875,-173.875,-173.875,-173.875
-1814.0,-936.5,-877.5,-234.125,-234.125,-234.125,-234.125,-219.375,-219.375,-219.375,-219.375
-1930.5,-958.5,-972.0,-239.625,-239.625,-239.625,-239.625,-243.0,-243.0,-243.0,-243.0
-1852.0,-973.5,-878.5,-243.375,-243.375,-243.375,-243.375,-219.625,-219.625,-219.625,-219.625
-1762.5,-898.5,-864.0,-224.625,-224.625,-224.625,-224.625,-216.0,-216.0,-216.0,-216.0
-1637.0,-844.5,-792.5,-211.125,-211.125,-211.125,-211.125,-198.125,-198.125,-198.125,-198.125
-1755.0,-934.5,-820.5,-233.625,-233.625,-233.625,-233.625,-205.125,-205.125,-205.125,-205.125
-1854.0,-930.5,-923.5,-232.625,-232.625,-232.625,-232.625,-230.875,-230.875,-230.875,-230.875
-1689.5,-842.5,-847.0,-210.625,-210.625,-210.625,-210.625,-211.75,-211.75,-211.75,-211.75
-1730.0,-916.5,-813.5,-229.125,-229.125,-229.125,-229.125,-203.375,-203.375,-203.375,-203.375
-1872.0,-945.5,-926.5,-236.375,-236.375,-236.375,-236.375,-231.625,-231.625,-231.625,-231.625
-1571.5,-822.5,-749.0,-205.625,-205.625,-205.625,-205.625,-187.25,-187.25,-187.25,-187.25
-1764.5,-973.5,-791.0,-243.375,-243.375,-243.375,-243.375,-197.75,-197.75,-197.75,-197.75
-1717.5,-851.0,-866.5,-212.75,-212.75,-212.75,-212.75,-216.625,-216.625,-216.625,-216.625
-1796.0,-872.5,-923.5,-218.125,-218.125,-218.125,-218.125,-230.875,-230.875,-230.875,-230.875
-1658.0,-860.5,-797.5,-215.125,-215.125,-215.125,-215.125,-199.375,-199.375,-199.375,-199.375
-1776.5,-982.0,-794.5,-245.5,-245.5,-245.5,-245.5,-198.625,-198.625,-198.625,-198.625
-1734.5,-817.5,-917.0,-204.375,-204.375,-204.375,-204.375,-229.25,-229.25,-229.25,-229.25
-1908.0,-1019.5,-888.5,-254.875,-254.875,-254.875,-254.875,-222.125,-222.125,-222.125,-222.125
-1680.5,-883.0,-797.5,-220.75,-220.75,-220.75,-220.75,-199.375,-199.375,-199.375,-199.375
-1862.5,-965.0,-897.5,-241.25,-241.25,-241.25,-241.25,-224.375,-224.375,-224.375,-224.375
-1611.0,-779.0,-832.0,-194.75,-194.75,-194.75,-194.75,-208.0,-208.0,-208.0,-208.0
-1742.5,-861.5,-881.0,-215.375,-215.375,-215.375,-215.375,-220.25,-220.25,-220.25,-220.25
-1656.0,-813.5,-842.5,-203.375,-203.375,-203.375,-203.375,-210.625,-210.625,-210.625,-210.625
-1656.5,-816.5,-840.0,-204.125,-204.125,-204.125,-204.125,-210.0,-210.0,-210.0,-210.0
-1697.5,-848.0,-849.5,-212.0,-212.0,-212.0,-212.0,-212.375,-212.375,-212.375,-212.375
-1738.5,-885.5,-853.0,-221.375,-221.375,-221.375,-221.375,-213.25,-213.25,-213.25,-213.25
-1628.5,-816.0,-812.5,-204.0,-204.0,-204.0,-204.0,-203.125,-203.125,-203.125,-203.125
