Episode,Reward,Avg_Waiting_Time,Avg_Queue,Epsilon,Loss
65,-12505.5,0.05714285714285714,0.5,0.7219385759785162,76.88400767644247
66,-14002.0,1.2,1.25,0.7183288830986236,87.42205714384714
67,-13144.5,1.12,1.25,0.7147372386831305,95.48017847802905
68,-11386.0,0.0,0.0,0.7111635524897149,98.82148716449737
69,-14587.5,0.96875,1.0,0.7076077347272662,99.99828283521865
70,-10600.0,1.1785714285714286,1.75,0.7040696960536299,81.85284209781223
71,-12334.0,0.3448275862068966,1.5,0.7005493475733617,89.81994220415751
72,-12583.5,0.08,0.25,0.697046600835495,101.55962637795342
73,-13152.5,0.45454545454545453,0.75,0.6935613678313175,90.40368647575379
74,-9762.0,1.4545454545454546,1.25,0.6900935609921609,84.95234632227155
75,-11695.5,0.05128205128205128,0.25,0.6866430931872001,86.11277339988284
76,-11798.5,0.20689655172413793,0.5,0.6832098777212641,93.08776742617289
77,-9648.0,0.07692307692307693,0.25,0.6797938283326578,101.8866589334276
78,-12303.5,0.5833333333333334,0.75,0.6763948591909945,72.45484174887339
79,-11512.0,0.18518518518518517,0.75,0.6730128848950395,73.20169582366944
80,-11860.5,0.041666666666666664,0.25,0.6696478204705644,61.539031993018256
81,-8758.0,2.3333333333333335,1.5,0.6662995813682115,59.812882696257695
82,-10466.5,0.038461538461538464,0.25,0.6629680834613705,57.738819832272
83,-9380.5,0.88,0.75,0.6596532430440636,55.84571031199561
84,-9636.0,0.06060606060606061,0.25,0.6563549768288433,55.46316588984595
85,-11963.0,0.2857142857142857,0.5,0.653073201944699,55.88012169202169
86,-9686.0,0.9411764705882353,1.25,0.6498078359349755,58.44256606366899
87,-9636.5,0.07142857142857142,0.5,0.6465587967553006,55.59437654283312
88,-10189.0,0.09375,0.5,0.6433260027715241,55.8057178179423
89,-9204.5,2.466666666666667,2.0,0.6401093727576664,57.398048347897
90,-9106.0,0.1935483870967742,0.75,0.6369088258938781,53.67077109283871
91,-10153.5,1.0,1.0,0.6337242817644086,60.168135333061215
92,-10896.5,1.0357142857142858,1.0,0.6305556603555866,60.84863688415951
93,-9717.0,0.1875,0.25,0.6274028820538087,62.98824285666148
94,-9775.0,0.18518518518518517,0.5,0.6242658676435396,59.04551628430684
95,-9440.5,0.0,0.0,0.6211445383053219,57.98288996484545
96,-9516.0,0.0,0.0,0.6180388156137953,58.55617415904999
97,-9891.5,0.5277777777777778,0.75,0.6149486215357263,59.34069156381819
98,-10747.0,0.4444444444444444,0.5,0.6118738784280476,62.165572921435036
99,-9948.5,0.16129032258064516,0.75,0.6088145090359074,59.09468676249186
100,-11950.5,0.5161290322580645,1.25,0.6057704364907278,60.8061188671324
101,-9180.0,0.13157894736842105,0.75,0.6027415843082742,56.72928128242493
102,-10478.5,0.4166666666666667,0.75,0.5997278763867329,59.681394171714786
103,-9425.5,0.4,1.25,0.5967292370047992,57.593368622991775
104,-10165.5,0.19230769230769232,0.5,0.5937455908197752,57.80913874043359
105,-10233.0,0.0,0.0,0.5907768628656763,58.326245231098596
106,-10645.0,1.0666666666666667,1.25,0.5878229785513479,57.52621369626787
107,-10568.0,1.5,1.25,0.5848838636585911,58.384581339359286
108,-10821.0,1.03125,1.0,0.5819594443402982,58.423319872220354
109,-9392.5,0.03225806451612903,0.25,0.5790496471185967,57.847149483362834
110,-9898.5,0.25,0.75,0.5761543988830038,59.83359500832028
111,-8830.0,1.5769230769230769,1.25,0.5732736268885887,61.62127078109317
112,-12830.5,2.5853658536585367,4.0,0.5704072587541458,57.41643211046855
113,-9282.5,0.14634146341463414,1.0,0.567555222460375,62.242941575580176
114,-9454.5,0.1,0.5,0.5647174463480732,60.18538967768351
115,-9612.5,0.17857142857142858,0.25,0.5618938591163328,68.88711364799076
116,-9364.0,0.10714285714285714,0.5,0.5590843898207511,63.9009712934494
117,-9311.5,1.1875,1.5,0.5562889678716474,66.7289301554362
118,-8968.0,0.15,1.0,0.5535075230322891,68.3791427453359
119,-8824.0,0.42857142857142855,0.75,0.5507399854171277,65.88065232965681
120,-10238.5,0.16666666666666666,0.25,0.547986285490042,67.61665458944108
121,-9206.5,0.0,0.0,0.5452463540625918,65.79965314070384
122,-10387.0,0.5526315789473685,2.25,0.5425201222922789,70.09348867204454
123,-8665.5,0.25925925925925924,0.5,0.5398075216808175,67.14175593323178
124,-8264.5,1.6666666666666667,3.25,0.5371084840724134,65.38182338078816
125,-9130.0,0.24,0.75,0.5344229416520513,68.2110349257787
126,-8130.0,0.2692307692307692,1.0,0.531750826943791,66.44246776103974
127,-9549.5,0.17857142857142858,0.5,0.5290920728090721,51.63422189553579
128,-8338.0,3.4827586206896552,2.0,0.5264466124450268,51.93896838559045
129,-8173.0,1.2608695652173914,1.25,0.5238143793828016,50.5419592777888
130,-8198.0,0.05714285714285714,0.25,0.5211953074858876,48.69933627181583
131,-9209.0,0.17647058823529413,1.0,0.5185893309484582,51.88597051302592
132,-9245.5,3.5,2.25,0.5159963842937159,53.24421040481991
133,-9747.0,1.6666666666666667,2.25,0.5134164023722473,53.45889181296031
134,-7970.0,0.037037037037037035,0.25,0.510849320360386,50.262552690505984
135,-9625.5,0.22580645161290322,0.5,0.5082950737585841,52.15776628918118
136,-8166.0,0.18181818181818182,0.75,0.5057535983897912,51.52679510381487
137,-9105.5,0.25,1.0,0.5032248303978422,50.36445713043213
138,-9571.5,0.1,0.5,0.500708706245853,52.104232194688585
139,-8888.0,0.11538461538461539,0.5,0.4982051627146237,55.33917311032613
140,-7633.0,0.0,0.0,0.49571413690105054,54.75077181657155
141,-9394.5,1.1666666666666667,1.25,0.4932355662165453,54.02066052224901
142,-8834.0,0.08823529411764706,0.25,0.4907693883854626,52.1275102297465
143,-8560.5,0.3870967741935484,0.75,0.4883155414435353,55.502170165379844
144,-8740.0,0.7777777777777778,0.75,0.4858739637363176,56.504964274830286
145,-8917.0,0.2647058823529412,1.25,0.483444593917636,56.085777044296265
146,-8584.5,0.0,0.0,0.4810273709480478,55.53701900376214
147,-7645.5,0.5,1.0,0.47862223409330756,53.71083854569329
148,-7939.0,0.6666666666666666,0.75,0.47622912292284103,55.68131725258297
149,-7773.0,0.0,0.0,0.4738479773082268,53.11309336158964
150,-9040.0,0.3333333333333333,1.0,0.47147873742168567,52.19063167307112
151,-8991.0,0.18518518518518517,0.5,0.46912134373457726,53.76221436394586
152,-7826.0,0.058823529411764705,0.5,0.46677573701590436,56.208248819245235
153,-7706.0,0.1111111111111111,0.5,0.46444185833082485,52.521494796541
154,-9122.5,0.20689655172413793,1.0,0.46211964903917074,52.32090202702416
155,-9023.0,0.06666666666666667,0.25,0.4598090507939749,53.00859529177348
156,-10336.0,0.5151515151515151,1.5,0.457510005540005,55.45198333263397
157,-8148.0,0.06451612903225806,0.5,0.45522245551230495,56.006317922804094
158,-7954.5,0.125,0.5,0.4529463432347434,55.5100231607755
159,-7976.0,0.1724137931034483,0.75,0.4506816115185697,55.167965875731575
160,-8442.5,0.52,0.5,0.4484282034609769,52.68800294664171
161,-6896.0,0.16129032258064516,0.5,0.446186062443672,60.52083910836114
162,-7677.5,0.05555555555555555,0.25,0.4439551321314536,59.70988556279077
163,-8047.5,0.125,0.5,0.4417353564707963,61.66792074309455
164,-8073.0,0.04,0.25,0.43952667968844233,60.26802656120724
165,-8473.0,0.10714285714285714,0.5,0.43732904629000013,62.958298076523675
166,-7492.0,0.10714285714285714,0.5,0.4351424010585501,61.01391344600253
167,-8252.5,0.23076923076923078,0.5,0.43296668905325736,61.95393985907237
168,-7549.5,0.09090909090909091,0.5,0.43080185560799106,61.63020401530795
169,-8169.5,0.75,0.75,0.4286478463299511,59.25422984494104
170,-7401.0,0.04,0.25,0.42650460709830135,61.494832531611124
171,-7315.5,0.2727272727272727,0.5,0.42437208406280985,58.52348034381866
172,-7564.5,0.043478260869565216,0.25,0.4222502236424958,57.48049369388156
173,-8157.5,0.037037037037037035,0.25,0.42013897252428334,55.47245500882467
174,-8083.0,0.1935483870967742,0.5,0.4180382776616619,56.428012087610036
175,-8279.5,5.794871794871795,4.0,0.4159480862733536,55.17010307047102
176,-8060.0,0.09375,0.5,0.41386834584198684,58.165453068415324
177,-9136.0,0.2,0.75,0.4117990041127769,54.22555902269151
178,-7072.0,1.7916666666666667,1.5,0.40974000909221303,59.70540766716003
179,-7009.0,0.15384615384615385,0.5,0.40769130904675194,55.372836518287656
180,-8607.5,3.2758620689655173,2.25,0.40565285250151817,57.35680847962697
181,-7469.0,0.40625,0.75,0.4036245882390106,56.943567564752364
182,-8035.0,0.2608695652173913,0.5,0.4016064652978155,56.775800580448575
183,-7134.0,0.2727272727272727,0.5,0.3995984329713264,53.71955446137322
184,-7233.0,2.3666666666666667,2.0,0.3976004408064698,52.918505838182234
185,-7930.0,0.0,0.0,0.39561243860243744,53.877063457171126
186,-7628.5,0.07407407407407407,0.25,0.3936343764094253,52.88047247992621
187,-7574.0,0.0,0.0,0.39166620452737816,52.20590122540792
188,-6958.0,0.0,0.0,0.3897078735047413,55.13109186755286
189,-6818.0,0.14285714285714285,0.5,0.3877593341372176,52.2234522263209
190,-7090.5,0.9629629629629629,1.0,0.3858205374665315,53.9797754685084
191,-7380.5,0.42857142857142855,1.0,0.38389143477919885,54.32789099481371
192,-6904.5,0.3125,1.25,0.3819719776053028,49.767998019854225
193,-8050.0,0.1111111111111111,0.5,0.3800621177172763,49.653213911586334
194,-6836.5,0.2857142857142857,1.0,0.37816180712868996,53.224459430906506
195,-8206.0,0.5769230769230769,0.75,0.37627099809304654,53.95391594303979
196,-6127.0,0.5454545454545454,0.75,0.3743896431025813,51.28608984152476
197,-8373.0,0.9736842105263158,1.5,0.37251769488706843,53.382654115888805
198,-6447.5,0.11764705882352941,0.25,0.3706551064126331,56.88461158540514
199,-7883.0,0.23809523809523808,1.0,0.36880183088056995,53.05754365126292
200,-7683.0,0.0,0.0,0.3669578217261671,54.827147489123874
201,-7947.5,0.14285714285714285,0.75,0.36512303261753626,55.03723425070445
202,-7225.0,0.25806451612903225,1.0,0.3632974174544486,53.5785760084788
203,-7877.5,0.4722222222222222,1.5,0.3614809303671764,53.68207265271081
204,-7731.0,1.1153846153846154,1.25,0.3596735257153405,51.74117541048262
205,-7410.5,0.3548387096774194,0.5,0.3578751580867638,53.62296318742964
206,-7856.5,0.1111111111111111,0.5,0.35608578229633,55.86180940998925
207,-7715.0,1.393939393939394,2.0,0.3543053533848483,52.98894144164191
208,-9041.0,0.0,0.0,0.35253382661792404,57.39261492358314
209,-7753.5,0.10344827586206896,0.5,0.3507711574848344,56.81981263690525
210,-7939.0,0.16666666666666666,0.75,0.34901730169741024,60.64654231601291
211,-6245.5,0.11764705882352941,0.75,0.3472722151889232,61.47275800440047
212,-6823.5,0.3333333333333333,0.5,0.3455358541129786,57.834562831454804
213,-6788.5,0.07894736842105263,0.5,0.3438081748424137,55.710444890128244
214,-7357.0,0.11538461538461539,0.5,0.3420891339682016,57.89282191859351
215,-6858.0,0.16,0.5,0.3403786882983606,56.12139775753021
216,-8792.0,0.20689655172413793,0.25,0.3386767948568688,56.45103927453359
217,-7949.5,0.0,0.0,0.33698341088258443,59.81442539691925
218,-7454.0,0.26666666666666666,1.0,0.3352984938281715,59.75014155970679
219,-6834.0,0.3,0.75,0.33362200135903064,59.440103234185116
220,-7783.5,0.0,0.0,0.33195389135223546,60.02134486569299
221,-7429.0,0.0625,0.5,0.3302941218954743,68.27898553742303
222,-7241.0,0.2857142857142857,0.5,0.32864265128599696,65.30018550290002
223,-7107.5,1.1851851851851851,1.25,0.326999438029567,65.75194701618618
224,-7822.0,0.18518518518518517,0.5,0.3253644408394192,66.4262940539254
225,-9231.5,0.023255813953488372,0.25,0.3237376186352221,65.80739883846707
226,-7675.5,0.2903225806451613,1.0,0.322118930542046,66.38063116338517
227,-7106.0,0.02702702702702703,0.25,0.32050833588933575,69.11741943094465
228,-8141.0,0.13513513513513514,0.75,0.31890579420988907,67.39581200546688
229,-7047.5,0.13333333333333333,0.5,0.3173112652388396,66.51455173227522
230,-6871.5,0.0,0.0,0.3157247089126454,68.40599311987559
231,-6935.5,0.7272727272727273,2.25,0.3141460853680822,63.092484551005896
232,-7344.0,0.23529411764705882,0.75,0.3125753549412418,65.45187890529633
233,-7049.0,0.13793103448275862,0.5,0.31101247816653554,67.04159919155968
234,-6864.5,0.0,0.0,0.30945741577570285,65.84068761666616
235,-7879.5,0.0,0.0,0.3079101286968243,67.63197423881955
236,-7975.5,0.041666666666666664,0.25,0.3063705780533402,66.36160820855035
237,-7121.0,1.5185185185185186,1.25,0.30483872516307353,68.98678463564978
238,-6536.0,0.04,0.25,0.3033145315372582,65.65211324691772
239,-6771.5,0.15384615384615385,0.25,0.3017979588795719,65.72358585198721
240,-7815.5,2.4242424242424243,2.25,0.30028896908517405,65.77020987139808
241,-7444.0,0.2,0.25,0.2987875242397482,68.37358462810516
242,-7590.0,0.0,0.0,0.29729358661854943,64.88150335947672
243,-7723.5,1.5151515151515151,2.25,0.29580711868545667,60.63332192632887
244,-6725.0,0.24,0.5,0.2943280830920294,66.92280534638299
245,-7319.5,0.023255813953488372,0.25,0.29285644267656924,63.46117203235626
246,-6997.0,0.35714285714285715,0.5,0.2913921604631864,68.31692492961884
247,-6877.0,1.025,2.25,0.28993519966087045,65.01966089407603
248,-7858.0,0.7297297297297297,2.5,0.2884855236625661,64.46781731976404
249,-9010.0,0.0,0.0,0.28704309604425327,64.27680858241187
250,-8018.5,0.10256410256410256,0.5,0.285607880564032,67.75199295149909
251,-7153.5,0.2413793103448276,1.0,0.28417984116121187,67.08296024269528
252,-5987.0,0.0,0.0,0.2827589419554058,66.68679186238182
253,-6972.5,1.1612903225806452,1.75,0.28134514724562876,67.32777184910245
254,-7774.0,0.5428571428571428,2.0,0.2799384215094006,68.77716890441047
255,-7464.0,0.12903225806451613,0.5,0.27853872940185365,68.30705823633406
256,-7078.5,0.0,0.0,0.27714603575484437,65.81673375235664
257,-7458.5,0.3611111111111111,1.5,0.2757603055760701,68.03779593043858
258,-6861.0,1.65,3.5,0.2743815040481898,65.52231446637047
259,-7092.5,0.0,0.0,0.2730095965279488,64.34640714592403
260,-9673.5,0.5151515151515151,1.75,0.27164454854530906,66.50495698716905
261,-7415.0,1.0606060606060606,1.25,0.2702863258025825,72.86177289750842
262,-7521.0,0.2413793103448276,0.5,0.2689348941735696,74.43524856832292
263,-7016.5,0.1935483870967742,1.0,0.26759021970270175,72.30585247675577
264,-7512.5,0.5142857142857142,1.5,0.2662522686041882,68.65985358556112
265,-8151.0,0.45454545454545453,1.5,0.2649210072611673,71.99801630973816
266,-7205.0,0.11428571428571428,0.5,0.26359640222486147,74.47542439831628
267,-8688.5,0.0,0.0,0.26227842021373715,74.74697470400068
268,-6495.0,0.06976744186046512,0.5,0.2609670281126685,74.10529459052616
269,-8888.0,0.16666666666666666,0.75,0.25966219297210513,79.27667477925618
270,-6469.5,0.5277777777777778,1.0,0.2583638820072446,79.26693400012122
271,-6174.5,0.0,0.0,0.2570720625972084,75.04323066605463
272,-7151.0,0.24,0.5,0.25578670228422234,74.60550196965535
273,-7425.5,0.3333333333333333,0.75,0.25450776877280124,75.59440276092953
274,-8801.0,0.14285714285714285,0.75,0.2532352299289372,75.7558064752155
275,-5871.5,0.40625,0.75,0.2519690537792925,73.5057972881529
276,-7314.0,0.3870967741935484,1.25,0.2507092085103961,71.80484494898054
277,-8367.0,0.3157894736842105,1.75,0.2494556624678441,73.3092984729343
278,-6970.0,0.14285714285714285,0.5,0.24820838415550486,73.61020980940924
279,-6977.0,0.5641025641025641,2.25,0.24696734223472733,73.61639068126678
280,-7196.5,0.17142857142857143,0.75,0.2457325055235537,72.08371833695305
281,-6015.0,0.5641025641025641,2.5,0.24450384299593592,74.45183129045698
282,-6558.5,0.7407407407407407,0.75,0.24328132378095624,71.79685788684421
283,-6778.5,0.045454545454545456,0.25,0.24206491716205145,68.58597288131713
284,-6857.5,0.0975609756097561,0.75,0.2408545925762412,69.72091150813633
285,-6885.0,0.20689655172413793,0.25,0.23965031961336,69.41108736462063
286,-5920.5,0.07407407407407407,0.25,0.2384520680152932,69.80963418748644
287,-6696.0,0.12903225806451613,0.5,0.23725980767521673,66.9296417872111
288,-7130.5,0.8,0.75,0.23607350863684065,68.7950268930859
289,-7215.5,0.1,0.5,0.23489314109365644,69.55195775296953
290,-8535.5,0.15789473684210525,0.75,0.23371867538818816,71.1783646080229
291,-6945.5,0.8,0.75,0.23255008201124722,68.08202177418603
292,-6673.0,0.1282051282051282,0.75,0.231387331601191,63.40533260769314
293,-6456.5,0.10344827586206896,0.5,0.23023039494318503,63.06445783509149
294,-6500.5,0.2,0.5,0.2290792429684691,64.02386923631032
295,-8371.0,0.9130434782608695,0.75,0.22793384675362674,67.28100396262275
296,-7967.5,0.1891891891891892,0.75,0.22679417751985861,67.72881439526876
297,-6281.0,0.46875,0.75,0.22566020663225933,73.77232280837165
298,-7004.0,0.18518518518518517,0.75,0.22453190559909803,74.46441599792904
299,-7763.0,0.7692307692307693,0.75,0.22340924607110255,79.4277767446306
300,-7353.5,2.5428571428571427,2.5,0.22229219984074702,75.09908895227645
301,-6429.0,0.21621621621621623,1.0,0.2211807388415433,85.77940956751506
302,-7973.0,0.5714285714285714,3.0,0.22007483514733558,84.02348896662394
303,-7797.5,0.76,0.75,0.2189744609715989,89.03818113274045
304,-7108.0,0.0,0.0,0.2178795886667409,86.74693284564547
305,-6998.0,0.14814814814814814,0.5,0.2167901907234072,86.95836702717675
306,-8394.0,1.1081081081081081,1.0,0.21570623976979014,84.27273560365042
307,-7854.5,0.5675675675675675,1.25,0.21462770857094118,95.79551408025954
308,-6681.0,1.1111111111111112,2.0,0.21355457002808648,90.98964811431037
309,-7060.0,1.1794871794871795,2.5,0.21248679717794605,84.46754674911499
310,-7909.0,0.5641025641025641,2.25,0.21142436319205632,86.14086159600151
311,-8467.0,0.4090909090909091,1.5,0.21036724137609603,82.87499761581421
312,-8196.5,0.07142857142857142,0.5,0.20931540516921554,83.80053464041816
313,-7197.0,0.5333333333333333,1.25,0.20826882814336947,79.45609481069776
314,-7580.0,0.13333333333333333,0.5,0.20722748400265262,88.75835807058546
315,-7803.0,0.29411764705882354,1.25,0.20619134658263935,86.79867652787102
316,-8879.0,0.1111111111111111,0.5,0.20516038984972615,90.3539554145601
317,-7770.5,0.05,0.5,0.2041345879004775,91.26648217307196
318,-8303.0,1.08,3.0,0.2031139149609751,89.99988011784023
319,-7082.0,0.22727272727272727,0.25,0.20209834538617025,91.13633435037401
320,-5802.0,1.096774193548387,1.5,0.2010878536592394,88.61030025482178
321,-7001.5,0.0,0.0,0.2000824143909432,93.76144573953417
322,-8298.5,0.2222222222222222,1.25,0.19908200231898848,91.99658573998346
323,-7133.5,0.058823529411764705,0.5,0.19808659230739353,95.10450744628906
324,-7166.0,0.11764705882352941,0.5,0.19709615934585656,97.59429357316759
325,-7187.5,0.06060606060606061,0.5,0.19611067854912728,97.5865981525845
326,-6246.0,0.2413793103448276,0.5,0.19513012515638165,91.15692621866862
327,-7688.0,1.1176470588235294,3.25,0.19415447453059972,91.26242017216153
328,-7945.5,1.1794871794871795,3.0,0.19318370215794672,92.49234590530395
329,-6633.0,0.7692307692307693,0.75,0.192217783647157,92.00776444011264
330,-6904.0,0.04,0.25,0.1912566947289212,84.44671072165171
331,-6323.5,0.0,0.0,0.1903004112552766,88.29094616836971
332,-7197.0,0.8837209302325582,2.0,0.18934890919900021,88.75049378077189
333,-6332.5,0.75,0.75,0.18840216465300522,84.08629316223993
334,-6664.0,0.0,0.0,0.18746015382974018,89.4920474158393
335,-6506.5,0.13157894736842105,0.5,0.1865228530605915,84.85898154046801
336,-5983.0,0.3076923076923077,0.5,0.18559023879528855,85.30728939374288
337,-6298.5,0.18181818181818182,0.75,0.1846622876013121,89.0121565606859
338,-7341.5,0.037037037037037035,0.25,0.18373897616330553,86.86420294708675
339,-8886.5,0.6052631578947368,2.25,0.182820281282489,87.57210280365415
340,-7699.0,0.07142857142857142,0.5,0.18190617987607657,89.37386716736688
341,-7999.0,0.5806451612903226,1.5,0.18099664897669618,103.00922235382927
342,-7165.0,0.6136363636363636,2.75,0.1800916657318127,94.40505561828613
343,-6752.0,0.25,0.75,0.17919120740315364,96.47009751531813
344,-7320.5,0.42105263157894735,1.75,0.17829525136613786,97.72843401696947
345,-6744.0,0.16129032258064516,0.75,0.17740377510930716,96.14631914562649
346,-8792.0,0.3870967741935484,1.5,0.17651675623376062,104.40235093434652
347,-6382.5,0.16129032258064516,0.25,0.1756341724525918,99.14707760281033
348,-6457.5,1.75,3.0,0.17475600159032884,98.42160019344753
349,-6796.0,0.2857142857142857,0.75,0.17388222158237718,99.08957832654318
350,-8696.0,0.07692307692307693,0.5,0.1730128104744653,107.52076316409641
351,-6804.5,0.0,0.0,0.17214774642209296,109.88551314142015
352,-6519.5,0.10344827586206896,0.5,0.1712870076899825,106.76295977168613
353,-7603.0,0.0,0.0,0.17043057265153258,102.23176934454176
354,-7192.0,0.4473684210526316,2.0,0.16957841978827493,101.14636240535312
355,-6166.0,0.38235294117647056,1.0,0.16873052768933355,97.52310183842977
356,-6348.0,0.045454545454545456,0.25,0.1678868750508869,102.5158349884881
357,-5918.5,0.10344827586206896,0.5,0.16704744067563246,98.49956191910638
358,-7342.5,0.08,0.5,0.1662122034722543,101.62262802124023
359,-6385.0,1.2903225806451613,1.5,0.16538114245489302,94.35699175728692
360,-5612.0,0.0,0.0,0.16455423674261854,95.23671300941044
361,-7699.0,0.07142857142857142,0.25,0.16373146555890544,95.20281057357788
362,-6132.5,0.038461538461538464,0.25,0.16291280823111093,102.13035854233635
363,-6790.5,0.25,0.5,0.16209824418995536,95.82039293713039
364,-5760.0,0.0,0.0,0.16128775296900558,92.91576318740844
365,-6249.5,0.0,0.0,0.16048131420416054,96.14732523494297
366,-5504.0,0.0,0.0,0.15967890763313974,93.21615356869168
367,-5980.0,0.06451612903225806,0.25,0.15888051309497406,87.95136434766981
368,-5926.5,0.0,0.0,0.1580861105294992,87.25909553103976
369,-7667.0,0.42857142857142855,1.5,0.1572956799768517,93.87345823711819
370,-6132.0,0.08823529411764706,0.5,0.15650920157696743,94.86972828971015
371,-6834.5,0.5862068965517241,1.25,0.1557266555690826,85.2992592493693
372,-6914.5,0.13333333333333333,0.5,0.1549480222912372,87.11801997555627
373,-6185.0,0.4411764705882353,1.5,0.15417328217978102,85.95200572543673
374,-8461.5,0.125,0.75,0.1534024157688821,90.60787799888188
375,-5483.0,0.0,0.0,0.1526354036900377,89.65143777794309
376,-5868.0,0.18518518518518517,0.25,0.1518722266715875,88.88750153647528
377,-5713.0,0.28125,1.25,0.15111286553822956,91.57255654864841
378,-6265.0,0.04,0.25,0.15035730121053842,91.37951453526814
379,-6646.0,0.13513513513513514,0.75,0.14960551470448571,85.90081518756018
380,-6992.0,0.0,0.0,0.14885748713096328,89.87203837500678
381,-5853.5,0.1875,0.75,0.14811319969530845,99.41332887543572
382,-5784.5,0.043478260869565216,0.25,0.1473726336968319,92.41224012904696
