Network_Reward,Group_A_Reward,Group_B_Reward,Sup_A_Loss,Sup_B_Loss,tls_1,tls_2,tls_3,tls_4,tls_5,tls_6,tls_7,tls_8
-1886.0,-863.5,-1022.5,1.1885915853910975,1.0492122237053183,-259.5,-157.0,-238.5,-208.5,-315.0,-248.0,-196.5,-263.0
-2163.5,-1163.0,-1000.5,1.2055806212955051,1.0805865652031368,-330.0,-248.5,-328.5,-256.0,-337.0,-265.5,-167.0,-231.0
-2174.5,-1124.5,-1050.0,1.1927725504669877,1.0400858882400725,-343.5,-231.5,-264.0,-285.5,-270.0,-310.5,-196.5,-273.0
-2148.0,-1105.0,-1043.0,1.1676092535257339,1.0676123912963602,-323.5,-251.5,-280.5,-249.5,-310.0,-282.0,-219.0,-232.0
-2032.0,-1033.0,-999.0,1.2027833744883538,1.0559679440326162,-313.5,-201.5,-254.0,-264.0,-297.0,-260.0,-191.5,-250.5
-2327.5,-1177.5,-1150.0,1.1929791195525064,1.0663719113502237,-398.0,-205.0,-301.5,-273.0,-319.0,-301.0,-244.0,-286.0
-2121.0,-1077.5,-1043.5,1.1589370694425372,1.050056346754233,-363.0,-194.0,-316.5,-204.0,-303.0,-319.5,-173.5,-247.5
-2095.0,-1129.0,-966.0,1.1616271467672454,1.0653311383393076,-320.5,-180.5,-304.0,-324.0,-244.0,-264.0,-192.5,-265.5
-2341.5,-1169.0,-1172.5,1.1919051320188576,1.0804107008708848,-382.5,-202.0,-280.5,-304.0,-290.5,-328.0,-236.5,-317.5
-2218.5,-1113.0,-1105.5,1.1860072267552217,1.0627949297428132,-403.5,-180.0,-264.0,-265.5,-320.0,-265.0,-217.0,-303.5
-2019.0,-1021.0,-998.0,1.1928902346226904,1.055298780153195,-343.5,-171.5,-258.5,-247.5,-304.5,-309.5,-192.5,-191.5
-2222.0,-1206.5,-1015.5,1.1964716361628638,1.0531325976053874,-362.0,-238.0,-309.5,-297.0,-253.5,-233.0,-249.0,-280.0
-2066.5,-1028.0,-1038.5,1.1753037600053682,0.9901897110872798,-304.5,-221.5,-284.5,-217.5,-243.0,-300.0,-257.0,-238.5
-2229.0,-1133.0,-1096.0,1.1619743830627864,1.0555698847605122,-325.5,-253.5,-276.5,-277.5,-296.0,-335.0,-216.0,-249.0
-2286.0,-1278.0,-1008.0,1.167915661053525,0.9934621661901474,-353.0,-247.0,-381.5,-296.5,-294.0,-258.0,-205.5,-250.5
-2150.0,-996.5,-1153.5,1.151446714086665,1.045052819699049,-276.5,-170.5,-313.5,-236.0,-270.0,-232.0,-313.0,-338.5
-1975.5,-1100.0,-875.5,1.1428563165995809,1.0456582157976098,-385.5,-162.0,-322.0,-230.5,-251.0,-250.0,-183.5,-191.0
-1966.0,-985.0,-981.0,1.1043578439288668,1.0098931285242239,-264.5,-202.5,-295.5,-222.5,-274.5,-239.0,-187.0,-280.5
-2042.0,-1034.0,-1008.0,1.1418232248061233,1.0309451861513985,-356.5,-205.0,-272.5,-200.0,-285.0,-263.5,-232.5,-227.0
-2253.5,-1181.5,-1072.0,1.1471077390015125,1.0245479923983416,-376.0,-221.5,-284.0,-300.0,-312.0,-316.0,-169.5,-274.5
-1821.5,-930.0,-891.5,1.126025725238853,1.0367384255760246,-276.5,-222.0,-208.0,-223.5,-269.0,-213.0,-196.5,-213.0
-2184.0,-1126.0,-1058.0,1.0977891051934825,1.0238833003573948,-284.0,-260.0,-265.0,-317.0,-271.5,-300.5,-200.5,-285.5
-2100.5,-1074.5,-1026.0,1.1354879178934627,0.9977671816945076,-293.5,-207.5,-274.5,-299.0,-274.5,-251.0,-252.5,-248.0
-2060.0,-1055.0,-1005.0,1.0842542653282483,1.0040911825166807,-354.5,-200.0,-275.0,-225.5,-211.5,-230.0,-280.0,-283.5
-2222.0,-1127.0,-1095.0,1.0738820496532653,1.0297184573279488,-398.0,-189.5,-278.0,-261.5,-331.0,-255.5,-255.5,-253.0
-1903.5,-977.0,-926.5,1.0649571063617864,1.0308495863444276,-241.5,-220.0,-280.0,-235.5,-325.0,-226.0,-192.0,-183.5
-2091.0,-1051.5,-1039.5,1.0463460351030032,1.0200810381935703,-368.0,-177.0,-282.0,-224.5,-271.0,-301.0,-207.0,-260.5
-1987.0,-981.5,-1005.5,1.0683470656474432,1.0189528043899272,-328.5,-184.5,-262.0,-206.5,-273.0,-296.5,-241.0,-195.0
-2008.5,-987.0,-1021.5,1.023275265097618,0.9925859781603018,-380.0,-190.0,-206.0,-211.0,-314.0,-318.0,-159.0,-230.5
-2135.5,-1097.5,-1038.0,1.0606708137525453,1.0277979157865047,-340.0,-207.0,-292.0,-258.5,-284.5,-233.0,-254.5,-266.0
-2037.0,-1046.5,-990.5,1.0366690099239348,0.9964414705004957,-281.0,-262.5,-293.5,-209.5,-272.0,-249.0,-221.0,-248.5
-2184.0,-1002.5,-1181.5,1.0641099146670765,1.0078632339007325,-344.5,-179.5,-276.5,-202.0,-377.0,-246.5,-237.5,-320.5
-2092.5,-1072.5,-1020.0,1.0578851994540956,1.04790498316288,-360.5,-224.5,-250.0,-237.5,-311.5,-289.0,-181.0,-238.5
-1985.5,-1133.0,-852.5,1.0389942291710113,1.0110500604742103,-418.0,-195.0,-273.5,-246.5,-214.0,-270.0,-178.5,-190.0
-1957.5,-1063.5,-894.0,1.013963262571229,0.9788792946272427,-388.5,-138.0,-260.0,-277.0,-219.0,-231.0,-180.5,-263.5
-1906.5,-1010.0,-896.5,1.0594767022464011,0.9800677167044746,-257.5,-178.5,-265.0,-309.0,-280.5,-228.5,-165.0,-222.5
-2123.0,-1152.5,-970.5,1.0430239609546132,0.9729540835652086,-422.0,-263.0,-205.0,-262.5,-251.0,-344.0,-174.0,-201.5
-2127.0,-1086.0,-1041.0,1.0270538698467944,0.9707245969937908,-323.0,-195.0,-279.0,-289.0,-298.5,-262.5,-233.0,-247.0
-2192.0,-1223.5,-968.5,1.0066932471262084,0.9515602992640602,-338.0,-211.0,-319.5,-355.0,-284.0,-215.0,-187.0,-282.5
-2020.5,-942.0,-1078.5,1.0236556455492973,0.9436256917814414,-308.0,-149.5,-264.5,-220.0,-302.0,-285.5,-228.0,-263.0
-1884.5,-1020.5,-864.0,1.02206795612971,0.9886188270317183,-286.5,-192.0,-306.0,-236.0,-245.0,-237.0,-169.5,-212.5
-1764.0,-939.0,-825.0,1.023173707144128,0.9556353174977832,-335.5,-183.5,-202.5,-217.5,-226.0,-206.5,-160.5,-232.0
-2142.5,-1086.5,-1056.0,0.9950707761777772,0.9298421773645613,-365.5,-222.5,-253.0,-245.5,-290.0,-325.0,-227.5,-213.5
-1956.0,-950.0,-1006.0,0.9826154891815451,0.9387446882824103,-324.0,-206.0,-223.0,-197.0,-265.0,-333.5,-194.0,-213.5
-1841.0,-879.5,-961.5,0.9627774109443029,0.9301301656497849,-290.5,-167.5,-225.0,-196.5,-300.0,-307.0,-188.5,-166.0
-1755.5,-902.5,-853.0,0.9759731815920936,0.9221680387026734,-298.5,-180.0,-218.0,-206.0,-254.5,-262.0,-122.5,-214.0
-1997.5,-1053.0,-944.5,0.978903076880508,0.9284573988782034,-349.5,-185.0,-268.5,-250.0,-276.5,-230.5,-173.5,-264.0
-2123.0,-1135.5,-987.5,0.9683493160539203,0.946576833890544,-361.5,-224.0,-276.5,-273.5,-237.5,-252.5,-189.5,-308.0
-2080.5,-1056.5,-1024.0,1.003410100688537,0.9491192274623447,-386.5,-194.0,-229.5,-246.5,-320.0,-241.0,-219.5,-243.5
-1820.5,-926.5,-894.0,0.9926847215327952,0.9272458497020933,-320.0,-189.5,-237.5,-179.5,-290.0,-219.0,-185.5,-199.5
-2209.0,-1051.0,-1158.0,0.9618462667697005,0.9477883542577425,-319.5,-222.5,-246.5,-262.5,-295.5,-288.5,-228.0,-346.0
-2026.5,-966.5,-1060.0,0.99920168419679,0.935849650700887,-312.0,-173.5,-292.5,-188.5,-279.0,-266.0,-209.0,-306.0
-2067.5,-1104.0,-963.5,0.9322013676994376,0.923898025850455,-338.0,-277.5,-267.5,-221.0,-252.5,-296.5,-185.0,-229.5
-1946.0,-1040.5,-905.5,0.9799539676143063,0.9302781743307909,-338.5,-209.0,-280.5,-212.5,-325.5,-238.0,-167.5,-174.5
-1888.5,-1014.0,-874.5,0.9447381434341272,0.9208411095870865,-286.0,-212.5,-239.5,-276.0,-187.0,-249.5,-182.0,-256.0
-2038.0,-1063.5,-974.5,0.9608252537747224,0.9396065941287411,-362.5,-230.0,-271.5,-199.5,-344.5,-235.0,-181.5,-213.5
-1911.5,-971.5,-940.0,1.0043281230661605,0.8782186420427428,-296.5,-231.0,-220.0,-224.0,-240.0,-274.5,-186.5,-239.0
-2105.5,-1079.0,-1026.5,0.9569670882489946,0.893441691249609,-271.0,-172.0,-305.5,-330.5,-262.5,-289.0,-229.5,-245.5
-1989.0,-1021.0,-968.0,0.9474523646963967,0.890346751941575,-321.0,-235.0,-239.0,-226.0,-282.0,-233.0,-231.0,-222.0
-2129.5,-1163.5,-966.0,0.9660567738115787,0.8930955756041739,-358.5,-222.5,-250.0,-332.5,-309.5,-281.5,-162.5,-212.5
-1943.5,-979.0,-964.5,0.9876274224784639,0.8667020570072863,-337.5,-207.5,-207.5,-226.5,-309.0,-220.0,-163.0,-272.5
-2042.0,-1017.5,-1024.5,0.9589337887863318,0.9070190609329276,-333.5,-187.0,-256.0,-241.0,-273.5,-263.0,-200.5,-287.5
-2126.5,-1176.5,-950.0,0.9794269244703981,0.8902278059058719,-401.0,-230.5,-259.5,-285.5,-273.0,-220.5,-224.0,-232.5
-1951.0,-1032.0,-919.0,1.0049112588995033,0.921260286288129,-360.5,-214.5,-242.0,-215.0,-248.0,-253.0,-163.5,-254.5
-1865.5,-890.0,-975.5,0.9766222010056178,0.8851089167098204,-259.0,-164.0,-238.0,-229.0,-239.0,-311.5,-202.0,-223.0
-1997.5,-961.5,-1036.0,0.9736411581436794,0.9345960131122006,-293.5,-202.5,-237.0,-228.5,-353.0,-279.0,-178.0,-226.0
-2242.0,-1089.5,-1152.5,0.9289401373101606,0.9290877381960551,-347.5,-247.5,-250.5,-244.0,-366.5,-303.0,-215.0,-268.0
-2030.5,-1119.5,-911.0,0.9332429861856831,0.9062278839449088,-394.5,-203.5,-265.5,-256.0,-284.5,-261.0,-183.5,-182.0
-2010.0,-1017.5,-992.5,0.9448074764675565,0.9211072844763597,-318.5,-216.5,-226.0,-256.5,-228.0,-239.5,-195.0,-330.0
-1823.5,-974.5,-849.0,0.9607561145391729,0.9196751207113266,-314.5,-233.5,-209.0,-217.5,-225.0,-217.0,-171.5,-235.5
-1845.0,-1007.0,-838.0,0.9548498908678691,0.8959271254638831,-423.5,-146.0,-220.0,-217.5,-197.5,-229.0,-206.5,-205.0
-2111.5,-1076.5,-1035.0,1.0084403513206377,0.9057073709865411,-334.0,-251.0,-245.0,-246.5,-308.5,-327.5,-153.0,-246.0
-2210.0,-1156.5,-1053.5,0.9777227289146847,0.9045066457655695,-381.0,-219.0,-252.5,-304.0,-277.0,-252.0,-267.0,-257.5
-1850.0,-957.5,-892.5,0.985253035194344,0.9083872665133741,-324.5,-185.0,-229.0,-219.0,-231.5,-230.0,-195.5,-235.5
-1828.0,-887.0,-941.0,0.9661644314726193,0.8807056253155072,-232.0,-158.5,-285.0,-211.5,-284.0,-244.5,-186.5,-226.0
-2019.0,-1035.0,-984.0,0.9460261378023359,0.8859920799732208,-284.0,-192.0,-258.5,-300.5,-316.5,-255.5,-174.5,-237.5
-1966.0,-995.5,-970.5,0.9279613912933402,0.9048298124637869,-333.5,-197.0,-254.0,-211.0,-244.0,-307.5,-192.5,-226.5
-1827.5,-900.0,-927.5,0.9454178320864837,0.9130290668871668,-317.5,-152.0,-203.0,-227.5,-241.0,-298.5,-188.5,-199.5
-1927.5,-1021.5,-906.0,0.9594826720654964,0.883063604682684,-348.5,-213.0,-235.5,-224.5,-273.5,-276.5,-135.5,-220.5
-1924.5,-992.5,-932.0,0.9416671263674895,0.8565674798356162,-284.5,-256.0,-235.0,-217.0,-239.0,-265.0,-201.0,-227.0
-1938.0,-1038.5,-899.5,0.9647317867312166,0.9008123685916265,-319.0,-206.5,-256.0,-257.0,-276.0,-256.0,-134.5,-233.0
-2257.5,-1238.5,-1019.0,0.9685583406852352,0.868636590987444,-464.0,-234.5,-286.0,-254.0,-248.0,-282.0,-163.5,-325.5
-1850.0,-959.5,-890.5,0.9808752050002416,0.8870343781179852,-287.5,-196.5,-264.0,-211.5,-276.5,-242.5,-180.5,-191.0
-2086.5,-1125.0,-961.5,0.9714776480363475,0.8695428942640623,-333.0,-241.5,-271.0,-279.5,-315.5,-253.0,-175.0,-218.0
-1810.0,-950.0,-860.0,0.9667258053190179,0.9177708530591594,-304.0,-177.0,-207.5,-261.5,-242.5,-190.5,-163.0,-264.0
-2076.5,-1043.0,-1033.5,0.9579580567777157,0.876769255929523,-298.5,-213.0,-243.0,-288.5,-294.0,-307.0,-221.0,-211.5
-2068.5,-1109.0,-959.5,0.9614428602986865,0.8867098213069968,-329.5,-209.0,-330.0,-240.5,-250.5,-270.5,-181.0,-257.5
-1909.5,-1017.5,-892.0,0.9307461985283427,0.8983462487657865,-343.0,-213.0,-250.5,-211.0,-237.0,-225.5,-182.5,-247.0
-1889.5,-993.0,-896.5,0.9480608700050248,0.8934362919794189,-295.0,-195.0,-264.5,-238.5,-236.5,-323.0,-133.5,-203.5
-1980.0,-1077.0,-903.0,0.9526421879728635,0.8378814224567678,-358.0,-192.5,-224.0,-302.5,-251.5,-227.0,-199.5,-225.0
-1910.5,-966.0,-944.5,0.9539227097398705,0.8750858024590545,-329.0,-156.0,-281.0,-200.0,-284.5,-266.0,-229.0,-165.0
-1806.0,-856.5,-949.5,0.9416301042669349,0.8467069547209475,-264.0,-158.5,-212.5,-221.5,-224.0,-266.0,-232.5,-227.0
-1931.5,-986.5,-945.0,0.9357729513612059,0.8658041872911983,-308.5,-202.0,-256.0,-220.0,-262.0,-267.5,-152.5,-263.0
-1845.5,-992.5,-853.0,0.9576469910641511,0.8326575799120797,-303.5,-187.5,-221.0,-280.5,-239.5,-202.5,-181.0,-230.0
-2052.5,-1008.5,-1044.0,0.915201437059376,0.8173589944011636,-289.5,-173.5,-257.5,-288.0,-314.5,-271.0,-201.5,-257.0
-1895.0,-980.0,-915.0,0.9073006642361482,0.8446074441075325,-314.5,-199.5,-243.5,-222.5,-225.0,-262.0,-174.5,-253.5
-1862.0,-941.5,-920.5,0.9168792052401437,0.8399267128772205,-300.0,-201.5,-213.5,-226.5,-250.0,-223.5,-156.5,-290.5
-2098.0,-1043.0,-1055.0,0.9342509936127398,0.8482911828491423,-334.5,-186.0,-247.0,-275.5,-323.5,-310.5,-181.0,-240.0
-1971.5,-1014.5,-957.0,0.9152440209355619,0.8396857548091147,-317.5,-226.5,-246.0,-224.5,-281.0,-271.5,-190.0,-214.5
-1855.5,-1001.0,-854.5,0.9031650563908948,0.8326267452703582,-323.5,-185.5,-244.5,-247.5,-210.5,-205.0,-208.0,-231.0
-1845.5,-971.5,-874.0,0.899839329553975,0.8325829500125514,-317.0,-183.0,-276.0,-195.5,-268.5,-223.5,-148.0,-234.0
-1806.0,-895.0,-911.0,0.9020842402345605,0.8345646294454734,-281.5,-164.5,-251.5,-197.5,-268.5,-245.0,-178.0,-219.5
-2008.0,-1078.0,-930.0,0.9085854924387402,0.8041757345199585,-342.0,-197.0,-293.0,-246.0,-306.0,-266.0,-144.0,-214.0
-1751.0,-924.0,-827.0,0.8996989918251832,0.8204043404923544,-281.5,-206.0,-231.5,-205.0,-226.0,-250.5,-177.0,-173.5
-2022.5,-1082.5,-940.0,0.8938925226529439,0.821988749007384,-372.5,-183.5,-251.0,-275.5,-279.0,-288.0,-161.0,-212.0
-2089.0,-1086.0,-1003.0,0.9239505582385593,0.8182929864360227,-294.0,-196.5,-293.5,-302.0,-283.5,-260.5,-177.5,-281.5
-1811.0,-959.5,-851.5,0.9179313059482309,0.8197570297453138,-280.5,-197.0,-245.0,-237.0,-226.5,-262.0,-154.0,-209.0
-1950.0,-1048.0,-902.0,0.9084912305076916,0.790734686040216,-335.5,-206.5,-246.5,-259.5,-250.0,-225.5,-200.0,-226.5
-2001.5,-1169.0,-832.5,0.9103934697806835,0.8010559160676267,-333.5,-211.5,-317.0,-307.0,-211.5,-238.0,-158.5,-224.5
-1950.0,-985.5,-964.5,0.9133469709091716,0.8050760471158558,-321.0,-200.5,-257.5,-206.5,-266.5,-256.0,-136.5,-305.5
-1872.5,-968.5,-904.0,0.9179511360824109,0.7998014140460227,-287.0,-189.0,-280.0,-212.5,-232.0,-274.0,-202.5,-195.5
-1843.5,-937.5,-906.0,0.9143057987921768,0.8032616091271242,-261.0,-231.0,-208.5,-237.0,-226.5,-235.5,-173.5,-270.5
-2001.0,-1045.5,-955.5,0.8965870175924566,0.7855145512355699,-356.0,-225.0,-233.5,-231.0,-260.5,-261.5,-224.5,-209.0
-2048.0,-1025.0,-1023.0,0.9038273370928235,0.8039134849276808,-363.0,-189.5,-226.5,-246.0,-309.5,-313.5,-198.5,-201.5
-1823.5,-981.5,-842.0,0.8823653551439444,0.8026906222932868,-296.5,-215.5,-240.0,-229.5,-209.0,-210.0,-212.0,-211.0
-1872.5,-1033.0,-839.5,0.8833890693055259,0.7858741473820474,-323.5,-202.5,-263.5,-243.5,-229.0,-259.5,-167.0,-184.0
-1874.5,-991.0,-883.5,0.9135964046749804,0.7696928528447946,-313.0,-180.5,-249.5,-248.0,-230.5,-247.5,-192.0,-213.5
-1998.5,-1087.5,-911.0,0.8903079486555523,0.8013213406006495,-353.0,-215.0,-268.0,-251.5,-241.5,-260.0,-173.5,-236.0
-1955.0,-1055.0,-900.0,0.8879443065159851,0.8174947727885511,-343.0,-170.0,-265.0,-277.0,-271.0,-263.0,-143.5,-222.5
-1879.0,-995.0,-884.0,0.8894422645370166,0.779902970790863,-313.5,-178.5,-249.0,-254.0,-248.0,-235.0,-180.0,-221.0
-2151.5,-1140.0,-1011.5,0.8821213242080477,0.7831058873070611,-324.0,-217.0,-265.0,-334.0,-282.5,-269.5,-237.5,-222.0
-1963.0,-970.0,-993.0,0.9139993626210424,0.803164846284522,-352.5,-205.0,-229.0,-183.5,-298.0,-295.5,-168.0,-231.5
-1994.0,-1081.0,-913.0,0.9125200240148439,0.7795854864021142,-330.0,-254.5,-273.0,-223.5,-223.0,-274.5,-211.0,-204.5
-2077.0,-1073.0,-1004.0,0.9120367852350076,0.8248958891464604,-342.0,-203.0,-305.0,-223.0,-299.0,-244.0,-189.5,-271.5
-1981.0,-952.0,-1029.0,0.9136723697185516,0.810046619342433,-240.0,-230.5,-241.0,-240.5,-320.5,-289.5,-160.0,-259.0
-1917.0,-983.0,-934.0,0.9060665477481153,0.8038512677782111,-367.5,-195.5,-203.0,-217.0,-271.0,-268.0,-193.5,-201.5
-1859.5,-968.5,-891.0,0.929882757531272,0.7962210494610998,-310.5,-207.0,-251.5,-199.5,-248.5,-236.5,-148.5,-257.5
-1918.0,-1013.5,-904.5,0.9217459362414148,0.7902980870670743,-317.5,-198.5,-256.0,-241.5,-236.5,-272.0,-152.0,-244.0
-1797.0,-897.5,-899.5,0.9162450422843297,0.7904445052146911,-266.5,-151.0,-224.0,-256.0,-266.0,-233.0,-169.5,-231.0
-1837.5,-913.0,-924.5,0.8799127609365516,0.7891961230585972,-271.0,-198.0,-238.0,-206.0,-254.0,-276.5,-144.5,-249.5
-1771.0,-969.0,-802.0,0.8846504514416059,0.7877079042295615,-316.5,-214.5,-241.5,-196.5,-225.0,-206.0,-179.0,-192.0
-1645.5,-827.5,-818.0,0.8957239720556471,0.7843046511212984,-254.0,-152.0,-212.0,-209.5,-234.5,-291.5,-142.5,-149.5
-1811.0,-954.5,-856.5,0.8915664568543434,0.7898018003337913,-309.0,-173.0,-253.5,-219.0,-227.5,-240.5,-180.5,-208.0
-1902.0,-996.0,-906.0,0.8726759023964406,0.7831599807573689,-242.0,-242.5,-240.5,-271.0,-253.0,-203.5,-168.0,-281.5
-1991.5,-1073.0,-918.5,0.8815069610873858,0.7697990055713388,-322.5,-196.5,-292.0,-262.0,-254.0,-245.5,-197.5,-221.5
-1929.5,-1045.5,-884.0,0.8625161622961363,0.7743740106622378,-328.0,-197.0,-280.5,-240.0,-255.5,-288.0,-131.5,-209.0
-1741.5,-838.5,-903.0,0.8610216756661733,0.7780589053200351,-284.5,-152.5,-198.0,-203.5,-252.0,-256.0,-178.5,-216.5
-1942.0,-985.5,-956.5,0.8718049911989106,0.7757789586153295,-329.0,-204.0,-187.0,-265.5,-242.0,-301.5,-175.0,-238.0
-1671.0,-833.0,-838.0,0.8614241603347991,0.7922044180333614,-241.0,-193.0,-208.5,-190.5,-201.0,-216.5,-195.0,-225.5
-1868.0,-988.5,-879.5,0.8488486374417941,0.7975533395177788,-291.0,-203.5,-283.0,-211.0,-271.0,-252.5,-162.0,-194.0
-1735.0,-881.0,-854.0,0.8779638132287396,0.7437932878732681,-291.5,-196.5,-229.5,-163.5,-278.5,-269.0,-117.5,-189.0
-1849.0,-949.5,-899.5,0.8281991294688649,0.7627137125366263,-345.5,-140.0,-252.0,-212.0,-260.5,-267.5,-162.5,-209.0
-1851.0,-861.5,-989.5,0.8407222875290447,0.7476736721065309,-248.5,-168.0,-262.0,-183.0,-329.5,-272.0,-190.5,-197.5
-1941.0,-1083.0,-858.0,0.840970240202215,0.7472033965090911,-384.5,-166.0,-236.0,-296.5,-251.0,-241.0,-168.5,-197.5
-1905.5,-981.5,-924.0,0.8576244215170542,0.7586781663199266,-279.0,-144.5,-335.0,-223.0,-240.5,-241.0,-204.5,-238.0
-1959.5,-1028.0,-931.5,0.8372140266829067,0.7577478381494681,-299.5,-172.5,-281.5,-274.5,-241.0,-229.5,-223.5,-237.5
-1817.5,-949.5,-868.0,0.8309211758275826,0.762155506759882,-311.5,-185.0,-223.5,-229.5,-220.5,-280.5,-148.0,-219.0
-1837.5,-945.5,-892.0,0.8358723863959312,0.7529655141962899,-289.5,-188.0,-198.5,-269.5,-235.0,-247.5,-183.0,-226.5
-1863.0,-907.0,-956.0,0.8322767828073766,0.7525069969395797,-315.5,-138.5,-239.0,-214.0,-240.0,-241.0,-174.5,-300.5
-1768.0,-880.0,-888.0,0.8243378818035125,0.7573355495101876,-312.0,-203.0,-189.5,-175.5,-274.5,-238.0,-167.0,-208.5
-1774.0,-993.5,-780.5,0.807793756822745,0.766360937555631,-314.0,-181.5,-245.5,-252.5,-209.5,-207.0,-160.0,-204.0
-1750.5,-882.5,-868.0,0.8083214382330577,0.7521090901560253,-272.0,-174.5,-219.0,-217.0,-275.5,-198.0,-145.5,-249.0
-1767.0,-935.5,-831.5,0.8170895052452882,0.7452707970307932,-349.5,-180.5,-205.5,-200.0,-238.0,-225.0,-179.5,-189.0
-1838.5,-899.0,-939.5,0.7830342503885428,0.7196657362911436,-296.0,-164.0,-236.0,-203.0,-242.5,-267.5,-204.5,-225.0
-1597.0,-852.5,-744.5,0.796709402402242,0.7288613980842962,-265.5,-172.0,-200.0,-215.0,-203.5,-187.5,-138.5,-215.0
-1768.5,-933.0,-835.5,0.7979071319103241,0.7131142732169893,-351.5,-171.0,-233.5,-177.0,-214.5,-212.0,-212.0,-197.0
-1917.5,-986.5,-931.0,0.7994609552125136,0.710885134836038,-349.5,-189.0,-246.5,-201.5,-289.5,-265.5,-155.5,-220.5
-1885.0,-1012.0,-873.0,0.7844084456562996,0.7263022088342242,-319.5,-176.5,-245.5,-270.5,-244.5,-208.5,-199.0,-221.0
-1743.0,-1007.5,-735.5,0.8095116985340913,0.7201565665503343,-360.5,-207.0,-224.5,-215.5,-234.5,-175.0,-175.0,-151.0
-1750.5,-955.5,-795.0,0.7987929965886805,0.7041598766214318,-268.5,-196.0,-252.5,-238.5,-180.5,-230.5,-198.5,-185.5
-1820.0,-928.5,-891.5,0.8199678952495257,0.7095490642719798,-246.0,-191.0,-231.0,-260.5,-188.0,-223.0,-249.5,-231.0
-1854.0,-882.5,-971.5,0.7951824449830585,0.7123656843271521,-295.5,-185.0,-185.0,-217.0,-278.0,-284.5,-169.5,-239.5
-1876.0,-965.5,-910.5,0.8034939428170522,0.7076799187395307,-312.0,-176.0,-269.0,-208.5,-230.5,-267.5,-210.0,-202.5
-1969.5,-1067.5,-902.0,0.7931807267169158,0.7171210038165251,-356.5,-195.5,-280.5,-235.0,-258.0,-269.5,-125.5,-249.0
-1837.0,-950.0,-887.0,0.78496760999163,0.6994123178223769,-282.5,-232.5,-218.5,-216.5,-202.5,-253.5,-206.0,-225.0
-1802.0,-939.0,-863.0,0.7839096984929509,0.7230007207228077,-285.0,-183.0,-246.0,-225.0,-207.5,-265.0,-165.5,-225.0
-1873.0,-989.5,-883.5,0.7926966870824496,0.6960828079117669,-345.0,-196.0,-213.0,-235.5,-223.0,-243.5,-199.0,-218.0
-1806.5,-914.0,-892.5,0.7791236595975028,0.6840928200218412,-262.0,-205.5,-227.0,-219.5,-274.5,-229.5,-182.5,-206.0
-1709.5,-844.0,-865.5,0.8002375625901752,0.7194304360283745,-313.5,-152.5,-197.5,-180.5,-234.5,-300.0,-113.5,-217.5
-1949.0,-1015.5,-933.5,0.7999445883764161,0.7018533431821399,-329.5,-182.5,-278.0,-225.5,-251.0,-287.5,-167.5,-227.5
-1957.5,-1079.5,-878.0,0.7929393710361586,0.6946978774335649,-334.5,-194.5,-271.5,-279.0,-267.0,-231.5,-183.5,-196.0
-1964.0,-1031.0,-933.0,0.7971265527109305,0.7158404012521108,-334.5,-164.0,-281.0,-251.5,-239.0,-217.0,-200.5,-276.5
-1897.5,-1009.0,-888.5,0.8086562093761233,0.7046981222099729,-260.0,-179.5,-293.5,-276.0,-253.5,-246.0,-173.0,-216.0
-1667.0,-826.0,-841.0,0.7854960158467292,0.6905212856829166,-241.5,-124.5,-243.5,-216.5,-199.5,-246.5,-164.5,-230.5
-1659.0,-821.5,-837.5,0.7701199678911104,0.6961972020566464,-287.0,-157.5,-212.0,-165.0,-237.0,-189.5,-174.5,-236.5
-1750.0,-922.0,-828.0,0.7746186925305261,0.6911538283030192,-315.5,-169.5,-221.0,-216.0,-243.5,-220.5,-156.0,-208.0
-1958.0,-1052.0,-906.0,0.7804708390600151,0.674604456871748,-320.5,-188.5,-277.5,-265.5,-242.5,-270.0,-153.0,-240.5
-1887.5,-930.0,-957.5,0.7776605244312021,0.6957861779464616,-360.0,-180.0,-182.5,-207.5,-273.0,-268.5,-213.5,-202.5
-1896.5,-1044.0,-852.5,0.7912341362900204,0.6874876201152802,-357.5,-168.0,-265.0,-253.5,-231.5,-222.5,-174.5,-224.0
-1755.5,-924.5,-831.0,0.7726293638348579,0.7071676057245996,-264.5,-180.0,-269.0,-211.0,-224.0,-176.0,-220.0,-211.0
-1840.5,-928.0,-912.5,0.7877181823882792,0.7247273085017999,-295.5,-220.5,-192.0,-220.0,-297.5,-221.0,-172.0,-222.0
-1726.0,-913.0,-813.0,0.7969048818780317,0.7049375970330504,-281.5,-175.5,-269.5,-186.5,-211.5,-231.0,-163.0,-207.5
-1784.5,-941.5,-843.0,0.7693277288642194,0.7159559333490001,-275.5,-188.0,-233.0,-245.0,-230.0,-248.5,-171.0,-193.5
-1769.0,-997.0,-772.0,0.8040139654444324,0.7203036681645446,-377.5,-181.0,-225.0,-213.5,-250.5,-199.0,-110.0,-212.5
-1730.0,-909.5,-820.5,0.7961015199621518,0.6998669125967556,-259.5,-147.0,-260.0,-243.0,-246.5,-204.0,-179.0,-191.0
-1842.5,-957.0,-885.5,0.8096228627694978,0.6989938353498777,-314.5,-166.5,-262.0,-214.0,-238.5,-268.5,-189.0,-189.5
