Network_Reward,Group_A_Reward,Group_B_Reward,Sup_A_Loss,Sup_B_Loss,tls_1,tls_2,tls_3,tls_4,tls_5,tls_6,tls_7,tls_8
-2869.5,-1575.5,-1294.0,3.1545144001642864,3.133129108117686,-443.0,-310.5,-499.0,-323.0,-307.0,-435.5,-234.0,-317.5
-3587.5,-1818.0,-1769.5,2.9798415842983457,3.1069673942195046,-620.0,-312.0,-439.0,-447.0,-438.0,-532.5,-353.5,-445.5
-3651.0,-1957.0,-1694.0,3.065579812725385,2.735291674733162,-539.0,-278.0,-508.0,-632.0,-476.5,-407.5,-453.0,-357.0
-3514.0,-1845.5,-1668.5,3.003104252782133,2.9188394799828528,-587.0,-398.0,-463.5,-397.0,-404.5,-466.0,-382.0,-416.0
-3024.5,-1683.5,-1341.0,3.0391175094578,2.810829421546724,-466.5,-316.5,-485.5,-415.0,-389.0,-309.5,-343.5,-299.0
-3095.5,-1709.0,-1386.5,2.997109291619725,2.933376757303874,-581.0,-317.5,-415.0,-395.5,-337.5,-366.5,-310.0,-372.5
-3256.5,-1658.5,-1598.0,2.9563161429431704,2.572690573003557,-446.0,-279.0,-385.5,-548.0,-462.5,-549.0,-272.0,-314.5
-3444.5,-1681.0,-1763.5,3.0770723682310845,2.6071516204211447,-548.5,-407.0,-344.0,-381.5,-487.0,-423.5,-379.0,-474.0
-3475.0,-1763.5,-1711.5,3.108216289182504,2.585166264573733,-436.0,-301.5,-514.5,-511.5,-472.5,-546.5,-308.0,-384.5
-2952.0,-1414.0,-1538.0,3.060754978325632,2.5316902650727164,-468.5,-226.0,-391.5,-328.0,-476.0,-410.5,-303.5,-348.0
-3204.5,-1554.0,-1650.5,3.173968127038744,2.6386905014514923,-490.5,-290.5,-426.0,-347.0,-469.0,-415.0,-337.5,-429.0
-3160.0,-1613.5,-1546.5,2.967527218328582,2.5241104897525575,-377.0,-324.5,-521.0,-391.0,-400.0,-436.5,-324.5,-385.5
-2829.0,-1389.0,-1440.0,2.877566415733761,2.5277004407511816,-410.5,-288.0,-364.5,-326.0,-444.0,-301.5,-327.5,-367.0
-2763.5,-1439.0,-1324.5,2.937987443804741,2.4863631324635613,-375.5,-299.0,-371.5,-393.0,-380.5,-363.0,-261.5,-319.5
-2852.5,-1550.5,-1302.0,2.9027800950739118,2.4453189570042824,-467.0,-235.5,-503.0,-345.0,-372.5,-342.5,-258.0,-329.0
-2696.5,-1459.0,-1237.5,2.8847352736526064,2.3862524062395094,-417.0,-370.0,-293.5,-378.5,-287.0,-332.0,-248.5,-370.0
-3378.5,-1506.0,-1872.5,2.787694487472375,2.3889535238345463,-347.5,-387.5,-401.5,-369.5,-400.0,-516.5,-417.5,-538.5
-3020.0,-1568.0,-1452.0,2.866376188066271,2.383727760116259,-472.0,-279.0,-455.0,-362.0,-357.0,-415.0,-356.0,-324.0
-3065.0,-1541.5,-1523.5,2.7174833281172646,2.4416732129123475,-484.5,-316.0,-340.0,-401.0,-372.5,-470.5,-323.0,-357.5
-3040.0,-1526.0,-1514.0,2.7084904190566803,2.4334666821691724,-427.5,-296.5,-427.5,-374.5,-350.0,-433.0,-326.5,-404.5
-3099.5,-1572.0,-1527.5,2.82654365003109,2.380312252541383,-457.0,-276.5,-430.0,-408.5,-455.0,-357.5,-349.5,-365.5
-2780.5,-1379.5,-1401.0,2.8329546093940734,2.3418369548188314,-342.5,-255.5,-321.5,-460.0,-429.0,-345.0,-265.0,-362.0
-3180.5,-1753.5,-1427.0,2.631266207827462,2.355373271471924,-510.0,-301.5,-626.0,-316.0,-450.0,-329.5,-316.5,-331.0
-2840.0,-1505.5,-1334.5,2.7308500991927254,2.313795945710606,-438.5,-288.5,-398.0,-380.5,-332.5,-337.5,-363.5,-301.0
-2819.0,-1326.5,-1492.5,2.585572500361337,2.3306724280118942,-379.0,-309.5,-338.0,-300.0,-409.5,-516.0,-267.0,-300.0
-3217.5,-1861.0,-1356.5,2.6265883574883144,2.2554568722844124,-626.5,-328.0,-372.5,-534.0,-349.0,-390.5,-244.0,-373.0
-2491.5,-1169.0,-1322.5,2.6506965272956426,2.321332116921743,-330.5,-275.0,-293.0,-270.5,-374.0,-367.0,-187.5,-394.0
-2790.0,-1390.0,-1400.0,2.6311250067419474,2.3233011785480713,-427.0,-344.5,-359.0,-259.5,-408.0,-378.5,-232.5,-381.0
-2985.5,-1594.0,-1391.5,2.573699206444952,2.389826993478669,-486.5,-329.5,-490.0,-288.0,-422.5,-398.5,-259.0,-311.5
-3226.0,-1568.0,-1658.0,2.553293181790246,2.2858396886123553,-444.5,-309.5,-441.5,-372.5,-489.0,-459.0,-334.5,-375.5
-2831.5,-1516.0,-1315.5,2.41071064737108,2.2844797149300575,-450.0,-239.5,-437.5,-389.0,-330.0,-322.5,-280.0,-383.0
-2773.0,-1579.0,-1194.0,2.431173262662358,2.2392281823688083,-478.5,-295.5,-419.0,-386.0,-340.5,-305.0,-230.5,-318.0
-2538.0,-1383.5,-1154.5,2.3531114149424766,2.227077122363779,-461.0,-292.5,-352.0,-278.0,-307.0,-337.5,-231.0,-279.0
-2940.0,-1666.5,-1273.5,2.4331933346059587,2.1993733876281314,-469.5,-383.0,-411.5,-402.5,-312.5,-365.0,-239.0,-357.0
-2864.5,-1487.5,-1377.0,2.3284622412588862,2.2483196404245165,-406.5,-277.5,-376.0,-427.5,-349.5,-421.5,-189.5,-416.5
-2889.0,-1486.5,-1402.5,2.3078546868430245,2.1116797616084417,-494.5,-234.0,-391.5,-366.5,-380.0,-363.5,-351.0,-308.0
-2890.0,-1449.0,-1441.0,2.3228831912080445,2.116073605252637,-468.0,-288.0,-419.0,-274.0,-399.5,-342.5,-299.0,-400.0
-3246.5,-1677.5,-1569.0,2.23400657441881,2.1363099813461304,-586.5,-358.0,-394.5,-338.5,-443.5,-423.0,-265.0,-437.5
-2549.5,-1328.0,-1221.5,2.252194842033916,2.2123224013381533,-408.5,-207.5,-325.5,-386.5,-319.5,-360.5,-238.0,-303.5
-2965.5,-1713.5,-1252.0,2.2786329160134,1.982503136495749,-546.0,-343.0,-448.5,-376.0,-402.5,-353.5,-239.0,-257.0
-3390.0,-1844.5,-1545.5,2.245719957186116,2.019739694396655,-585.5,-276.0,-600.0,-383.0,-356.5,-438.0,-337.0,-414.0
-3119.5,-1559.0,-1560.5,2.3285979631874296,2.136071064405971,-417.0,-299.5,-450.0,-392.5,-358.0,-370.0,-405.0,-427.5
-2761.5,-1536.5,-1225.0,2.3492665923304026,2.077493437959088,-431.5,-302.0,-400.5,-402.5,-308.0,-294.5,-280.0,-342.5
-2985.0,-1594.5,-1390.5,2.3249473560187552,2.132081224024296,-454.5,-404.5,-329.5,-406.0,-446.0,-365.0,-244.0,-335.5
-2434.5,-1268.0,-1166.5,2.471838152739737,2.0104014318850307,-382.0,-199.0,-428.0,-259.0,-387.0,-270.0,-214.5,-295.0
-2941.5,-1431.0,-1510.5,2.3830251629153887,2.0108780841032665,-339.5,-251.5,-368.5,-471.5,-422.0,-446.0,-339.0,-303.5
-2699.5,-1340.5,-1359.0,2.4087099697854786,2.0728763451178867,-376.0,-346.0,-298.0,-320.5,-462.0,-388.5,-179.0,-329.5
-2756.5,-1419.5,-1337.0,2.333849102589819,1.9740699347522523,-362.5,-322.5,-356.0,-378.5,-388.5,-299.5,-298.0,-351.0
-2540.0,-1158.5,-1381.5,2.3245194930169317,2.0172687482502725,-414.5,-208.5,-294.0,-241.5,-402.5,-333.5,-254.0,-391.5
-2798.0,-1546.0,-1252.0,2.4392481500903767,1.9904532064994176,-547.5,-215.0,-316.5,-467.0,-415.0,-257.0,-286.5,-293.5
-2550.5,-1316.5,-1234.0,2.1937733004490534,1.9289345213108593,-399.5,-259.0,-355.0,-303.0,-355.5,-316.5,-301.5,-260.5
-2702.0,-1336.0,-1366.0,2.2738206585248313,1.9200427767303254,-428.5,-290.5,-304.0,-313.0,-429.0,-313.5,-288.5,-335.0
-3180.5,-1695.5,-1485.0,2.253429268134965,1.9487260089980232,-460.5,-441.5,-382.5,-411.0,-505.5,-389.0,-315.0,-275.5
-2771.0,-1493.5,-1277.5,2.3697853354944125,1.8947315489252408,-397.0,-259.5,-428.5,-408.5,-396.0,-305.0,-298.5,-278.0
-2517.5,-1252.5,-1265.0,2.1748099176420106,1.9817349117663172,-361.5,-271.5,-244.5,-375.0,-389.0,-321.0,-261.0,-294.0
-3088.0,-1768.5,-1319.5,2.3619704781307114,1.8282259489099184,-621.5,-251.0,-490.0,-406.0,-293.5,-351.0,-359.5,-315.5
-2916.0,-1487.5,-1428.5,2.396075000200007,1.9284033267034424,-446.0,-255.5,-437.0,-349.0,-327.5,-382.5,-343.5,-375.0
-2746.5,-1362.5,-1384.0,2.3294362313217585,1.8426859367224906,-458.0,-298.5,-304.0,-302.0,-422.0,-448.0,-248.0,-266.0
-2534.5,-1245.0,-1289.5,2.291117414832115,1.8767140785853067,-476.0,-232.0,-240.5,-296.5,-410.0,-418.0,-222.0,-239.5
-2515.5,-1270.0,-1245.5,2.2443460250894227,1.84945148875316,-333.5,-262.5,-325.5,-348.5,-347.5,-337.5,-250.0,-310.5
-2740.5,-1367.5,-1373.0,2.275769210027324,1.8937682688236237,-428.5,-370.0,-308.5,-260.5,-355.0,-402.5,-230.0,-385.5
-2763.0,-1483.0,-1280.0,2.1964608358012305,1.8681961805456215,-386.0,-375.5,-357.5,-364.0,-352.0,-356.0,-273.5,-298.5
-2684.5,-1433.0,-1251.5,2.2081790573067135,1.891071729362011,-447.0,-262.0,-342.5,-381.5,-262.0,-292.5,-251.5,-445.5
-2536.0,-1368.5,-1167.5,2.203999222980605,1.8495432335469457,-448.5,-280.0,-338.0,-302.0,-353.0,-311.0,-207.5,-296.0
-2826.0,-1533.5,-1292.5,2.175992967188358,1.7689852234390047,-382.5,-315.0,-395.0,-441.0,-291.0,-390.0,-279.0,-332.5
-2858.5,-1430.5,-1428.0,2.268688235017988,1.8101456584201918,-432.0,-225.5,-429.0,-344.0,-411.0,-354.0,-352.0,-311.0
-2395.0,-1196.5,-1198.5,2.1745544667045276,1.7917882210678524,-356.0,-264.5,-314.5,-261.5,-345.5,-333.0,-238.0,-282.0
-2664.0,-1304.5,-1359.5,2.08958334657881,1.7742064191235436,-352.5,-235.0,-350.0,-367.0,-326.0,-374.5,-356.0,-303.0
-2659.5,-1424.5,-1235.0,2.1133213919070033,1.8590021077129575,-409.5,-250.0,-412.0,-353.0,-343.0,-338.0,-266.5,-287.5
-2595.5,-1368.5,-1227.0,1.9848083721266851,1.744455170796977,-396.5,-263.5,-326.0,-382.5,-336.5,-329.0,-304.5,-257.0
-2901.5,-1570.0,-1331.5,2.050333473086357,1.8041788660817677,-477.0,-254.0,-343.0,-496.0,-345.5,-373.0,-294.5,-318.5
-2643.5,-1468.5,-1175.0,2.0178648369179832,1.7949792900019221,-519.0,-217.5,-408.5,-323.5,-362.0,-395.5,-161.0,-256.5
-2608.5,-1270.0,-1338.5,1.981198650598526,1.7649145892924734,-473.0,-212.0,-279.0,-306.0,-359.5,-371.5,-244.0,-363.5
-2384.0,-999.5,-1384.5,2.0054109983974033,1.7784696340560913,-326.0,-181.5,-234.5,-257.5,-301.5,-384.5,-215.0,-483.5
-2871.0,-1492.5,-1378.5,1.9724902595082918,1.7043754102455244,-440.5,-248.5,-357.0,-446.5,-323.5,-410.5,-376.0,-268.5
-2507.5,-1267.0,-1240.5,2.0297164052724836,1.7449763423866695,-331.0,-266.0,-311.0,-359.0,-297.0,-299.5,-286.0,-358.0
-2507.5,-1414.5,-1093.0,1.9971297477682433,1.7370138694842656,-454.0,-231.5,-389.5,-339.5,-256.5,-296.5,-255.5,-284.5
-2300.5,-1220.5,-1080.0,1.9644565557440121,1.6508956281675233,-417.0,-255.0,-296.0,-252.5,-275.5,-279.5,-226.5,-298.5
-2563.0,-1266.0,-1297.0,1.991309386657344,1.6953718475169606,-425.5,-216.0,-337.0,-287.5,-329.5,-291.5,-294.0,-382.0
-2581.0,-1395.5,-1185.5,1.9638350882463984,1.6696417768796286,-449.0,-249.5,-380.5,-316.5,-301.5,-316.0,-218.5,-349.5
-2633.5,-1377.5,-1256.0,1.879089142382145,1.606081297331386,-472.0,-225.5,-359.5,-320.5,-293.5,-323.5,-300.5,-338.5
-2909.0,-1360.5,-1548.5,1.930093726846907,1.6400105904373858,-337.5,-289.0,-375.5,-358.5,-459.0,-425.0,-299.5,-365.0
-2468.0,-1142.5,-1325.5,1.8809719236360656,1.706772531900141,-289.5,-216.5,-317.5,-319.0,-300.0,-335.0,-313.0,-377.5
-2556.0,-1363.0,-1193.0,1.8324228775170115,1.7416670150227016,-401.5,-260.5,-364.0,-337.0,-346.5,-316.0,-246.5,-284.0
-2429.5,-1312.0,-1117.5,1.7767210364341737,1.6668060585856437,-383.0,-246.0,-354.0,-329.0,-290.0,-275.5,-257.0,-295.0
-2720.5,-1386.5,-1334.0,1.7830609142780305,1.5934976872470643,-432.5,-300.0,-333.0,-321.0,-297.0,-514.0,-278.0,-245.0
-2646.5,-1389.0,-1257.5,1.8469093814492226,1.6656450791491402,-368.5,-257.0,-346.5,-417.0,-276.0,-390.5,-272.5,-318.5
-2344.5,-1221.0,-1123.5,1.7320947983198696,1.6913141171137491,-426.5,-267.5,-278.0,-249.0,-282.0,-334.5,-239.5,-267.5
-2618.0,-1399.5,-1218.5,1.8802903587619464,1.6199549020992385,-487.0,-249.0,-371.5,-292.0,-275.5,-423.0,-272.0,-248.0
-2480.0,-1365.5,-1114.5,1.7940164458420542,1.6307131596737439,-420.5,-354.5,-275.0,-315.5,-330.5,-348.0,-195.5,-240.5
-2687.5,-1320.0,-1367.5,1.794436660905679,1.6947043417228593,-436.5,-267.0,-341.5,-275.0,-443.0,-379.0,-249.5,-296.0
-2444.0,-1300.0,-1144.0,1.7871932003233169,1.6400655238164796,-366.5,-241.0,-354.5,-338.0,-292.0,-299.0,-269.0,-284.0
-2463.0,-1271.5,-1191.5,1.7438716544045343,1.6948303181264135,-414.5,-237.0,-308.0,-312.0,-381.0,-308.5,-263.0,-239.0
-2483.0,-1322.0,-1161.0,1.71535680923197,1.592219434512986,-381.5,-240.0,-371.5,-329.0,-332.5,-324.0,-224.5,-280.0
-2644.0,-1349.0,-1295.0,1.728169769876533,1.5877520736720827,-492.0,-237.0,-327.5,-292.5,-308.5,-423.0,-266.5,-297.0
-2662.5,-1411.5,-1251.0,1.7859466468294463,1.589945316976971,-396.0,-313.5,-336.5,-365.5,-274.5,-352.5,-295.5,-328.5
-2369.5,-1153.0,-1216.5,1.7827004997266664,1.5877903716431723,-284.5,-295.0,-288.5,-285.0,-377.5,-290.5,-240.0,-308.5
-2532.0,-1372.0,-1160.0,1.7225431525044972,1.5645045765572123,-431.0,-218.5,-391.0,-331.5,-276.0,-313.5,-275.0,-295.5
-2674.5,-1385.0,-1289.5,1.688840906487571,1.513250624636809,-460.0,-258.5,-308.0,-358.5,-386.5,-299.0,-267.0,-337.0
-2300.0,-1240.0,-1060.0,1.694948027531306,1.5681626205643018,-402.5,-231.5,-341.5,-264.5,-317.0,-235.5,-202.5,-305.0
-2219.5,-1094.0,-1125.5,1.6957065665059619,1.4972713283366628,-237.0,-216.5,-238.5,-402.0,-336.0,-276.5,-202.5,-310.5
-2369.5,-1191.5,-1178.0,1.6917104820410411,1.4978033665981558,-391.5,-212.5,-326.0,-261.5,-295.5,-336.5,-228.0,-318.0
-2235.0,-1236.0,-999.0,1.701395305660036,1.484035763806767,-406.0,-267.5,-246.0,-316.5,-271.5,-289.5,-164.0,-274.0
-2352.5,-1160.5,-1192.0,1.6369933656520315,1.5098161780171924,-375.0,-244.5,-259.5,-281.5,-305.0,-301.0,-311.0,-275.0
-2860.0,-1470.0,-1390.0,1.6930647297037973,1.4433005018366707,-433.0,-341.0,-389.0,-307.0,-427.5,-422.5,-201.5,-338.5
-2306.5,-1095.0,-1211.5,1.6413705623812145,1.4865898935331239,-342.5,-224.5,-266.5,-261.5,-337.5,-329.0,-237.5,-307.5
-2439.0,-1190.0,-1249.0,1.6856530020634333,1.5194931088222399,-401.0,-251.0,-298.0,-240.0,-337.5,-386.0,-270.0,-255.5
-2357.0,-1321.5,-1035.5,1.682872265080611,1.5221202390061483,-405.5,-244.5,-321.5,-350.0,-354.0,-243.0,-192.5,-246.0
-2588.5,-1347.5,-1241.0,1.6413965043094423,1.5349343776702882,-452.5,-209.5,-359.0,-326.5,-318.5,-354.0,-293.5,-275.0
-2293.5,-1238.5,-1055.0,1.626257584657934,1.464302774435944,-480.5,-186.5,-307.5,-264.0,-316.5,-265.5,-241.0,-232.0
-2382.5,-1153.0,-1229.5,1.5919879524244203,1.4289944080842867,-306.0,-226.5,-280.5,-340.0,-327.5,-332.0,-294.0,-276.0
-2510.0,-1192.0,-1318.0,1.5455443516373635,1.4309244791666667,-330.5,-256.5,-284.5,-320.5,-294.0,-419.5,-286.0,-318.5
-2352.5,-1317.5,-1035.0,1.5789072205622992,1.4680684276753002,-406.5,-314.0,-300.5,-296.5,-267.0,-270.0,-228.0,-270.0
-2673.5,-1338.5,-1335.0,1.6129789801107512,1.3875375643372536,-399.5,-248.5,-367.5,-323.0,-363.0,-347.5,-365.5,-259.0
-2341.0,-1268.0,-1073.0,1.6137642391853861,1.3723291219108635,-347.5,-256.0,-305.5,-359.0,-281.5,-249.0,-288.0,-254.5
-2347.5,-1257.5,-1090.0,1.59286424037483,1.4012317910790444,-406.5,-267.0,-241.5,-342.5,-290.0,-351.0,-206.0,-243.0
-2351.5,-1221.5,-1130.0,1.5648229031099214,1.4013646324475606,-391.0,-210.0,-348.5,-272.0,-382.0,-313.5,-178.5,-256.0
-2228.5,-1238.0,-990.5,1.5653220226367315,1.3793978595071368,-370.0,-319.5,-252.0,-296.5,-321.5,-245.5,-201.5,-222.0
-2433.5,-1211.0,-1222.5,1.57542734808392,1.4013924869398275,-324.5,-257.0,-388.5,-241.0,-323.0,-298.5,-289.5,-311.5
-2292.0,-1179.5,-1112.5,1.5564015166627037,1.3539248309201664,-386.5,-205.0,-261.0,-327.0,-268.0,-387.0,-221.0,-236.5
-1957.0,-962.0,-995.0,1.476177022854487,1.3433581789334614,-310.0,-179.5,-219.0,-253.5,-272.5,-285.5,-204.0,-233.0
-2213.5,-1092.0,-1121.5,1.4936978315313658,1.354378924270471,-348.0,-182.5,-313.5,-248.0,-265.5,-370.5,-229.5,-256.0
-2372.0,-1126.5,-1245.5,1.502348907623026,1.340434868633747,-353.0,-209.5,-286.0,-278.0,-303.5,-352.0,-255.5,-334.5
-2471.0,-1190.5,-1280.5,1.413201771179835,1.3384479112095302,-336.5,-234.5,-337.5,-282.0,-324.5,-296.0,-274.0,-386.0
-2594.0,-1281.5,-1312.5,1.4072231551011403,1.3658114136921036,-416.5,-219.5,-312.5,-333.0,-453.0,-323.5,-280.0,-256.0
-2460.0,-1254.5,-1205.5,1.4592985894944932,1.4020324216948614,-378.5,-275.0,-299.0,-302.0,-304.5,-388.0,-234.5,-278.5
-2411.0,-1327.0,-1084.0,1.4078860734899838,1.398372123307652,-511.5,-241.5,-326.0,-248.0,-336.5,-303.5,-221.0,-223.0
-2475.0,-1261.0,-1214.0,1.4745549607608053,1.3580561833249198,-342.0,-236.0,-309.0,-374.0,-353.0,-357.5,-229.5,-274.0
-2205.0,-1094.5,-1110.5,1.4637666900952657,1.348010945568482,-325.5,-209.5,-237.5,-322.0,-248.5,-363.5,-193.5,-305.0
-2140.0,-1117.5,-1022.5,1.4579551572601,1.3378195552362335,-350.0,-181.5,-308.0,-278.0,-342.5,-307.0,-158.0,-215.0
-2265.5,-1176.0,-1089.5,1.3976713440484472,1.354902878900369,-356.0,-244.5,-314.0,-261.5,-296.5,-367.0,-189.0,-237.0
-2339.5,-1207.0,-1132.5,1.4021901509828039,1.4170758404665522,-311.5,-246.0,-346.0,-303.5,-347.0,-316.5,-208.5,-260.5
-2481.0,-1240.5,-1240.5,1.4026497069332335,1.362083142581913,-383.0,-224.0,-296.0,-337.5,-400.5,-375.5,-260.5,-204.0
-2137.5,-1137.5,-1000.0,1.3791530011428728,1.314102476835251,-306.5,-199.5,-320.0,-311.5,-262.0,-247.0,-228.0,-263.0
-2542.0,-1360.5,-1181.5,1.4250614715947045,1.3405201515389813,-408.5,-252.5,-321.5,-378.0,-274.0,-346.5,-286.5,-274.5
-2400.0,-1350.5,-1049.5,1.3790004798107678,1.3247096659408675,-418.0,-314.0,-299.5,-319.0,-309.5,-274.5,-243.0,-222.5
-2256.5,-1221.5,-1035.0,1.4440339772237671,1.326869136426184,-400.0,-207.5,-321.5,-292.5,-296.5,-303.0,-191.5,-244.0
-2105.5,-1158.5,-947.0,1.3836313052309883,1.3206613062156571,-341.0,-200.0,-294.0,-323.5,-241.0,-274.5,-171.5,-260.0
-2285.0,-1200.0,-1085.0,1.4420825646983253,1.281565775639481,-387.5,-214.0,-300.5,-298.0,-342.0,-326.5,-212.0,-204.5
-2343.0,-1190.0,-1153.0,1.4205567646357748,1.3103504502111012,-469.0,-232.5,-273.0,-215.5,-390.5,-268.0,-219.5,-275.0
-2233.0,-1129.5,-1103.5,1.3963501610689693,1.287390009065469,-383.0,-194.5,-242.0,-310.0,-345.5,-240.0,-226.5,-291.5
-2493.5,-1303.5,-1190.0,1.4366149079468515,1.282095262904962,-370.5,-229.0,-383.5,-320.5,-354.5,-344.0,-237.5,-254.0
-2343.5,-1160.5,-1183.0,1.387225698845254,1.3140216377046374,-339.0,-220.5,-325.5,-275.5,-352.0,-273.0,-212.5,-345.5
-2360.5,-1240.5,-1120.0,1.3380150924126306,1.3267691127128072,-342.5,-328.0,-269.5,-300.5,-317.5,-307.0,-212.0,-283.5
-2073.0,-1144.5,-928.5,1.3700642791059283,1.3054004106256696,-444.0,-234.0,-235.5,-231.0,-301.5,-261.0,-179.0,-187.0
-2440.5,-1348.5,-1092.0,1.4036170810461044,1.2422299871842066,-403.0,-310.0,-341.0,-294.5,-273.5,-381.5,-187.0,-250.0
-2196.5,-1147.5,-1049.0,1.3907712298962804,1.312210700660944,-291.0,-250.0,-275.5,-331.0,-283.0,-306.5,-192.0,-267.5
-2248.5,-1000.5,-1248.0,1.3222584649920464,1.2992776734961404,-277.0,-212.0,-264.5,-247.0,-398.0,-352.0,-217.5,-280.5
-2520.0,-1219.5,-1300.5,1.4018995192315844,1.312161998119619,-432.5,-208.5,-320.5,-258.0,-371.5,-325.5,-289.5,-314.0
-2337.0,-1189.5,-1147.5,1.3743052358428638,1.3144177065955267,-360.0,-275.0,-279.5,-275.0,-357.5,-347.0,-183.5,-259.5
-2172.5,-1098.0,-1074.5,1.3479915723204612,1.333823282437192,-335.0,-205.5,-286.5,-271.0,-252.0,-263.0,-206.0,-353.5
-2275.0,-1236.0,-1039.0,1.3562506564789347,1.3304136578407553,-341.0,-220.5,-309.0,-365.5,-237.5,-337.0,-188.0,-276.5
-2179.5,-1204.5,-975.0,1.3933608204126358,1.2613822650578288,-399.0,-274.0,-278.0,-253.5,-277.5,-279.5,-173.0,-245.0
-2093.5,-1065.5,-1028.0,1.3695410125785403,1.2071685956584082,-316.5,-205.5,-253.0,-290.5,-268.0,-280.5,-213.5,-266.0
-2090.0,-1136.5,-953.5,1.3303989268011518,1.1879472956061363,-372.0,-249.5,-278.0,-237.0,-250.0,-273.5,-209.0,-221.0
-2065.0,-1100.5,-964.5,1.32234825409121,1.1629935978187456,-351.0,-167.0,-364.5,-218.0,-259.5,-237.0,-234.5,-233.5
-2342.0,-1308.0,-1034.0,1.3490683840380775,1.1869162653883298,-384.0,-284.5,-317.5,-322.0,-349.0,-255.5,-164.5,-265.0
-1921.5,-934.0,-987.5,1.3423148117131658,1.17540412777,-301.0,-180.5,-223.0,-229.5,-270.5,-261.0,-184.5,-271.5
-2279.5,-1205.5,-1074.0,1.3118506426612535,1.1727286262644663,-411.5,-157.0,-334.0,-303.0,-210.0,-190.5,-223.0,-450.5
-2421.5,-1278.0,-1143.5,1.2912267881962989,1.1572324657605755,-388.5,-232.0,-327.0,-330.5,-300.0,-276.0,-236.0,-331.5
-2103.0,-1071.0,-1032.0,1.3391204855508274,1.160768368674649,-338.0,-197.0,-241.5,-294.5,-316.0,-305.5,-163.0,-247.5
-2086.5,-1047.0,-1039.5,1.3522005827890502,1.1213566465510263,-343.5,-226.0,-252.0,-225.5,-293.5,-306.5,-214.0,-225.5
-2343.5,-1298.5,-1045.0,1.2847175566686524,1.1013832522763147,-383.5,-205.5,-403.0,-306.5,-327.0,-268.5,-201.5,-248.0
-1919.5,-944.5,-975.0,1.2463062735067474,1.1026468156940408,-333.5,-158.0,-234.0,-219.0,-275.0,-271.0,-162.0,-267.0
-2189.0,-1078.5,-1110.5,1.25394735948907,1.1487254548403951,-354.5,-203.5,-233.5,-287.0,-305.5,-319.0,-196.0,-290.0
-2283.0,-1151.0,-1132.0,1.2517268717288972,1.1466879112025101,-312.5,-195.5,-296.0,-347.0,-357.0,-301.0,-255.0,-219.0
-2259.0,-1115.5,-1143.5,1.2045594577160146,1.1216747617555989,-362.0,-198.0,-226.0,-329.5,-354.5,-281.0,-207.0,-301.0
-2276.0,-1225.0,-1051.0,1.2696969808803664,1.1433291878137324,-397.5,-299.5,-279.5,-248.5,-349.0,-241.0,-215.5,-245.5
-2332.5,-1119.5,-1213.0,1.2592901714973979,1.1692591704428197,-289.0,-221.5,-303.5,-305.5,-324.5,-307.0,-296.5,-285.0
-2111.0,-1052.5,-1058.5,1.2275309357378217,1.1585251725382275,-356.5,-219.5,-252.5,-224.0,-293.0,-293.5,-205.5,-266.5
-2322.5,-1223.5,-1099.0,1.2153166674905354,1.17625323086977,-330.5,-196.5,-334.0,-362.5,-309.0,-304.5,-188.5,-297.0
-2334.0,-1318.0,-1016.0,1.207176917625798,1.1103629379636712,-429.5,-180.0,-366.5,-342.0,-265.5,-272.0,-204.0,-274.5
-2156.5,-1116.5,-1040.0,1.2015052745739618,1.1487212788727548,-341.0,-201.0,-266.0,-308.5,-275.5,-260.0,-202.5,-302.0
-1993.5,-991.0,-1002.5,1.1852598775592116,1.0983445463909043,-309.0,-201.5,-209.0,-271.5,-279.5,-302.5,-204.0,-216.5
-2004.0,-1048.5,-955.5,1.2316158118347327,1.1048813654316796,-273.5,-192.5,-263.5,-319.0,-285.5,-250.0,-185.0,-235.0
-2206.5,-1202.5,-1004.0,1.236555832790004,1.1011714436941678,-447.0,-244.5,-264.5,-246.5,-244.0,-298.5,-215.0,-246.5
-2190.5,-1178.5,-1012.0,1.2054639230999682,1.0873050695492161,-409.5,-193.5,-280.0,-295.5,-259.0,-298.0,-191.5,-263.5
-2337.5,-1259.0,-1078.5,1.2746157043510014,1.074117959704664,-372.0,-259.5,-335.5,-292.0,-264.5,-279.0,-247.0,-288.0
-2293.0,-1160.5,-1132.5,1.2192289238174756,1.0321006839474043,-351.5,-200.5,-343.5,-265.0,-304.0,-322.0,-265.0,-241.5
-2339.0,-1302.5,-1036.5,1.2131343902813063,1.0832974998487366,-430.5,-196.5,-288.5,-387.0,-281.5,-297.5,-189.5,-268.0
-2072.5,-1078.0,-994.5,1.2630020631684198,1.0521026035149892,-278.0,-281.0,-261.5,-257.5,-328.0,-216.5,-208.0,-242.0
-2017.5,-982.0,-1035.5,1.203914847638872,1.099035158008337,-269.0,-192.5,-230.5,-290.0,-311.0,-265.0,-191.0,-268.5
-2144.5,-1079.0,-1065.5,1.2437726765871049,1.0498276416626242,-308.5,-190.0,-282.5,-298.0,-321.5,-292.5,-224.0,-227.5
-2047.5,-1015.0,-1032.5,1.2228172227740288,1.0629759437508053,-355.5,-208.0,-221.0,-230.5,-270.0,-314.0,-182.0,-266.5
