Episode,Total_Reward,Zone_A_Reward,Zone_B_Reward,Avg_Waiting_Time,Avg_Queue,Epsilon_Local,Epsilon_Supervisor,Sup_A_NS,Sup_A_EW,Sup_A_BAL,Sup_B_NS,Sup_B_EW,Sup_B_BAL,Queue_TLS_1,Queue_TLS_2,Queue_TLS_3,Queue_TLS_4,Queue_TLS_5,Queue_TLS_6,Queue_TLS_7,Queue_TLS_8
37,-16984.00000000002,-8714.000000000011,-8269.999999999987,0.2642857142857143,0.75,0.8307187014821328,0.8947894553945313,0.31950207468879666,0.2987551867219917,0.3817427385892116,0.3278008298755187,0.35269709543568467,0.31950207468879666,2,0,1,0,2,0,0,1
38,-16612.99999999996,-7991.999999999973,-8620.99999999998,0.1958041958041958,0.375,0.8265651079747222,0.8921050870283477,0.31950207468879666,0.2946058091286307,0.38589211618257263,0.3112033195020747,0.36099585062240663,0.3278008298755187,0,0,2,0,0,0,0,1
39,-17337.000000000047,-8338.500000000011,-8998.50000000001,0.8169014084507042,1.625,0.8224322824348486,0.8894287717672626,0.3112033195020747,0.3651452282157676,0.3236514522821577,0.34854771784232363,0.3651452282157676,0.2863070539419087,2,0,1,2,0,0,5,3
40,-16646.00000000001,-8216.499999999995,-8429.499999999989,0.7123287671232876,1.5,0.8183201210226743,0.8867604854519608,0.36099585062240663,0.34854771784232363,0.29045643153526973,0.36099585062240663,0.31950207468879666,0.31950207468879666,0,1,1,3,1,6,0,0
41,-18190.500000000015,-10424.500000000018,-7765.99999999998,0.2463768115942029,0.625,0.8142285204175609,0.884100203995605,0.3941908713692946,0.3070539419087137,0.2987551867219917,0.35269709543568467,0.36099585062240663,0.2863070539419087,0,0,0,0,3,1,0,1
42,-17278.0,-8473.500000000002,-8804.49999999997,0.7299270072992701,1.625,0.810157377815473,0.8814479033836181,0.3900414937759336,0.33195020746887965,0.27800829875518673,0.33195020746887965,0.36929460580912865,0.2987551867219917,0,3,0,1,6,0,2,1
43,-16822.49999999994,-8574.99999999997,-8247.500000000016,0.5857142857142857,1.125,0.8061065909263957,0.8788035596734672,0.3112033195020747,0.33195020746887965,0.35684647302904565,0.4107883817427386,0.3236514522821577,0.26556016597510373,4,1,1,2,0,0,0,1
44,-15912.499999999989,-8220.499999999987,-7692.000000000013,0.3546099290780142,1.375,0.8020760579717637,0.8761671489944468,0.37344398340248963,0.3278008298755187,0.2987551867219917,0.34439834024896265,0.34439834024896265,0.3112033195020747,0,1,2,1,3,2,1,1
45,-18069.49999999995,-8504.500000000004,-9564.999999999989,0.5460992907801419,0.875,0.798065677681905,0.8735386475474635,0.34439834024896265,0.2987551867219917,0.35684647302904565,0.3236514522821577,0.35684647302904565,0.31950207468879666,0,1,0,0,0,1,0,5
46,-17476.500000000047,-8291.499999999998,-9184.999999999998,0.45652173913043476,0.75,0.7940753492934954,0.8709180316048211,0.34024896265560167,0.29045643153526973,0.36929460580912865,0.42323651452282157,0.2697095435684647,0.3070539419087137,0,2,0,0,0,4,0,0
47,-16747.000000000022,-8268.499999999984,-8478.50000000001,0.17266187050359713,0.375,0.7901049725470279,0.8683052775100066,0.35269709543568467,0.2987551867219917,0.34854771784232363,0.3360995850622407,0.34854771784232363,0.3153526970954357,0,0,1,1,0,0,0,1
48,-15495.499999999969,-7216.499999999995,-8278.99999999998,0.11724137931034483,0.375,0.7861544476842928,0.8657003616774767,0.35269709543568467,0.34854771784232363,0.2987551867219917,0.35684647302904565,0.35684647302904565,0.2863070539419087,0,0,0,0,2,0,1,0
49,-15656.500000000011,-8224.000000000004,-7432.500000000016,0.06896551724137931,0.5,0.7822236754458713,0.8631032605924442,0.3651452282157676,0.2821576763485477,0.35269709543568467,0.37344398340248963,0.3236514522821577,0.3029045643153527,0,0,2,0,2,0,0,0
50,-16092.50000000002,-7408.499999999978,-8684.000000000007,0.3115942028985507,0.875,0.778312557068642,0.860513950810667,0.35684647302904565,0.3236514522821577,0.31950207468879666,0.36929460580912865,0.31950207468879666,0.3112033195020747,0,2,4,1,0,0,0,0
51,-16137.500000000033,-7714.999999999996,-8422.5,0.3333333333333333,1.0,0.7744209942832988,0.857932408958235,0.3112033195020747,0.34439834024896265,0.34439834024896265,0.4024896265560166,0.3153526970954357,0.2821576763485477,0,1,3,0,1,0,1,2
52,-14441.499999999947,-7617.499999999992,-6824.00000000002,0.2867647058823529,0.75,0.7705488893118823,0.8553586117313603,0.3651452282157676,0.27800829875518673,0.35684647302904565,0.3236514522821577,0.35684647302904565,0.31950207468879666,2,0,0,0,0,2,1,1
53,-13744.999999999995,-6381.9999999999945,-7363.0,0.07857142857142857,0.375,0.7666961448653229,0.8527925358961662,0.36099585062240663,0.35269709543568467,0.2863070539419087,0.2946058091286307,0.3360995850622407,0.36929460580912865,0,1,0,0,1,0,1,0
54,-14746.499999999973,-7379.5000000000055,-7367.000000000012,0.08333333333333333,0.375,0.7628626641409962,0.8502341582884777,0.35684647302904565,0.3278008298755187,0.3153526970954357,0.34854771784232363,0.34854771784232363,0.3029045643153527,0,1,0,2,0,0,0,0
55,-15898.000000000007,-8573.499999999998,-7324.499999999993,0.4295774647887324,1.25,0.7590483508202912,0.8476834558136123,0.33195020746887965,0.3900414937759336,0.27800829875518673,0.3360995850622407,0.3153526970954357,0.34854771784232363,0,0,0,5,3,2,0,0
56,-15006.5,-7721.999999999985,-7284.500000000014,0.5251798561151079,0.875,0.7552531090661897,0.8451404054461714,0.3278008298755187,0.3029045643153527,0.36929460580912865,0.33195020746887965,0.34439834024896265,0.3236514522821577,0,0,1,0,0,1,1,4
57,-14850.500000000024,-7106.500000000002,-7743.999999999983,0.4785714285714286,1.375,0.7514768435208588,0.8426049842298329,0.36929460580912865,0.2987551867219917,0.33195020746887965,0.3112033195020747,0.34024896265560167,0.34854771784232363,4,1,2,2,0,2,0,0
58,-14360.999999999984,-6919.9999999999945,-7440.999999999999,0.08695652173913043,0.375,0.7477194593032545,0.8400771692771434,0.3153526970954357,0.2697095435684647,0.4149377593360996,0.36099585062240663,0.3112033195020747,0.3278008298755187,0,0,0,0,2,0,0,1
59,-13889.500000000004,-6610.000000000002,-7279.500000000003,0.17647058823529413,0.875,0.7439808620067382,0.837556937769312,0.3278008298755187,0.3112033195020747,0.36099585062240663,0.36929460580912865,0.26556016597510373,0.3651452282157676,0,1,0,2,2,1,0,1
60,-13282.50000000006,-6494.499999999998,-6787.99999999998,0.24113475177304963,0.875,0.7402609576967045,0.835044266956004,0.3900414937759336,0.2821576763485477,0.3278008298755187,0.3817427385892116,0.26556016597510373,0.35269709543568467,2,1,0,2,1,0,0,1
61,-14951.999999999978,-6970.999999999976,-7981.000000000009,0.3722627737226277,0.875,0.736559652908221,0.8325391341551359,0.2863070539419087,0.34854771784232363,0.3651452282157676,0.37344398340248963,0.33195020746887965,0.2946058091286307,0,0,2,2,2,0,0,1
62,-14263.49999999997,-6636.5000000000055,-7627.00000000002,0.5,1.0,0.7328768546436799,0.8300415167526705,0.33195020746887965,0.3112033195020747,0.35684647302904565,0.3983402489626556,0.3112033195020747,0.29045643153526973,0,1,0,0,2,1,0,4
63,-13725.500000000002,-6886.00000000002,-6839.499999999999,0.644927536231884,1.25,0.7292124703704616,0.8275513922024125,0.3278008298755187,0.34854771784232363,0.3236514522821577,0.34439834024896265,0.2946058091286307,0.36099585062240663,0,0,1,1,2,3,3,0
64,-14489.999999999955,-6641.499999999989,-7848.4999999999945,0.050724637681159424,0.375,0.7255664080186093,0.8250687380258053,0.4190871369294606,0.2987551867219917,0.2821576763485477,0.3360995850622407,0.34024896265560167,0.3236514522821577,0,0,0,0,2,1,0,0
65,-15202.999999999998,-7275.999999999987,-7926.999999999995,0.0,0.0,0.7219385759785162,0.8225935318117279,0.4107883817427386,0.25311203319502074,0.3360995850622407,0.35269709543568467,0.3029045643153527,0.34439834024896265,0,0,0,0,0,0,0,0
66,-14501.0,-6909.999999999985,-7590.999999999991,0.0763888888888889,0.375,0.7183288830986236,0.8201257512162927,0.3817427385892116,0.3070539419087137,0.3112033195020747,0.35269709543568467,0.2821576763485477,0.3651452282157676,0,0,0,1,1,0,0,1
67,-13669.50000000005,-6988.50000000001,-6681.000000000004,0.11888111888111888,0.5,0.7147372386831305,0.8176653739626438,0.36099585062240663,0.3029045643153527,0.3360995850622407,0.3900414937759336,0.3112033195020747,0.2987551867219917,0,0,1,0,0,1,1,1
68,-14555.999999999958,-7322.000000000008,-7234.000000000005,0.2517985611510791,0.625,0.7111635524897149,0.8152123778407558,0.35269709543568467,0.31950207468879666,0.3278008298755187,0.34439834024896265,0.3029045643153527,0.35269709543568467,1,0,0,2,1,0,1,0
69,-13853.999999999982,-7655.4999999999945,-6198.499999999986,0.5,0.75,0.7076077347272662,0.8127667407072335,0.4024896265560166,0.24481327800829875,0.35269709543568467,0.31950207468879666,0.34854771784232363,0.33195020746887965,0,0,0,0,1,2,0,3
70,-13872.999999999976,-7215.49999999999,-6657.500000000009,0.1619718309859155,0.875,0.7040696960536299,0.8103284404851119,0.34854771784232363,0.29045643153526973,0.36099585062240663,0.3278008298755187,0.34439834024896265,0.3278008298755187,0,0,3,0,1,3,0,0
71,-12729.999999999956,-6589.999999999994,-6140.000000000011,0.04285714285714286,0.25,0.7005493475733617,0.8078974551636565,0.3360995850622407,0.2946058091286307,0.36929460580912865,0.35269709543568467,0.3360995850622407,0.3112033195020747,0,0,0,1,1,0,0,0
72,-14126.999999999998,-7386.499999999992,-6740.499999999983,0.44525547445255476,0.875,0.697046600835495,0.8054737627981655,0.34024896265560167,0.26556016597510373,0.3941908713692946,0.4190871369294606,0.24896265560165975,0.33195020746887965,0,0,2,1,1,0,0,3
73,-13442.000000000022,-6826.000000000007,-6615.999999999992,0.021739130434782608,0.125,0.6935613678313175,0.803057341509771,0.4024896265560166,0.29045643153526973,0.3070539419087137,0.31950207468879666,0.3278008298755187,0.35269709543568467,0,0,0,1,0,0,0,0
74,-12575.499999999964,-6539.999999999999,-6035.499999999994,0.1044776119402985,0.5,0.6900935609921609,0.8006481694852418,0.37344398340248963,0.24066390041493776,0.38589211618257263,0.2946058091286307,0.33195020746887965,0.37344398340248963,1,1,0,1,0,0,0,1
75,-12456.50000000002,-6371.49999999999,-6085.000000000003,0.323943661971831,1.125,0.6866430931872001,0.798246224976786,0.34024896265560167,0.3070539419087137,0.35269709543568467,0.34024896265560167,0.34854771784232363,0.3112033195020747,2,1,2,0,1,1,2,0
76,-12821.49999999994,-6801.499999999965,-6020.000000000011,0.043478260869565216,0.375,0.6832098777212641,0.7958514863018556,0.3775933609958506,0.2572614107883817,0.3651452282157676,0.3236514522821577,0.3651452282157676,0.3112033195020747,0,0,0,0,3,0,0,0
77,-13009.499999999995,-6757.499999999993,-6252.000000000015,0.4,0.875,0.6797938283326578,0.79346393184295,0.3900414937759336,0.33195020746887965,0.27800829875518673,0.3112033195020747,0.3236514522821577,0.3651452282157676,2,1,0,0,1,2,0,1
78,-13491.49999999999,-6664.999999999992,-6826.499999999986,0.4357142857142857,1.125,0.6763948591909945,0.7910835400474212,0.31950207468879666,0.35684647302904565,0.3236514522821577,0.3651452282157676,0.2863070539419087,0.34854771784232363,0,1,4,2,0,2,0,0
79,-12789.000000000036,-5549.999999999994,-7238.999999999992,0.8714285714285714,1.75,0.6730128848950395,0.7887102894272789,0.3817427385892116,0.27800829875518673,0.34024896265560167,0.3112033195020747,0.29045643153526973,0.3983402489626556,1,0,1,1,9,1,0,1
80,-11851.500000000036,-6106.999999999999,-5744.499999999997,0.15384615384615385,0.625,0.6696478204705644,0.7863441585589971,0.4066390041493776,0.26141078838174275,0.33195020746887965,0.3360995850622407,0.34854771784232363,0.3153526970954357,0,2,0,0,2,1,0,0
81,-11920.499999999975,-5467.499999999985,-6453.000000000003,0.07746478873239436,0.5,0.6662995813682115,0.78398512608332,0.3278008298755187,0.2697095435684647,0.4024896265560166,0.34854771784232363,0.38589211618257263,0.26556016597510373,1,0,1,1,0,0,0,1
82,-12675.499999999978,-6079.500000000003,-6595.999999999999,0.1956521739130435,0.75,0.6629680834613705,0.7816331707050701,0.3360995850622407,0.3236514522821577,0.34024896265560167,0.35269709543568467,0.2821576763485477,0.3651452282157676,0,1,1,2,0,2,0,0
83,-14413.499999999967,-6338.499999999998,-8075.00000000001,0.09722222222222222,0.375,0.6596532430440636,0.7792882711929549,0.3360995850622407,0.3817427385892116,0.2821576763485477,0.3112033195020747,0.3029045643153527,0.38589211618257263,0,0,0,2,1,0,0,0
84,-12996.99999999998,-6416.499999999992,-6580.499999999998,0.12318840579710146,0.625,0.6563549768288433,0.776950406379376,0.34439834024896265,0.24481327800829875,0.4107883817427386,0.2821576763485477,0.36929460580912865,0.34854771784232363,0,2,1,0,0,1,1,0
85,-13007.499999999945,-7365.000000000003,-5642.5,0.08088235294117647,0.625,0.653073201944699,0.7746195551602378,0.4066390041493776,0.2987551867219917,0.2946058091286307,0.3153526970954357,0.3153526970954357,0.36929460580912865,0,1,0,1,0,2,0,1
86,-12797.499999999989,-6338.500000000018,-6459.000000000018,0.23943661971830985,0.5,0.6498078359349755,0.7722956964947572,0.4066390041493776,0.2987551867219917,0.2946058091286307,0.3775933609958506,0.3070539419087137,0.3153526970954357,0,0,0,0,0,0,0,4
87,-12533.49999999997,-5755.999999999993,-6777.4999999999845,0.021897810218978103,0.25,0.6465587967553006,0.7699788094052729,0.21991701244813278,0.3817427385892116,0.3983402489626556,0.3153526970954357,0.2946058091286307,0.3900414937759336,0,0,1,0,1,0,0,0
88,-11970.000000000044,-6125.0,-5844.999999999994,0.2676056338028169,0.625,0.6433260027715241,0.767668872977057,0.35684647302904565,0.2946058091286307,0.34854771784232363,0.4190871369294606,0.31950207468879666,0.26141078838174275,1,0,0,3,1,0,0,0
89,-11950.499999999982,-5603.500000000023,-6347.0000000000055,0.17985611510791366,0.875,0.6401093727576664,0.7653658663581259,0.35269709543568467,0.34439834024896265,0.3029045643153527,0.3112033195020747,0.33195020746887965,0.35684647302904565,0,0,1,3,1,0,0,2
90,-12397.499999999989,-5640.49999999999,-6756.99999999999,0.07971014492753623,0.25,0.6369088258938781,0.7630697687590515,0.3153526970954357,0.4024896265560166,0.2821576763485477,0.3941908713692946,0.2987551867219917,0.3070539419087137,0,0,0,0,2,0,0,0
91,-11613.499999999964,-5347.0000000000055,-6266.499999999991,0.8201438848920863,1.5,0.6337242817644086,0.7607805594527743,0.3236514522821577,0.3775933609958506,0.2987551867219917,0.3941908713692946,0.3236514522821577,0.2821576763485477,0,2,5,1,3,1,0,0
92,-11756.999999999964,-6212.499999999993,-5544.500000000008,0.15,0.625,0.6305556603555866,0.7584982177744161,0.3236514522821577,0.3360995850622407,0.34024896265560167,0.4066390041493776,0.21161825726141079,0.3817427385892116,0,0,1,0,2,1,0,1
93,-11323.50000000001,-5561.0,-5762.49999999998,0.07194244604316546,0.375,0.6274028820538087,0.7562227231210928,0.2863070539419087,0.3112033195020747,0.4024896265560166,0.3651452282157676,0.3360995850622407,0.2987551867219917,0,0,2,0,1,0,0,0
94,-11839.499999999964,-5642.000000000021,-6197.4999999999945,0.21014492753623187,0.625,0.6242658676435396,0.7539540549517295,0.37344398340248963,0.3236514522821577,0.3029045643153527,0.34024896265560167,0.33195020746887965,0.3278008298755187,2,0,0,2,0,0,1,0
95,-11025.499999999956,-4900.5000000000055,-6125.0,0.04411764705882353,0.375,0.6211445383053219,0.7516921927868743,0.24896265560165975,0.4315352697095436,0.31950207468879666,0.36929460580912865,0.2821576763485477,0.34854771784232363,0,1,2,0,0,0,0,0
96,-12021.00000000003,-5566.000000000004,-6455.0,0.4676258992805755,1.75,0.6180388156137953,0.7494371162085136,0.3029045643153527,0.35269709543568467,0.34439834024896265,0.3029045643153527,0.34024896265560167,0.35684647302904565,0,1,1,1,8,2,0,1
97,-11801.000000000013,-5481.499999999994,-6319.500000000012,0.21739130434782608,0.75,0.6149486215357263,0.747188804859888,0.3236514522821577,0.3029045643153527,0.37344398340248963,0.36929460580912865,0.2863070539419087,0.34439834024896265,0,0,0,0,2,3,1,0
98,-10565.499999999998,-5160.999999999998,-5404.500000000006,0.3037037037037037,1.0,0.6118738784280476,0.7449472384453084,0.3236514522821577,0.36099585062240663,0.3153526970954357,0.3278008298755187,0.4190871369294606,0.25311203319502074,0,1,1,1,2,0,1,2
99,-11144.999999999984,-5563.49999999999,-5581.499999999992,0.034722222222222224,0.25,0.6088145090359074,0.7427123967299725,0.2987551867219917,0.31950207468879666,0.3817427385892116,0.34439834024896265,0.3941908713692946,0.26141078838174275,0,1,0,0,0,0,0,1
100,-11068.499999999969,-5273.999999999998,-5794.49999999999,0.02158273381294964,0.125,0.6057704364907278,0.7404842595397826,0.3817427385892116,0.2946058091286307,0.3236514522821577,0.3360995850622407,0.3236514522821577,0.34024896265560167,0,0,0,0,0,0,0,1
101,-10868.999999999984,-5383.500000000002,-5485.4999999999845,0.18840579710144928,0.75,0.6027415843082742,0.7382628067611632,0.36929460580912865,0.35269709543568467,0.27800829875518673,0.31950207468879666,0.3070539419087137,0.37344398340248963,2,0,0,2,2,0,0,0
102,-10617.999999999987,-4878.999999999995,-5739.0000000000055,0.2642857142857143,0.75,0.5997278763867329,0.7360480183408797,0.3941908713692946,0.29045643153526973,0.3153526970954357,0.29045643153526973,0.31950207468879666,0.3900414937759336,0,0,0,2,2,2,0,0
103,-11409.999999999984,-5788.499999999992,-5621.499999999985,0.13138686131386862,0.375,0.5967292370047992,0.7338398742858571,0.3775933609958506,0.3070539419087137,0.3153526970954357,0.27385892116182575,0.36099585062240663,0.3651452282157676,0,0,0,0,2,0,0,1
104,-10816.499999999993,-4993.499999999985,-5822.9999999999945,0.1678832116788321,0.25,0.5937455908197752,0.7316383546629995,0.38589211618257263,0.3360995850622407,0.27800829875518673,0.3360995850622407,0.3029045643153527,0.36099585062240663,0,0,0,0,1,0,1,0
105,-10917.999999999975,-4756.000000000012,-6161.999999999982,0.14285714285714285,0.75,0.5907768628656763,0.7294434395990105,0.4107883817427386,0.34024896265560167,0.24896265560165975,0.3983402489626556,0.27800829875518673,0.3236514522821577,1,1,1,1,2,0,0,0
