Episode,Total_Reward,Zone_A_Reward,Zone_B_Reward,Avg_Waiting_Time,Avg_Queue,Epsilon_Local,Epsilon_Supervisor,Sup_A_NS,Sup_A_EW,Sup_A_BAL,Sup_B_NS,Sup_B_EW,Sup_B_BAL,Queue_TLS_1,Queue_TLS_2,Queue_TLS_3,Queue_TLS_4,Queue_TLS_5,Queue_TLS_6,Queue_TLS_7,Queue_TLS_8
178,-7023.5000000000255,-3260.5000000000027,-3763.000000000008,0.014492753623188406,0.25,0.40974000909221303,0.5857849093861247,0.2821576763485477,0.4730290456431535,0.24481327800829875,0.3112033195020747,0.34024896265560167,0.34854771784232363,0,0,1,0,1,0,0,0
179,-7521.999999999984,-3954.000000000005,-3567.9999999999973,0.07971014492753623,0.25,0.40769130904675194,0.5840275546579663,0.26556016597510373,0.2863070539419087,0.44813278008298757,0.2863070539419087,0.34439834024896265,0.36929460580912865,1,0,0,0,1,0,0,0
180,-7391.499999999988,-3868.0000000000077,-3523.500000000005,0.16058394160583941,0.5,0.40565285250151817,0.5822754719939924,0.2697095435684647,0.4149377593360996,0.3153526970954357,0.2946058091286307,0.35269709543568467,0.35269709543568467,0,0,3,1,0,0,0,0
181,-7020.999999999987,-3197.000000000003,-3824.000000000002,0.25,1.125,0.4036245882390106,0.5805286455780104,0.2987551867219917,0.4149377593360996,0.2863070539419087,0.26556016597510373,0.44813278008298757,0.2863070539419087,2,1,1,1,1,2,0,1
182,-7467.500000000026,-3534.0000000000027,-3933.4999999999936,0.06382978723404255,0.375,0.4016064652978155,0.5787870596412764,0.3817427385892116,0.36099585062240663,0.2572614107883817,0.23651452282157676,0.3817427385892116,0.3817427385892116,0,1,0,2,0,0,0,0
183,-7659.499999999994,-4126.499999999998,-3533.0000000000005,0.29850746268656714,0.875,0.3995984329713264,0.5770506984623526,0.4066390041493776,0.29045643153526973,0.3029045643153527,0.24896265560165975,0.4107883817427386,0.34024896265560167,0,0,0,1,3,1,0,2
184,-7409.4999999999945,-3692.5000000000045,-3716.9999999999986,0.17857142857142858,0.625,0.3976004408064698,0.5753195463669655,0.4149377593360996,0.35684647302904565,0.22821576763485477,0.24896265560165975,0.42323651452282157,0.3278008298755187,0,1,1,3,0,0,0,0
185,-7471.499999999992,-3448.499999999994,-4022.9999999999973,0.2318840579710145,0.625,0.39561243860243744,0.5735935877278646,0.31950207468879666,0.4149377593360996,0.26556016597510373,0.3029045643153527,0.3278008298755187,0.36929460580912865,0,0,4,1,0,0,0,0
186,-7499.500000000006,-3629.499999999992,-3870.000000000008,0.16058394160583941,0.625,0.3936343764094253,0.571872806964681,0.35684647302904565,0.31950207468879666,0.3236514522821577,0.3278008298755187,0.4190871369294606,0.25311203319502074,2,0,0,1,2,0,0,0
187,-7514.500000000005,-3443.0000000000045,-4071.500000000001,0.09701492537313433,0.375,0.39166620452737816,0.5701571885437869,0.36929460580912865,0.31950207468879666,0.3112033195020747,0.2697095435684647,0.3651452282157676,0.3651452282157676,0,1,0,0,0,0,0,2
188,-7203.999999999983,-3461.0000000000005,-3742.9999999999955,0.05925925925925926,0.5,0.3897078735047413,0.5684467169781556,0.2572614107883817,0.4066390041493776,0.3360995850622407,0.2572614107883817,0.38589211618257263,0.35684647302904565,0,1,0,2,0,0,1,0
189,-7659.999999999981,-3807.000000000006,-3852.9999999999877,0.17985611510791366,0.75,0.3877593341372176,0.5667413768272211,0.23651452282157676,0.4149377593360996,0.34854771784232363,0.3651452282157676,0.4066390041493776,0.22821576763485477,1,1,1,1,2,0,0,0
190,-7269.999999999964,-3612.999999999993,-3657.0,0.44525547445255476,0.75,0.3858205374665315,0.5650411526967395,0.2946058091286307,0.3278008298755187,0.3775933609958506,0.2987551867219917,0.43983402489626555,0.26141078838174275,3,0,0,3,0,0,0,0
191,-8098.000000000016,-4028.5000000000014,-4069.500000000001,0.6884057971014492,1.5,0.38389143477919885,0.5633460292386493,0.27800829875518673,0.3900414937759336,0.33195020746887965,0.2987551867219917,0.3278008298755187,0.37344398340248963,2,1,0,1,8,0,0,0
192,-7042.4999999999745,-3702.500000000005,-3339.999999999995,0.021739130434782608,0.125,0.3819719776053028,0.5616559911509333,0.27385892116182575,0.3029045643153527,0.42323651452282157,0.2697095435684647,0.3900414937759336,0.34024896265560167,0,1,0,0,0,0,0,0
193,-7601.999999999978,-4320.999999999994,-3280.999999999998,0.0661764705882353,0.25,0.3800621177172763,0.5599710231774805,0.2821576763485477,0.3029045643153527,0.4149377593360996,0.27385892116182575,0.4605809128630705,0.26556016597510373,0,0,1,0,0,0,0,1
194,-7048.499999999979,-3550.500000000007,-3497.9999999999986,0.1510791366906475,0.5,0.37816180712868996,0.5582911101079481,0.24896265560165975,0.2987551867219917,0.45228215767634855,0.3360995850622407,0.3112033195020747,0.35269709543568467,0,0,1,0,2,0,0,1
195,-7045.499999999978,-3520.499999999995,-3525.0000000000027,0.014814814814814815,0.125,0.37627099809304654,0.5566162367776242,0.35269709543568467,0.24896265560165975,0.3983402489626556,0.3029045643153527,0.3651452282157676,0.33195020746887965,0,0,0,1,0,0,0,0
196,-7537.4999999999845,-3717.9999999999977,-3819.499999999996,0.5797101449275363,1.0,0.3743896431025813,0.5549463880672914,0.2821576763485477,0.33195020746887965,0.38589211618257263,0.27385892116182575,0.3236514522821577,0.4024896265560166,5,0,0,0,2,0,0,1
197,-7079.000000000004,-3165.9999999999986,-3912.9999999999927,0.15942028985507245,0.375,0.37251769488706843,0.5532815489030894,0.24066390041493776,0.3651452282157676,0.3941908713692946,0.31950207468879666,0.3153526970954357,0.3651452282157676,0,0,0,0,0,1,0,2
198,-7754.000000000006,-4068.499999999999,-3685.499999999989,0.0,0.0,0.3706551064126331,0.5516217042563801,0.17427385892116182,0.42738589211618255,0.3983402489626556,0.2074688796680498,0.42738589211618255,0.3651452282157676,0,0,0,0,0,0,0,0
199,-6901.500000000014,-3494.500000000006,-3406.999999999992,0.10144927536231885,0.375,0.36880183088056995,0.549966839143611,0.2697095435684647,0.29045643153526973,0.43983402489626555,0.3900414937759336,0.3112033195020747,0.2987551867219917,0,1,0,0,2,0,0,0
200,-7897.999999999985,-3749.999999999997,-4147.9999999999945,0.051470588235294115,0.25,0.3669578217261671,0.5483169386261801,0.3236514522821577,0.35269709543568467,0.3236514522821577,0.2572614107883817,0.3236514522821577,0.4190871369294606,0,1,0,0,1,0,0,0
201,-6943.999999999991,-3705.9999999999986,-3237.9999999999995,0.07971014492753623,0.625,0.36512303261753626,0.5466719878103016,0.23651452282157676,0.33195020746887965,0.4315352697095436,0.36099585062240663,0.3651452282157676,0.27385892116182575,0,0,0,2,0,2,1,0
202,-6770.499999999963,-3514.0,-3256.4999999999955,0.17647058823529413,0.875,0.3632974174544486,0.5450319718468707,0.2987551867219917,0.3029045643153527,0.3983402489626556,0.3651452282157676,0.2697095435684647,0.3651452282157676,0,0,0,1,5,0,0,1
203,-6899.4999999999945,-3351.0000000000036,-3548.499999999999,0.02877697841726619,0.375,0.3614809303671764,0.5433968759313301,0.3153526970954357,0.42738589211618255,0.2572614107883817,0.35269709543568467,0.3236514522821577,0.3236514522821577,0,0,0,1,2,0,0,0
204,-7694.499999999959,-3872.500000000007,-3822.000000000005,0.0364963503649635,0.125,0.3596735257153405,0.5417666853035361,0.27800829875518673,0.2987551867219917,0.42323651452282157,0.3070539419087137,0.22821576763485477,0.46473029045643155,0,0,0,1,0,0,0,0
205,-7021.999999999977,-3459.000000000005,-3562.999999999997,0.10948905109489052,0.375,0.3578751580867638,0.5401413852476254,0.3278008298755187,0.22821576763485477,0.44398340248962653,0.3817427385892116,0.3153526970954357,0.3029045643153527,1,1,0,0,1,0,0,0
206,-7053.500000000006,-3379.0000000000146,-3674.5000000000045,0.04316546762589928,0.375,0.35608578229633,0.5385209610918825,0.2697095435684647,0.2821576763485477,0.44813278008298757,0.35269709543568467,0.25311203319502074,0.3941908713692946,0,1,1,0,1,0,0,0
207,-7078.499999999997,-3677.0000000000014,-3401.499999999985,0.021897810218978103,0.125,0.3543053533848483,0.5369053982086068,0.2946058091286307,0.3360995850622407,0.36929460580912865,0.22821576763485477,0.3236514522821577,0.44813278008298757,0,0,0,1,0,0,0,0
208,-7174.999999999999,-3540.0,-3634.999999999999,0.36496350364963503,0.625,0.35253382661792404,0.535294682013981,0.3775933609958506,0.2987551867219917,0.3236514522821577,0.2863070539419087,0.31950207468879666,0.3941908713692946,0,0,0,1,2,2,0,0
209,-7491.4999999999945,-3460.5000000000005,-4030.999999999995,0.14893617021276595,0.5,0.3507711574848344,0.5336887979679391,0.35269709543568467,0.26141078838174275,0.38589211618257263,0.35684647302904565,0.24066390041493776,0.4024896265560166,0,0,2,0,0,0,1,1
210,-6662.0,-3547.5000000000036,-3114.5000000000073,0.15328467153284672,0.875,0.34901730169741024,0.5320877315740353,0.3278008298755187,0.27800829875518673,0.3941908713692946,0.2987551867219917,0.34854771784232363,0.35269709543568467,1,1,0,0,2,1,0,2
211,-7328.499999999987,-3479.500000000001,-3849.0000000000005,0.1347517730496454,0.625,0.3472722151889232,0.5304914683793133,0.25311203319502074,0.4066390041493776,0.34024896265560167,0.2157676348547718,0.34024896265560167,0.44398340248962653,0,0,1,3,1,0,0,0
212,-7463.999999999987,-3739.999999999999,-3724.0000000000095,0.10638297872340426,0.375,0.3455358541129786,0.5288999939741753,0.35684647302904565,0.3153526970954357,0.3278008298755187,0.31950207468879666,0.2863070539419087,0.3941908713692946,0,1,0,0,2,0,0,0
213,-6736.500000000008,-3211.499999999991,-3525.0000000000023,0.08823529411764706,0.375,0.3438081748424137,0.5273132939922528,0.36099585062240663,0.2946058091286307,0.34439834024896265,0.3360995850622407,0.21161825726141079,0.45228215767634855,0,1,0,0,1,1,0,0
214,-7471.99999999998,-3546.000000000001,-3925.999999999998,0.12949640287769784,0.625,0.3420891339682016,0.525731354110276,0.46473029045643155,0.14937759336099585,0.38589211618257263,0.4107883817427386,0.3029045643153527,0.2863070539419087,0,0,0,1,2,0,0,2
215,-6876.49999999999,-3166.9999999999895,-3709.4999999999936,0.0661764705882353,0.25,0.3403786882983606,0.5241541600479452,0.35684647302904565,0.31950207468879666,0.3236514522821577,0.29045643153526973,0.26556016597510373,0.44398340248962653,0,0,0,1,0,0,0,1
216,-7031.999999999961,-3523.4999999999914,-3508.4999999999955,0.021897810218978103,0.125,0.3386767948568688,0.5225816975678014,0.3029045643153527,0.3983402489626556,0.2987551867219917,0.49377593360995853,0.17012448132780084,0.3360995850622407,0,0,0,0,1,0,0,0
217,-7039.499999999985,-3489.4999999999927,-3550.000000000006,0.007194244604316547,0.125,0.33698341088258443,0.521013952475098,0.3983402489626556,0.2157676348547718,0.38589211618257263,0.4024896265560166,0.18672199170124482,0.4107883817427386,0,0,1,0,0,0,0,0
218,-6781.0,-3269.9999999999927,-3511.000000000008,0.4172661870503597,1.0,0.3352984938281715,0.5194509106176727,0.42738589211618255,0.22821576763485477,0.34439834024896265,0.4024896265560166,0.24896265560165975,0.34854771784232363,1,2,0,1,2,2,0,0
219,-6814.999999999971,-3186.4999999999995,-3628.4999999999986,0.08633093525179857,0.5,0.33362200135903064,0.5178925578858197,0.4190871369294606,0.33195020746887965,0.24896265560165975,0.3817427385892116,0.17842323651452283,0.43983402489626555,0,0,2,1,0,0,1,0
220,-6687.0000000000355,-2979.4999999999927,-3707.5000000000086,0.09420289855072464,0.5,0.33195389135223546,0.5163388802121622,0.47717842323651455,0.23236514522821577,0.29045643153526973,0.4107883817427386,0.2946058091286307,0.2946058091286307,1,1,0,0,2,0,0,0
221,-7107.000000000001,-3372.000000000008,-3734.999999999998,0.03571428571428571,0.25,0.3302941218954743,0.5147898635715258,0.36929460580912865,0.34854771784232363,0.2821576763485477,0.2821576763485477,0.3278008298755187,0.3900414937759336,0,0,0,0,1,0,1,0
222,-7027.999999999991,-3781.5000000000027,-3246.5000000000123,0.044444444444444446,0.375,0.32864265128599696,0.5132454939808112,0.35684647302904565,0.3236514522821577,0.31950207468879666,0.3153526970954357,0.33195020746887965,0.35269709543568467,0,0,0,0,3,0,0,0
223,-6372.500000000005,-3336.9999999999964,-3035.499999999997,0.7571428571428571,1.25,0.326999438029567,0.5117057574988688,0.34854771784232363,0.34439834024896265,0.3070539419087137,0.5269709543568465,0.24066390041493776,0.23236514522821577,0,0,1,0,1,6,0,2
224,-6521.499999999982,-3569.9999999999905,-2951.4999999999955,0.014814814814814815,0.25,0.3253644408394192,0.5101706402263723,0.42738589211618255,0.1991701244813278,0.37344398340248963,0.34024896265560167,0.34439834024896265,0.3153526970954357,1,0,0,0,0,0,0,1
225,-7018.500000000012,-3837.999999999991,-3180.5000000000027,0.04411764705882353,0.375,0.3237376186352221,0.5086401283056932,0.45228215767634855,0.22406639004149378,0.3236514522821577,0.34024896265560167,0.3817427385892116,0.27800829875518673,0,0,1,1,0,0,0,1
226,-7410.000000000012,-3763.4999999999927,-3646.5000000000014,0.08759124087591241,0.5,0.322118930542046,0.5071142079207761,0.34024896265560167,0.3070539419087137,0.35269709543568467,0.34439834024896265,0.24481327800829875,0.4107883817427386,0,1,0,0,2,1,0,0
227,-6701.999999999966,-3363.999999999993,-3338.0000000000045,0.050359712230215826,0.375,0.32050833588933575,0.5055928652970137,0.38589211618257263,0.27800829875518673,0.3360995850622407,0.2987551867219917,0.33195020746887965,0.36929460580912865,0,1,0,0,0,1,0,1
228,-7178.999999999977,-3471.000000000011,-3707.999999999996,0.18518518518518517,0.75,0.31890579420988907,0.5040760867011227,0.36099585062240663,0.29045643153526973,0.34854771784232363,0.43568464730290457,0.1908713692946058,0.37344398340248963,1,0,2,0,0,2,1,0
229,-6898.999999999975,-3636.4999999999905,-3262.499999999999,0.0851063829787234,0.25,0.3173112652388396,0.5025638584410194,0.38589211618257263,0.2821576763485477,0.33195020746887965,0.29045643153526973,0.36099585062240663,0.34854771784232363,0,0,1,0,0,0,0,1
230,-7028.999999999973,-3599.9999999999977,-3428.9999999999914,0.10218978102189781,0.375,0.3157247089126454,0.5010561668656963,0.34439834024896265,0.26141078838174275,0.3941908713692946,0.4066390041493776,0.1950207468879668,0.3983402489626556,0,0,0,0,1,0,1,1
231,-7285.500000000005,-3766.0000000000105,-3519.500000000003,0.05673758865248227,0.625,0.3141460853680822,0.49955299836509925,0.2697095435684647,0.24066390041493776,0.4896265560165975,0.4149377593360996,0.21991701244813278,0.3651452282157676,0,0,2,0,3,0,0,0
232,-6969.999999999992,-3465.5000000000086,-3504.499999999994,0.18439716312056736,0.75,0.3125753549412418,0.49805433937000393,0.31950207468879666,0.3153526970954357,0.3651452282157676,0.27800829875518673,0.34439834024896265,0.3775933609958506,0,1,2,0,0,3,0,0
233,-6805.499999999984,-3325.0000000000023,-3480.499999999991,0.1223021582733813,0.25,0.31101247816653554,0.4965601763518939,0.3941908713692946,0.24896265560165975,0.35684647302904565,0.34439834024896265,0.33195020746887965,0.3236514522821577,0,2,0,0,0,0,0,0
234,-6779.0000000000055,-3339.500000000002,-3439.4999999999927,0.04285714285714286,0.25,0.30945741577570285,0.49507049582283824,0.3278008298755187,0.24896265560165975,0.42323651452282157,0.35684647302904565,0.36929460580912865,0.27385892116182575,1,0,1,0,0,0,0,0
235,-6906.000000000037,-3183.999999999991,-3721.999999999995,0.09859154929577464,0.375,0.3079101286968243,0.49358528433536975,0.43568464730290457,0.2863070539419087,0.27800829875518673,0.2572614107883817,0.25311203319502074,0.4896265560165975,0,1,2,0,0,0,0,0
236,-6986.999999999983,-3586.000000000003,-3400.9999999999973,0.1925925925925926,1.125,0.3063705780533402,0.49210452848236363,0.35269709543568467,0.2987551867219917,0.34854771784232363,0.29045643153526973,0.3153526970954357,0.3941908713692946,0,1,2,1,2,2,1,0
237,-6392.500000000002,-3322.0000000000036,-3070.4999999999964,0.18518518518518517,0.625,0.30483872516307353,0.49062821489691655,0.31950207468879666,0.3070539419087137,0.37344398340248963,0.26141078838174275,0.4149377593360996,0.3236514522821577,1,0,1,0,2,0,0,1
238,-6299.999999999993,-3156.000000000012,-3143.999999999994,0.051094890510948905,0.25,0.3033145315372582,0.4891563302522258,0.25311203319502074,0.4066390041493776,0.34024896265560167,0.3029045643153527,0.37344398340248963,0.3236514522821577,0,2,0,0,0,0,0,0
239,-6897.999999999998,-3576.999999999983,-3321.0000000000027,0.11678832116788321,0.375,0.3017979588795719,0.48768886126146915,0.34854771784232363,0.24896265560165975,0.4024896265560166,0.1908713692946058,0.43568464730290457,0.37344398340248963,1,0,0,0,1,0,1,0
240,-6266.5,-3220.5000000000055,-3046.000000000001,0.03597122302158273,0.125,0.30028896908517405,0.48622579467768473,0.2863070539419087,0.26556016597510373,0.44813278008298757,0.24896265560165975,0.42323651452282157,0.3278008298755187,0,0,0,0,0,0,1,0
241,-6224.499999999999,-3006.0000000000045,-3218.500000000003,0.06521739130434782,0.5,0.2987875242397482,0.4847671172936517,0.4024896265560166,0.2074688796680498,0.3900414937759336,0.26556016597510373,0.2863070539419087,0.44813278008298757,0,1,0,0,1,1,0,1
242,-6144.000000000021,-3253.999999999992,-2889.999999999998,0.05970149253731343,0.375,0.29729358661854943,0.4833128159417707,0.34439834024896265,0.26556016597510373,0.3900414937759336,0.45228215767634855,0.33195020746887965,0.2157676348547718,0,0,0,1,0,1,0,1
243,-5964.000000000004,-2837.999999999994,-3126.0000000000014,0.09352517985611511,0.5,0.29580711868545667,0.4818628774939454,0.3278008298755187,0.3900414937759336,0.2821576763485477,0.22406639004149378,0.4149377593360996,0.36099585062240663,0,1,1,0,1,1,0,0
244,-6255.0000000000055,-3332.0000000000077,-2922.9999999999964,0.08148148148148149,0.625,0.2943280830920294,0.48041728886146357,0.34439834024896265,0.3236514522821577,0.33195020746887965,0.2821576763485477,0.3941908713692946,0.3236514522821577,0,0,0,0,5,0,0,0
245,-6051.999999999975,-2929.4999999999927,-3122.5000000000023,0.10869565217391304,0.375,0.29285644267656924,0.4789760369948792,0.37344398340248963,0.3278008298755187,0.2987551867219917,0.21161825726141079,0.3651452282157676,0.42323651452282157,0,0,0,1,1,1,0,0
246,-6080.499999999991,-3138.4999999999986,-2941.9999999999955,0.02158273381294964,0.125,0.2913921604631864,0.47753910888389456,0.4190871369294606,0.23651452282157676,0.34439834024896265,0.3360995850622407,0.34854771784232363,0.3153526970954357,0,0,0,1,0,0,0,0
247,-6337.999999999999,-3309.499999999998,-3028.4999999999977,0.10869565217391304,0.625,0.28993519966087045,0.4761064915572429,0.27800829875518673,0.3775933609958506,0.34439834024896265,0.26141078838174275,0.3817427385892116,0.35684647302904565,0,0,1,1,3,0,0,0
248,-6207.499999999984,-3151.0000000000073,-3056.499999999997,0.029411764705882353,0.25,0.2884855236625661,0.4746781720825711,0.24066390041493776,0.43983402489626555,0.31950207468879666,0.2157676348547718,0.3900414937759336,0.3941908713692946,0,1,1,0,0,0,0,0
249,-6626.999999999995,-3566.0000000000036,-3060.999999999993,0.08029197080291971,0.25,0.28704309604425327,0.4732541375663234,0.4107883817427386,0.29045643153526973,0.2987551867219917,0.34439834024896265,0.4024896265560166,0.25311203319502074,0,0,0,0,2,0,0,0
250,-5803.499999999996,-2782.499999999993,-3021.0,0.11678832116788321,0.75,0.285607880564032,0.4718343751536244,0.4024896265560166,0.35269709543568467,0.24481327800829875,0.2987551867219917,0.36099585062240663,0.34024896265560167,0,0,1,1,2,2,0,0
251,-5830.499999999957,-2875.500000000009,-2955.000000000006,0.11594202898550725,0.875,0.28417984116121187,0.47041887202816357,0.35684647302904565,0.3278008298755187,0.3153526970954357,0.4730290456431535,0.2987551867219917,0.22821576763485477,0,0,1,1,3,0,0,2
252,-5941.000000000002,-3039.5000000000005,-2901.4999999999923,0.0,0.0,0.2827589419554058,0.4690076154120791,0.34024896265560167,0.3775933609958506,0.2821576763485477,0.34439834024896265,0.4107883817427386,0.24481327800829875,0,0,0,0,0,0,0,0
253,-5999.499999999986,-2771.999999999995,-3227.499999999995,0.050359712230215826,0.25,0.28134514724562876,0.46760059256584285,0.37344398340248963,0.26556016597510373,0.36099585062240663,0.31950207468879666,0.3278008298755187,0.35269709543568467,0,1,0,0,1,0,0,0
254,-6383.4999999999845,-3024.999999999997,-3358.499999999996,0.10071942446043165,0.5,0.2799384215094006,0.4661977907881453,0.42738589211618255,0.17427385892116182,0.3983402489626556,0.35684647302904565,0.3941908713692946,0.24896265560165975,0,0,0,0,1,0,1,2
255,-5559.499999999974,-2796.5000000000036,-2763.0000000000064,0.06569343065693431,0.375,0.27853872940185365,0.4647991974157809,0.31950207468879666,0.35684647302904565,0.3236514522821577,0.38589211618257263,0.3817427385892116,0.23236514522821577,0,1,0,0,0,1,0,1
256,-5456.499999999971,-2767.5000000000077,-2688.999999999997,0.15942028985507245,0.75,0.27714603575484437,0.46340479982353355,0.35684647302904565,0.3360995850622407,0.3070539419087137,0.34024896265560167,0.46887966804979253,0.1908713692946058,0,0,1,1,2,2,0,0
257,-5746.000000000011,-2718.999999999996,-3027.000000000007,0.029411764705882353,0.25,0.2757603055760701,0.46201458542406293,0.1950207468879668,0.42323651452282157,0.3817427385892116,0.48132780082987553,0.35269709543568467,0.16597510373443983,0,0,0,1,0,0,0,1
258,-5663.999999999995,-2663.5000000000073,-3000.500000000001,0.10948905109489052,0.625,0.2743815040481898,0.4606285416677907,0.35684647302904565,0.46887966804979253,0.17427385892116182,0.34024896265560167,0.3775933609958506,0.2821576763485477,0,1,1,1,2,0,0,0
259,-6234.999999999994,-2917.4999999999945,-3317.49999999999,0.05755395683453238,0.5,0.2730095965279488,0.45924665604278736,0.34854771784232363,0.3651452282157676,0.2863070539419087,0.4066390041493776,0.35684647302904565,0.23651452282157676,0,0,0,2,0,1,0,1
260,-6263.999999999977,-3172.5000000000105,-3091.4999999999936,0.029411764705882353,0.0,0.27164454854530906,0.457868916074659,0.4107883817427386,0.36929460580912865,0.21991701244813278,0.4066390041493776,0.3236514522821577,0.2697095435684647,0,0,0,0,0,0,0,0
261,-5927.9999999999945,-3151.0000000000005,-2776.9999999999973,0.3382352941176471,1.0,0.2702863258025825,0.45649530932643506,0.2946058091286307,0.43983402489626555,0.26556016597510373,0.3900414937759336,0.47717842323651455,0.13278008298755187,1,0,1,0,5,0,1,0
262,-5512.499999999975,-2730.499999999994,-2782.0000000000023,0.051470588235294115,0.375,0.2689348941735696,0.45512582339845575,0.2863070539419087,0.2821576763485477,0.4315352697095436,0.36099585062240663,0.42738589211618255,0.21161825726141079,0,1,0,1,1,0,0,0
263,-5487.000000000008,-2681.500000000001,-2805.4999999999986,0.1865671641791045,0.625,0.26759021970270175,0.45376044592826037,0.3153526970954357,0.35269709543568467,0.33195020746887965,0.3817427385892116,0.35269709543568467,0.26556016597510373,0,0,0,0,2,3,0,0
264,-5824.9999999999845,-2751.9999999999986,-3072.9999999999964,0.007246376811594203,0.125,0.2662522686041882,0.4523991645904756,0.43568464730290457,0.36929460580912865,0.1950207468879668,0.43568464730290457,0.2987551867219917,0.26556016597510373,0,0,1,0,0,0,0,0
265,-5565.999999999979,-2700.000000000006,-2865.999999999999,0.06474820143884892,0.5,0.2649210072611673,0.45104196709670413,0.35684647302904565,0.3278008298755187,0.3153526970954357,0.35269709543568467,0.33195020746887965,0.3153526970954357,0,1,1,0,2,0,0,0
266,-5665.500000000014,-2884.0000000000045,-2781.500000000001,0.08148148148148149,0.5,0.26359640222486147,0.449688841195414,0.3153526970954357,0.3360995850622407,0.34854771784232363,0.3029045643153527,0.43983402489626555,0.2572614107883817,0,0,0,3,0,1,0,0
267,-5746.999999999993,-2886.499999999991,-2860.4999999999995,0.05925925925925926,0.5,0.26227842021373715,0.4483397746718278,0.23651452282157676,0.4149377593360996,0.34854771784232363,0.34854771784232363,0.36929460580912865,0.2821576763485477,0,0,0,0,1,2,0,1
268,-5805.0,-3042.000000000009,-2763.000000000001,0.014705882352941176,0.125,0.2609670281126685,0.4469947553478123,0.21991701244813278,0.35684647302904565,0.42323651452282157,0.44398340248962653,0.37344398340248963,0.1825726141078838,0,0,1,0,0,0,0,0
269,-5579.499999999991,-2976.0000000000095,-2603.4999999999964,0.06474820143884892,0.375,0.25966219297210513,0.44565377108176885,0.3651452282157676,0.26556016597510373,0.36929460580912865,0.29045643153526973,0.4107883817427386,0.2987551867219917,0,0,1,1,0,0,0,1
270,-6136.499999999991,-3065.9999999999905,-3070.500000000001,0.050359712230215826,0.375,0.2583638820072446,0.44431680976852356,0.31950207468879666,0.31950207468879666,0.36099585062240663,0.33195020746887965,0.38589211618257263,0.2821576763485477,0,1,0,0,2,0,0,0
271,-6187.999999999966,-3037.500000000006,-3150.4999999999986,0.0,0.0,0.2570720625972084,0.44298385933921797,0.5062240663900415,0.26141078838174275,0.23236514522821577,0.24481327800829875,0.3941908713692946,0.36099585062240663,0,0,0,0,0,0,0,0
272,-6288.49999999999,-3261.499999999999,-3026.9999999999973,0.11678832116788321,0.625,0.25578670228422234,0.4416549077612003,0.4024896265560166,0.2946058091286307,0.3029045643153527,0.29045643153526973,0.42323651452282157,0.2863070539419087,0,1,2,1,0,0,0,1
273,-6098.999999999981,-2868.9999999999945,-3229.999999999999,0.029411764705882353,0.25,0.25450776877280124,0.4403299430379167,0.31950207468879666,0.42323651452282157,0.2572614107883817,0.33195020746887965,0.37344398340248963,0.2946058091286307,0,1,1,0,0,0,0,0
274,-6100.499999999959,-2993.5000000000064,-3106.9999999999964,0.03676470588235294,0.25,0.2532352299289372,0.43900895320880295,0.3817427385892116,0.2946058091286307,0.3236514522821577,0.45228215767634855,0.35269709543568467,0.1950207468879668,0,0,0,0,2,0,0,0
275,-5903.49999999997,-2948.500000000008,-2955.0000000000036,0.2765957446808511,0.75,0.2519690537792925,0.43769192634917653,0.4066390041493776,0.26141078838174275,0.33195020746887965,0.4024896265560166,0.31950207468879666,0.27800829875518673,0,1,0,0,4,0,1,0
276,-6072.499999999982,-3101.499999999998,-2971.000000000002,0.11678832116788321,0.75,0.2507092085103961,0.436378850570129,0.3651452282157676,0.27800829875518673,0.35684647302904565,0.35684647302904565,0.33195020746887965,0.3112033195020747,0,1,0,2,2,0,1,0
277,-5584.999999999987,-2473.500000000004,-3111.5000000000055,0.1276595744680851,0.625,0.2494556624678441,0.4350697140184186,0.4149377593360996,0.2572614107883817,0.3278008298755187,0.3236514522821577,0.27385892116182575,0.4024896265560166,0,0,1,3,0,0,1,0
278,-5865.999999999979,-2949.0,-2917.0000000000086,0.10218978102189781,0.375,0.24820838415550486,0.43376450487636337,0.44398340248962653,0.22821576763485477,0.3278008298755187,0.29045643153526973,0.45228215767634855,0.2572614107883817,0,1,0,0,0,0,0,2
279,-5729.499999999995,-2786.500000000003,-2942.999999999996,0.13768115942028986,0.75,0.24696734223472733,0.43246321136173427,0.43983402489626555,0.24481327800829875,0.3153526970954357,0.34439834024896265,0.43983402489626555,0.2157676348547718,0,1,1,1,1,1,0,1
280,-5726.499999999995,-2898.999999999998,-2827.5000000000027,0.06569343065693431,0.375,0.2457325055235537,0.43116582172764906,0.48132780082987553,0.1991701244813278,0.31950207468879666,0.36929460580912865,0.3651452282157676,0.26556016597510373,0,0,1,2,0,0,0,0
281,-5809.49999999998,-2707.5000000000114,-3101.999999999998,0.0,0.0,0.24450384299593592,0.42987232426246613,0.5269709543568465,0.25311203319502074,0.21991701244813278,0.43568464730290457,0.23236514522821577,0.33195020746887965,0,0,0,0,0,0,0,0
282,-6413.499999999988,-3324.99999999999,-3088.500000000001,0.04316546762589928,0.25,0.24328132378095624,0.42858270728967873,0.34439834024896265,0.33195020746887965,0.3236514522821577,0.37344398340248963,0.22821576763485477,0.3983402489626556,0,0,1,1,0,0,0,0
