Network_Reward,Group_A_Reward,Group_B_Reward,Sup_A_Loss,Sup_B_Loss,tls_1,tls_2,tls_3,tls_4,tls_5,tls_6,tls_7,tls_8
-3136.0,-1659.5,-1476.5,3.4455417888032067,2.7275658988290363,-481.5,-384.5,-409.0,-384.5,-446.5,-374.5,-335.5,-320.0
-3108.0,-1619.0,-1489.0,3.2530154721604454,2.7143426325586106,-509.5,-313.0,-371.0,-425.5,-384.0,-506.0,-274.5,-324.5
-3043.5,-1465.5,-1578.0,3.310982026822037,2.585125790701972,-425.0,-256.5,-463.5,-320.5,-446.0,-438.5,-350.5,-343.0
-3060.0,-1595.0,-1465.0,3.218214824795723,2.6141751887069806,-528.5,-318.5,-421.5,-326.5,-408.0,-338.0,-356.0,-363.0
-3064.0,-1474.5,-1589.5,3.0607403188943865,2.648000470466084,-493.0,-280.0,-389.0,-312.5,-476.5,-426.0,-283.0,-404.0
-3384.5,-1497.0,-1887.5,3.2458470953835383,2.8117632266547945,-461.5,-247.5,-441.5,-346.5,-467.5,-534.0,-441.0,-445.0
-3152.5,-1669.0,-1483.5,3.1452889478868906,2.6324002299043867,-449.0,-357.5,-378.5,-484.0,-359.5,-346.0,-428.5,-349.5
-3098.0,-1631.0,-1467.0,3.107892061273257,2.662527319126659,-468.5,-240.0,-492.0,-430.5,-335.0,-456.0,-280.5,-395.5
-3256.5,-1781.0,-1475.5,3.1024953133530087,2.6156505011849935,-516.0,-312.5,-446.0,-506.5,-425.0,-340.5,-285.5,-424.5
-3206.5,-1663.5,-1543.0,2.993379279308849,2.6997532561421393,-540.5,-276.5,-468.5,-378.0,-414.0,-374.5,-304.5,-450.0
-3044.5,-1699.5,-1345.0,3.0439333465364244,2.5534332821766537,-583.5,-294.5,-430.5,-391.0,-416.5,-343.0,-315.5,-270.0
-3377.0,-1881.5,-1495.5,3.0108001672559315,2.6814035180542204,-533.0,-436.0,-473.5,-439.0,-318.5,-457.0,-339.5,-380.5
-3018.5,-1611.0,-1407.5,2.891112344794803,2.6469038559330835,-466.5,-400.0,-429.5,-315.0,-449.0,-391.5,-240.5,-326.5
-2951.5,-1535.0,-1416.5,3.049414860871103,2.5072813401619594,-493.5,-279.5,-426.5,-335.5,-462.0,-426.0,-285.0,-243.5
-2988.0,-1374.0,-1614.0,2.9327072699864707,2.581156528658337,-386.5,-263.0,-404.5,-320.0,-500.0,-442.5,-319.5,-352.0
-3002.0,-1457.0,-1545.0,2.980472967525323,2.6247760381963516,-462.5,-324.5,-345.5,-324.5,-448.5,-335.0,-396.0,-365.5
-2993.0,-1616.0,-1377.0,2.850673625204298,2.559668841295772,-543.5,-351.5,-378.5,-342.5,-428.5,-348.0,-323.5,-277.0
-3098.5,-1763.5,-1335.0,2.7371138920386633,2.4939528619249662,-403.5,-458.5,-489.0,-412.5,-315.5,-329.5,-299.5,-390.5
-3061.5,-1564.5,-1497.0,2.7602058339450095,2.4883565079834726,-438.5,-296.0,-371.0,-459.0,-408.0,-483.0,-261.5,-344.5
-3021.0,-1569.0,-1452.0,2.664990983075566,2.4143657979038027,-461.0,-289.0,-340.0,-479.0,-432.5,-386.0,-291.0,-342.5
-2968.0,-1592.0,-1376.0,2.8555120274424555,2.3954958960413935,-390.5,-407.5,-298.0,-496.0,-443.0,-289.0,-302.5,-341.5
-3117.0,-1435.5,-1681.5,2.773666050036748,2.401177947388755,-434.5,-282.5,-345.0,-373.5,-418.5,-332.0,-356.5,-574.5
-3254.5,-1607.0,-1647.5,2.7117812222904627,2.377277594473627,-501.5,-282.5,-459.5,-363.5,-410.0,-461.5,-332.5,-443.5
-3101.5,-1629.0,-1472.5,2.6622293035189313,2.3999891974859766,-474.5,-325.0,-428.5,-401.0,-436.5,-383.5,-232.0,-420.5
-2837.5,-1503.5,-1334.0,2.5859997449649703,2.3336108835207092,-569.5,-315.0,-295.0,-324.0,-360.0,-401.0,-294.0,-279.0
-2800.0,-1444.0,-1356.0,2.4973816619979012,2.3662733119395045,-356.0,-255.5,-478.5,-354.0,-366.0,-384.5,-263.0,-342.5
-3028.0,-1437.0,-1591.0,2.499518786205186,2.3422587984138064,-381.5,-307.0,-378.0,-370.5,-410.5,-391.0,-436.0,-353.5
-2677.5,-1317.5,-1360.0,2.393665004438824,2.2809415597054694,-442.5,-210.5,-302.0,-362.5,-371.5,-376.5,-268.0,-344.0
-3165.5,-1598.5,-1567.0,2.4194144282076095,2.362361295024554,-367.0,-311.5,-391.5,-528.5,-392.0,-407.5,-385.5,-382.0
-2801.5,-1518.0,-1283.5,2.4330007755094103,2.339721398221122,-564.5,-268.5,-379.5,-305.5,-404.5,-353.5,-266.0,-259.5
-2682.5,-1356.0,-1326.5,2.4523362519012557,2.2708811970220673,-485.0,-239.5,-348.0,-283.5,-461.5,-342.0,-269.5,-253.5
-2998.5,-1563.5,-1435.0,2.4000319664676986,2.290169286396768,-460.5,-350.0,-427.5,-325.5,-358.5,-408.5,-289.5,-378.5
-3195.5,-1922.0,-1273.5,2.4173400080866285,2.220104597343339,-730.5,-235.5,-513.5,-442.5,-409.0,-340.5,-257.0,-267.0
-2997.0,-1681.0,-1316.0,2.5017272356483673,2.252519304388099,-634.0,-313.0,-368.5,-365.5,-425.0,-289.0,-263.5,-338.5
-2892.5,-1541.0,-1351.5,2.440882072183821,2.115892013741864,-456.5,-301.0,-401.0,-382.5,-448.0,-308.5,-294.5,-300.5
-2822.5,-1521.5,-1301.0,2.3910410602887473,2.136471298005846,-441.5,-357.0,-327.5,-395.5,-324.0,-386.0,-294.0,-297.0
-2984.0,-1696.5,-1287.5,2.3782128774457507,2.049841699997584,-620.5,-333.0,-460.0,-283.0,-350.5,-372.0,-286.5,-278.5
-2527.0,-1275.5,-1251.5,2.4275403800937863,2.113888485232989,-406.0,-263.5,-250.5,-355.5,-336.5,-378.5,-244.0,-292.5
-3036.0,-1412.0,-1624.0,2.358552806576093,2.0984650366836126,-511.5,-315.0,-320.0,-265.5,-475.5,-479.0,-285.0,-384.5
-2624.0,-1400.5,-1223.5,2.3554351207282807,2.077364973889457,-402.0,-330.5,-379.0,-289.0,-432.0,-242.0,-264.0,-285.5
-2882.5,-1265.0,-1617.5,2.3324335613184504,2.063552692698108,-349.0,-269.0,-397.5,-249.5,-482.5,-488.0,-371.5,-275.5
-2945.5,-1591.0,-1354.5,2.2691221265329253,2.0929205757048397,-528.5,-272.0,-358.5,-432.0,-351.5,-306.5,-348.0,-348.5
-2677.0,-1335.5,-1341.5,2.312850445840094,2.076942962408066,-334.0,-342.5,-280.0,-379.0,-322.5,-331.5,-267.5,-420.0
-3080.5,-1589.0,-1491.5,2.3263254629241095,2.0708046870099173,-558.5,-343.0,-404.5,-283.0,-380.5,-352.0,-299.5,-459.5
-2730.0,-1514.0,-1216.0,2.2368609420127337,2.090218900806374,-469.0,-291.0,-366.0,-388.0,-363.0,-271.5,-289.5,-292.0
-2730.0,-1346.0,-1384.0,2.2863062327106793,2.0684784491856893,-352.0,-311.5,-367.5,-315.0,-426.0,-450.0,-250.0,-258.0
-2702.5,-1428.0,-1274.5,2.206016856100824,2.0920841021670236,-403.5,-324.5,-408.0,-292.0,-360.5,-337.5,-307.5,-269.0
-2666.0,-1290.0,-1376.0,2.192674080034097,2.0614322665664884,-361.5,-286.5,-354.5,-287.5,-279.5,-401.0,-297.5,-398.0
-2943.5,-1670.5,-1273.0,2.2170418394936457,2.0729185197088453,-517.0,-365.5,-460.5,-327.5,-390.0,-367.0,-192.5,-323.5
-2876.5,-1405.5,-1471.0,2.282398979200257,2.0531515823470223,-479.5,-220.0,-358.0,-348.0,-329.5,-385.5,-355.5,-400.5
-2735.5,-1554.0,-1181.5,2.243603735168775,1.9723794945412212,-389.0,-341.0,-413.5,-410.5,-311.5,-373.5,-241.0,-255.5
-3055.0,-1607.5,-1447.5,2.2040879860520364,1.9594243554605377,-406.0,-304.5,-495.5,-401.5,-447.5,-429.5,-242.0,-328.5
-2611.0,-1330.0,-1281.0,2.2119620766904617,1.962628085911274,-383.0,-252.0,-400.5,-294.5,-330.5,-327.0,-282.5,-341.0
-2771.0,-1398.5,-1372.5,2.310428127149741,1.9632031647695436,-419.0,-216.5,-319.5,-443.5,-353.0,-298.5,-377.0,-344.0
-2520.0,-1394.5,-1125.5,2.251962539388074,1.9325894210073682,-403.0,-275.0,-351.5,-365.0,-241.0,-380.0,-209.5,-295.0
-2691.5,-1390.0,-1301.5,2.270209836297565,1.8776621719201405,-466.5,-311.5,-338.5,-273.5,-378.0,-340.5,-238.5,-344.5
-2741.5,-1379.0,-1362.5,2.1592637651496465,1.8650380399492053,-445.5,-234.0,-345.5,-354.0,-428.0,-438.5,-216.0,-280.0
-2592.5,-1313.5,-1279.0,2.221166275276078,1.836263766553667,-357.5,-214.0,-407.5,-334.5,-374.0,-315.0,-298.0,-292.0
-2622.5,-1410.5,-1212.0,2.1675316388408343,1.8330819204449653,-400.5,-267.0,-383.5,-359.5,-331.5,-297.5,-265.5,-317.5
-2346.5,-1239.0,-1107.5,2.075374038517475,1.8255746437443627,-347.5,-244.0,-382.0,-265.5,-280.5,-289.0,-232.0,-306.0
-2335.5,-1212.5,-1123.0,2.0367911938163967,1.826849563088682,-291.5,-222.5,-318.5,-380.0,-295.0,-286.5,-292.5,-249.0
-2717.0,-1492.5,-1224.5,2.035790143741502,1.8047194194462564,-527.5,-276.5,-336.0,-352.5,-361.0,-303.0,-240.5,-320.0
-2934.5,-1701.5,-1233.0,1.992994977368249,1.7976479512121943,-532.0,-333.0,-417.0,-419.5,-335.5,-351.5,-253.0,-293.0
-2392.5,-1284.0,-1108.5,1.957291420797507,1.7642632398340437,-405.0,-278.0,-349.5,-251.5,-282.0,-296.0,-192.5,-338.0
-2557.5,-1313.5,-1244.0,1.9859494022197193,1.8038790889912182,-372.5,-276.5,-339.0,-325.5,-316.0,-356.0,-254.0,-318.0
-2741.0,-1397.0,-1344.0,1.998313632276323,1.7685021175278557,-472.5,-259.0,-356.5,-309.0,-410.0,-322.5,-362.5,-249.0
-2285.5,-1267.0,-1018.5,1.9079377392927805,1.7486085850331519,-338.5,-273.5,-403.5,-251.5,-307.0,-216.0,-237.5,-258.0
-2605.0,-1220.0,-1385.0,1.8528231617477204,1.7191381273998154,-350.5,-253.0,-333.5,-283.0,-368.0,-405.5,-291.0,-320.5
-2544.5,-1249.5,-1295.0,1.9181947085592481,1.7094561752345827,-405.5,-207.0,-319.0,-318.0,-313.0,-365.5,-278.5,-338.0
-2706.5,-1295.5,-1411.0,1.8425666575630506,1.658661196877559,-412.5,-253.5,-334.5,-295.0,-353.5,-453.0,-237.5,-367.0
-2576.0,-1370.0,-1206.0,1.8532906361752086,1.7349087946944766,-343.5,-295.0,-415.0,-316.5,-397.5,-318.0,-234.5,-256.0
-2685.0,-1465.5,-1219.5,1.8790915719336934,1.656616562936041,-476.0,-304.5,-379.0,-306.0,-353.5,-325.5,-291.0,-249.5
-2490.0,-1334.0,-1156.0,1.8380816246072451,1.6650967899296019,-432.0,-240.0,-374.5,-287.5,-309.5,-346.0,-258.5,-242.0
-2867.5,-1515.5,-1352.0,1.9070952480038008,1.6276486572292117,-465.5,-392.5,-390.5,-267.0,-374.5,-356.0,-300.0,-321.5
-2597.0,-1472.5,-1124.5,1.8997355967760086,1.597026974790626,-424.5,-212.0,-441.5,-394.5,-333.5,-310.0,-226.0,-255.0
-2481.5,-1238.5,-1243.0,1.890999015337891,1.5990336440503596,-380.0,-260.0,-294.0,-304.5,-329.5,-316.5,-284.0,-313.0
-2402.5,-1272.0,-1130.5,1.8149611790974935,1.5906081315543916,-313.5,-288.0,-334.0,-336.5,-333.5,-286.0,-223.0,-288.0
-2372.5,-1327.0,-1045.5,1.8262768588132328,1.513361426194509,-358.5,-244.0,-385.0,-339.5,-260.0,-257.0,-264.0,-264.5
-2628.0,-1403.0,-1225.0,1.83970671478245,1.4917777477039231,-410.5,-275.5,-348.5,-368.5,-266.0,-311.0,-256.5,-391.5
-2683.5,-1445.5,-1238.0,1.7751354200972451,1.4688516381714078,-426.0,-205.5,-440.0,-374.0,-318.5,-345.5,-280.0,-294.0
-2515.5,-1188.0,-1327.5,1.8467944337262048,1.4982681325740284,-378.5,-239.5,-278.5,-291.5,-399.0,-325.5,-228.0,-375.0
-2589.5,-1382.5,-1207.0,1.8490642150243124,1.5266547428237067,-512.5,-223.5,-316.0,-330.5,-273.0,-303.0,-357.5,-273.5
-2572.5,-1285.0,-1287.5,1.7344906217522091,1.5378545913431378,-377.5,-241.5,-285.5,-380.5,-325.5,-451.0,-236.0,-275.0
-2545.5,-1415.5,-1130.0,1.8248583161168628,1.558287073009544,-379.0,-274.0,-368.0,-394.5,-313.5,-336.0,-254.5,-226.0
-2631.0,-1375.0,-1256.0,1.8887104001310138,1.4895749592118792,-381.5,-315.5,-323.0,-355.0,-310.5,-407.5,-265.5,-272.5
-2523.0,-1387.5,-1135.5,1.814671332968606,1.4758113457096949,-450.5,-265.0,-340.5,-331.5,-328.5,-250.5,-236.5,-320.0
-2518.5,-1347.5,-1171.0,1.7384559772080845,1.4996326054135958,-303.0,-253.0,-380.5,-411.0,-334.0,-275.5,-268.5,-293.0
-2509.0,-1318.0,-1191.0,1.7955633426705997,1.4955202753345171,-404.5,-237.0,-365.0,-311.5,-386.5,-291.5,-193.5,-319.5
-2446.0,-1216.5,-1229.5,1.7699485629796983,1.5036338814430767,-294.0,-245.5,-414.5,-262.5,-330.0,-260.5,-306.5,-332.5
-2598.0,-1361.5,-1236.5,1.811530621846517,1.4677261925405927,-405.0,-272.0,-323.0,-361.5,-306.5,-303.0,-305.5,-321.5
-2358.0,-1243.0,-1115.0,1.7500630208187633,1.5165214144521288,-408.5,-260.5,-316.5,-257.5,-353.0,-302.5,-193.5,-266.0
-2623.5,-1430.5,-1193.0,1.7472242668271065,1.495386596189605,-430.5,-322.5,-377.0,-300.5,-322.5,-349.5,-211.0,-310.0
-2405.5,-1414.0,-991.5,1.7209955818123288,1.4776600324445301,-494.5,-174.0,-433.5,-312.0,-249.0,-288.0,-174.0,-280.5
-2438.0,-1335.5,-1102.5,1.687488398121463,1.419709945884016,-467.0,-314.0,-293.0,-261.5,-342.0,-306.5,-245.0,-209.0
-2309.5,-1153.5,-1156.0,1.7063278946611615,1.4358253435956108,-350.0,-231.5,-337.0,-235.0,-421.5,-260.5,-238.5,-235.5
-2653.5,-1364.0,-1289.5,1.7241055159105194,1.4758508341179954,-392.5,-209.5,-368.5,-393.5,-317.5,-372.0,-262.0,-338.0
-2407.0,-1274.5,-1132.5,1.758299532201555,1.4631397125621637,-349.5,-257.5,-362.5,-305.0,-320.5,-288.0,-224.0,-300.0
-2518.5,-1326.0,-1192.5,1.7013936029540169,1.4263123003972902,-361.0,-177.5,-382.5,-405.0,-299.0,-271.0,-231.0,-391.5
-2718.0,-1346.0,-1372.0,1.7591063633561135,1.3924650005168384,-391.5,-291.0,-351.5,-312.0,-395.0,-268.5,-269.0,-439.5
-2459.0,-1301.5,-1157.5,1.7356261163949966,1.4436783997548952,-452.5,-204.5,-346.0,-298.5,-270.5,-348.0,-311.0,-228.0
-2214.5,-1267.0,-947.5,1.7261212860544524,1.4483811490237712,-354.5,-231.0,-365.5,-316.0,-253.5,-266.0,-175.5,-252.5
-2438.0,-1341.0,-1097.0,1.7101687825388379,1.474215242597792,-425.0,-261.0,-327.5,-327.5,-314.0,-269.5,-219.5,-294.0
-2389.0,-1196.0,-1193.0,1.686479630569617,1.4184622317552567,-322.5,-247.0,-315.5,-311.0,-362.5,-283.0,-248.0,-299.5
-2408.5,-1243.5,-1165.0,1.6544901018341382,1.3802616508470642,-382.0,-226.0,-322.0,-313.5,-279.0,-325.0,-195.0,-366.0
-2547.0,-1365.0,-1182.0,1.6601993585626285,1.431775076025062,-442.0,-190.5,-412.5,-320.0,-242.0,-275.0,-331.0,-334.0
-2496.0,-1347.5,-1148.5,1.693873509267966,1.4226384215884738,-420.0,-369.0,-304.0,-254.5,-296.5,-336.5,-187.5,-328.0
-2721.0,-1446.5,-1274.5,1.6855657302671008,1.4414481473465761,-486.0,-231.0,-323.0,-406.5,-259.5,-407.0,-262.0,-346.0
-2346.5,-1230.5,-1116.0,1.649481534295612,1.349050011071894,-440.5,-222.0,-338.5,-229.5,-351.5,-291.0,-198.5,-275.0
-2181.0,-1164.5,-1016.5,1.6183799137671788,1.3589094938503372,-355.5,-235.5,-277.5,-296.0,-283.5,-298.0,-166.0,-269.0
-2444.0,-1312.0,-1132.0,1.6201189362340502,1.3644346965683831,-419.0,-256.0,-337.5,-299.5,-309.0,-300.0,-225.0,-298.0
-2158.5,-1162.0,-996.5,1.656225591732396,1.4029282682471804,-302.0,-249.5,-327.0,-283.5,-223.5,-251.5,-244.0,-277.5
-2305.5,-1192.0,-1113.5,1.6061130733953581,1.3323912393715647,-361.0,-258.5,-263.0,-309.5,-325.0,-308.0,-193.0,-287.5
-2434.5,-1317.5,-1117.0,1.5951543629169465,1.328990884621938,-380.0,-259.5,-312.0,-366.0,-338.5,-293.5,-247.5,-237.5
-2519.5,-1222.0,-1297.5,1.6634962932931052,1.3507543365160624,-343.5,-212.0,-343.5,-323.0,-362.5,-320.5,-311.0,-303.5
-2493.5,-1133.5,-1360.0,1.5779461125532785,1.3453131162457996,-288.0,-226.0,-286.5,-333.0,-408.5,-301.5,-301.0,-349.0
-2399.0,-1282.0,-1117.0,1.5322191726002428,1.3231373853981494,-355.0,-229.0,-350.5,-347.5,-251.5,-267.5,-268.5,-329.5
-2396.5,-1196.0,-1200.5,1.5698338341381814,1.363699102650086,-386.5,-236.5,-254.0,-319.0,-326.0,-386.5,-221.5,-266.5
-2299.0,-1283.0,-1016.0,1.5823880066474278,1.2997231121692392,-387.0,-248.0,-306.0,-342.0,-271.0,-232.5,-267.5,-245.0
-2511.0,-1265.0,-1246.0,1.5849206916160055,1.3472977593541144,-407.0,-276.0,-293.0,-289.0,-373.0,-356.5,-243.5,-273.0
-2537.0,-1391.0,-1146.0,1.5620062556531695,1.3335126577152145,-458.5,-284.5,-321.5,-326.5,-264.5,-380.0,-245.5,-256.0
-2447.0,-1247.0,-1200.0,1.5403777321179708,1.3569853405157726,-409.0,-229.0,-342.5,-266.5,-345.0,-335.0,-215.5,-304.5
-2412.5,-1292.0,-1120.5,1.5930375261439218,1.3773523613810539,-379.0,-241.5,-310.5,-361.0,-292.5,-302.5,-243.5,-282.0
-2160.0,-1142.5,-1017.5,1.5273258053594165,1.3297859931985536,-315.0,-185.0,-378.0,-264.5,-259.5,-270.0,-213.0,-275.0
-2303.0,-1121.0,-1182.0,1.5287633114390904,1.330163650214672,-300.5,-246.0,-307.0,-267.5,-302.0,-291.5,-281.0,-307.5
-2517.5,-1349.0,-1168.5,1.5058124148183398,1.3539589447279772,-345.5,-323.0,-342.0,-338.5,-380.5,-271.0,-241.0,-276.0
-2370.5,-1174.5,-1196.0,1.5372589217291939,1.325301422013177,-290.0,-315.5,-302.5,-266.5,-341.0,-359.5,-209.0,-286.5
-2283.5,-1220.0,-1063.5,1.499746060702536,1.2561940300795766,-457.0,-255.5,-326.0,-181.5,-340.0,-264.5,-205.0,-254.0
-2090.5,-1135.0,-955.5,1.4874648638897472,1.2794762087364993,-323.0,-221.5,-243.0,-347.5,-246.5,-313.5,-154.0,-241.5
-2759.0,-1457.0,-1302.0,1.5285165852970548,1.2831601781977549,-425.5,-276.0,-410.5,-345.0,-380.5,-366.0,-238.0,-317.5
-2459.5,-1202.0,-1257.5,1.4829901448554463,1.3066164779994223,-349.0,-210.5,-319.0,-323.5,-290.0,-399.5,-243.0,-325.0
-2361.5,-1239.5,-1122.0,1.4817272628347078,1.3032738372683526,-472.0,-209.5,-275.5,-282.5,-329.0,-315.5,-185.5,-292.0
-2241.5,-1118.5,-1123.0,1.5221511627237,1.292654080854522,-277.5,-260.5,-279.0,-301.5,-244.5,-277.0,-298.0,-303.5
-2210.5,-1197.0,-1013.5,1.5052595668368869,1.2603078284197384,-298.5,-194.0,-371.5,-333.0,-261.5,-341.0,-205.5,-205.5
-2430.0,-1360.0,-1070.0,1.5341140833165912,1.2939484256837104,-429.0,-224.5,-403.5,-303.0,-271.5,-255.0,-264.0,-279.5
-2256.5,-1252.5,-1004.0,1.531898755662971,1.2797310930159358,-366.5,-254.5,-351.0,-280.5,-280.5,-284.5,-201.5,-237.5
-2182.0,-1062.0,-1120.0,1.438574044737551,1.286624237563875,-320.0,-197.5,-264.5,-280.0,-315.0,-352.5,-186.5,-266.0
-2414.0,-1252.0,-1162.0,1.5451763164665964,1.287189584142632,-372.5,-236.0,-300.5,-343.0,-332.5,-342.5,-193.0,-294.0
-2470.0,-1344.0,-1126.0,1.4122724332743222,1.271871847907702,-411.5,-260.0,-345.5,-327.0,-269.0,-295.5,-257.0,-304.5
-2278.5,-1155.5,-1123.0,1.4763633501198556,1.265704120695591,-381.5,-278.5,-215.5,-280.0,-289.5,-314.5,-254.5,-264.5
-2188.5,-1163.5,-1025.0,1.4481411347786586,1.2570404950115415,-393.0,-169.0,-299.5,-302.0,-278.0,-283.0,-219.5,-244.5
-2215.5,-1080.0,-1135.5,1.441392648882336,1.2535412854618497,-284.0,-199.5,-285.5,-311.0,-373.0,-293.5,-232.5,-236.5
-2547.5,-1240.5,-1307.0,1.434121517919832,1.2690002396702766,-372.0,-206.5,-349.5,-312.5,-338.5,-361.0,-372.0,-235.5
-2341.5,-1198.5,-1143.0,1.425092521806558,1.2352465798457464,-463.0,-192.5,-285.0,-258.0,-400.0,-268.5,-218.5,-256.0
-2199.5,-1039.0,-1160.5,1.4187802152501212,1.251839950018459,-367.0,-157.0,-255.0,-260.0,-351.0,-303.5,-230.5,-275.5
-2077.0,-1096.0,-981.0,1.4174496789773305,1.2181040884719954,-366.0,-208.5,-242.5,-279.0,-296.5,-270.5,-212.0,-202.0
-1953.0,-993.5,-959.5,1.4393867399957445,1.2421357115109761,-323.0,-208.5,-234.0,-228.0,-260.0,-243.5,-221.5,-234.5
-2227.5,-1142.0,-1085.5,1.3842288399736087,1.2515332563055885,-292.0,-286.0,-280.0,-284.0,-282.5,-287.0,-223.0,-293.0
-2330.0,-1165.5,-1164.5,1.3900798549254736,1.219923069741991,-439.0,-159.5,-263.5,-303.5,-275.5,-369.0,-209.0,-311.0
-2377.5,-1163.5,-1214.0,1.335434269408385,1.21264347044958,-372.5,-194.0,-283.5,-313.5,-353.0,-375.5,-238.0,-247.5
-2240.0,-1079.5,-1160.5,1.3814343192511134,1.2308053066333136,-316.0,-214.0,-286.0,-263.5,-391.5,-310.5,-166.0,-292.5
-2147.5,-1156.0,-991.5,1.3513426393270493,1.2202478489942021,-364.0,-207.0,-273.0,-312.0,-264.5,-264.5,-195.0,-267.5
-2160.0,-1160.5,-999.5,1.3460955371459324,1.1763964045378896,-357.5,-214.0,-320.0,-269.0,-279.0,-260.5,-255.5,-204.5
-2084.5,-1151.0,-933.5,1.3607237923476432,1.202987306813399,-336.0,-258.5,-301.5,-255.0,-313.5,-235.0,-143.0,-242.0
-2197.0,-1158.0,-1039.0,1.3478809886508518,1.1614744772513708,-325.0,-202.5,-345.0,-285.5,-299.0,-278.0,-241.0,-221.0
-2320.5,-1282.0,-1038.5,1.357711587432358,1.1648274494542017,-408.0,-231.0,-346.5,-296.5,-343.5,-255.0,-205.5,-234.5
-1985.5,-1133.5,-852.0,1.352995117339823,1.1839906457397673,-409.5,-232.5,-261.5,-230.0,-268.5,-217.0,-154.5,-212.0
-2416.5,-1099.0,-1317.5,1.347617347869608,1.12695302085744,-309.5,-232.5,-286.0,-271.0,-414.5,-342.5,-275.0,-285.5
-2200.5,-1095.5,-1105.0,1.3124597397115496,1.1232172866662344,-337.5,-212.0,-259.5,-286.5,-293.5,-335.5,-225.0,-251.0
-2302.5,-1196.5,-1106.0,1.2841886922717094,1.206594696227047,-343.0,-251.5,-281.0,-321.0,-269.5,-295.0,-262.0,-279.5
-1972.5,-1040.0,-932.5,1.3170073517494731,1.164436010022958,-357.0,-189.0,-270.5,-223.5,-239.5,-314.5,-184.5,-194.0
-2435.5,-1282.0,-1153.5,1.2597759307258658,1.186398787630929,-368.0,-229.0,-324.5,-360.5,-268.0,-322.5,-170.5,-392.5
-2208.5,-1171.5,-1037.0,1.2914175376296044,1.2070862867765957,-379.5,-225.5,-280.0,-286.5,-255.0,-257.5,-205.5,-319.0
-2090.5,-1061.0,-1029.5,1.285733966363801,1.1679242367545764,-348.0,-224.5,-238.5,-250.0,-291.0,-288.0,-235.0,-215.5
-1969.5,-1043.0,-926.5,1.280725176135699,1.168741650134325,-300.0,-222.5,-325.0,-195.5,-259.0,-202.0,-178.0,-287.5
-2392.5,-1160.5,-1232.0,1.2732012528512213,1.1590250944097837,-359.0,-210.0,-304.5,-287.0,-348.0,-320.0,-287.0,-277.0
-2183.0,-1122.0,-1061.0,1.2353860144813855,1.1560224359234175,-361.5,-201.0,-312.0,-247.5,-229.5,-286.0,-243.0,-302.5
-2280.0,-1074.0,-1206.0,1.2289526412884395,1.167939622203509,-384.0,-190.0,-283.0,-217.0,-370.5,-280.5,-244.5,-310.5
-2291.5,-1199.0,-1092.5,1.2044099444316494,1.1743046316835615,-424.5,-250.0,-264.0,-260.5,-310.0,-323.0,-226.5,-233.0
-2307.5,-1192.5,-1115.0,1.2621267434623507,1.1670649743742414,-351.5,-244.0,-322.5,-274.5,-312.5,-325.5,-215.5,-261.5
-2125.5,-1111.5,-1014.0,1.2501199588179588,1.1824120329485999,-364.0,-197.5,-260.0,-290.0,-316.0,-293.5,-192.5,-212.0
-2275.5,-1230.5,-1045.0,1.272038166804446,1.157405567748679,-335.0,-239.5,-308.5,-347.5,-264.0,-236.0,-257.0,-288.0
-2186.0,-1082.0,-1104.0,1.2236254099342558,1.1303926609456538,-326.5,-243.5,-257.5,-254.5,-325.5,-328.0,-210.0,-240.5
-2141.0,-1144.0,-997.0,1.231026535729567,1.152440922293398,-341.0,-168.0,-337.5,-297.5,-342.5,-268.5,-125.0,-261.0
-2086.0,-1126.5,-959.5,1.2398877763085896,1.1768863934609626,-321.0,-207.5,-250.5,-347.5,-332.5,-241.5,-200.0,-185.5
-2262.5,-1217.0,-1045.5,1.2436755954391427,1.097608455767234,-403.0,-224.0,-327.5,-262.5,-269.0,-297.5,-230.0,-249.0
-2015.5,-1107.0,-908.5,1.2515201578537622,1.1368760055138005,-327.0,-224.5,-297.5,-258.0,-256.5,-227.0,-214.5,-210.5
-1846.5,-912.0,-934.5,1.2217840186423725,1.0727463389436405,-307.0,-145.5,-244.0,-215.5,-268.0,-216.5,-150.0,-300.0
-2440.0,-1288.5,-1151.5,1.2688523790902562,1.0980224104391203,-397.0,-267.0,-325.0,-299.5,-338.5,-360.5,-182.5,-270.0
-2182.5,-1128.5,-1054.0,1.2236496337585978,1.0708568850325213,-390.0,-235.0,-222.0,-281.5,-375.0,-298.0,-154.0,-227.0
-2220.0,-1204.0,-1016.0,1.2431247563825714,1.1256339253650771,-369.0,-237.0,-317.5,-280.5,-277.0,-321.0,-214.5,-203.5
-2044.5,-1045.0,-999.5,1.205903326306078,1.117297880185975,-327.0,-211.5,-263.0,-243.5,-284.5,-305.0,-142.5,-267.5
-2305.0,-1136.5,-1168.5,1.2129088083902995,1.1058193097511928,-382.5,-220.5,-277.0,-256.5,-328.5,-320.5,-229.0,-290.5
-2094.0,-1077.0,-1017.0,1.2133870210912492,1.1526898335251543,-302.5,-226.5,-265.5,-282.5,-344.0,-245.0,-184.0,-244.0
-2035.0,-1000.5,-1034.5,1.1901751906507545,1.0983956158161163,-328.0,-175.5,-271.5,-225.5,-292.0,-329.0,-197.5,-216.0
